CountyFIPS,shel_crop,shel_crop_pc,shel_prop,shel_prop_pc,shel_injur,shel_injur_pc,shel_fatal,shel_fatal_pc,shel_dura,shel_yr_total
05069,0,0,187598.62,2.42654,1,1e-5,0,0,1,17
05071,0,0,180300,6.79045,0,0,0,0,2,13
05073,0,0,98981.35,12.7652,0,0,0,0,1,15
05075,0,0,151103.49,8.74441,0,0,0,0,1,19
05077,0,0,12745.83,1.135345,0,0,0,0,1,14
05079,0,0,219981.655,16.03685,0,0,0,0,1.5,12
05081,0,0,221985.53499999997,17.42536,0,0,0,0,1,14
05083,0,0,548642.22,24.79162,0,0,0,0,2,10
05085,0,0,179957.73,2.5118,0,0,0,0,1,17
05087,0,0,147182.72999999998,9.90016,0,0,0,0,1,20
05089,0,0,210623.66499999998,12.92845,0,0,0,0,2,14
05091,0,0,201005.42,4.60797,0,0,0,0,1,15
05093,0,0,206164.35,4.0887,0,0,0,0,1,18
05095,0,0,246266.87,32.12037,0,0,0,0,22,11
05097,0,0,403881.1,44.687525,0,0,0,0,1,14
05099,0,0,122421.1,12.29708,0,0,0,0,1,13
05101,0,0,361361.45499999996,44.728030000000004,0,0,0,0,2,12
05103,0,0,690956.17,27.19122,0,0,0,0,10,11
05105,0,0,474716.08,45.44042,0,0,0,0,4,11
05107,0,0,117076.57999999999,4.7124500000000005,0,0,0,0,1,16
05109,0,0,144918.16999999998,13.574935,0,0,0,0,1,14
05111,0,0,157000,6.49996,0,0,0,0,1,19
05113,0,0,422529.06,20.96918,0,0,0,0,2,13
05115,0,0,660691.15,10.52945,0,0,0,0,2,11
05117,1760.54,0.18534,301707.855,35.76057,0,0,0,0,5.5,12
05119,0,0,1545056.83,3.94614,1,0,1,0,2,17
05121,0,0,98249.84,5.44817,0,0,0,0,1.5,18
05123,0,0,86588.285,3.15817,0,0,0,0,1,18
05125,0,0,621029.795,5.237,2,2e-5,0,0,2,14
05127,0,0,301988.05,26.80288,0,0,0,0,2,11
05129,0,0,235801.26,29.260365,0,0,0,0,2,14
05131,0,0,518225.33,4.188795,0,0,0,0,1,20
05133,0,0,76513.19,5.23776,0,0,0,0,1,13
05135,0,0,374344.905,21.489675,0,0,0,0,2,16
05137,0,0,315930.09,26.432155,0,0,0,0,2,12
05139,0,0,246475.29,5.62672,0,0,0,0,1,17
05141,0,0,497083.37,30.42332,1,6e-5,0,0,2,14
05143,0,0,502218.07,2.34306,0,0,0,0,1,20
05145,0,0,414002.79500000004,5.558014999999999,1.5,2e-5,0,0,2,16
05147,51475.23,7.10689,473572.17,65.38343,0,0,0,0,27,13
05149,0,0,384120.3,17.6908,0,0,0,0,3,13
06001,0,0,435679.905,0.302565,0,0,0,0,2,18
06003,0,0,22685.41,19.242804999999997,0,0,0,0,3,16
06005,0,0,24316.510000000002,0.701965,0,0,0,0,3,14
06007,0,0,133205.61,0.60541,0,0,0,0,2,13
06009,0,0,27923.925000000003,0.64378,0,0,0,0,3,14
06011,0,0,47928.75,2.296185,0,0,0,0,6.5,12
06013,0,0,389157.93,0.39356,0,0,0,0,2,18
06015,0,0,21727.61,0.79093,0,0,0,0,1,11
06017,0,0,162432.97,0.89661,0.11,0,0,0,3,17
06019,2325314.43,2.54059,1133749.36,1.2367,0,0,0,0,4,19
06021,3218.9,0.12169,5641.5,0.20057,0,0,0,0,1,11
06023,0,0,21727.61,0.17189,0,0,0,0,1,11
06025,0,0,110631.53,0.61774,0,0,0,0,1,13
06027,0,0,217048.3,11.900670000000002,0.5,2.5e-5,0.5,2.5e-5,1.5,18
06029,43123.55,0.059935,1040730.355,1.34008,1,0,0.585,0,6,20
06031,602914.0700000001,4.59861,213267.72,1.4518149999999999,0,0,0,0,2,18
06033,0,0,1001652.99,15.56232,0,0,0,0,4,10
06035,0,0,9053.4,0.26881,0,0,0,0,1,15
06037,0,0,507102.565,0.049955,1,0,1,0,1.5,18
06039,59421.82,0.46481,512369.27,3.38972,0,0,0,0,4,17
06041,0,0,486536.31,1.92395,0,0,1,0,2,17
06043,1530.91,0.08524,239708.8,13.57662,0,0,0,0,3,19
06045,0,0,1531057.61,17.47603,0,0,0,0,2,7
06047,100349.75,0.42181,142406.49,0.58058,0,0,0,0,2,19
06049,0,0,14693.23,1.57497,0,0,0,0,2,10
06051,0,0,60405.71000000001,4.66793,0,0,0,0,1,18
06053,0,0,317896.015,0.75911,0,0,0.5800000000000001,0,2,16
06055,0,0,475196.905,3.50049,0,0,0,0,1,14
06057,0,0,33686.93,0.36611,0.5,1e-5,0,0,3,17
06059,0,0,1824327.9449999998,0.62939,3.5,0,1,0,3.5,20
06061,0,0,102064.58,0.27189,0.43,0,0.14,0,3,17
06063,0,0,23913.275,1.1661700000000002,0,0,0,0,1.5,16
06065,52.68,2.5e-5,5000333.84,2.70217,8,0,1,0,6,20
06067,0,0,189721.7,0.16016,0,0,0,0,2,13
06069,0,0,4436.37,0.0774,0,0,0,0,1,10
06071,0,0,17720023.775,9.11415,12.5,1e-5,1.415,0,6.5,20
06073,0,0,6729550.005,2.064645,24.21,1e-5,3.665,0,8,20
06075,0,0,183916.77000000002,0.23615,0,0,0,0,1,14
06077,0,0,86788.06,0.13046,0,0,0,0,2,15
06079,0,0,201095.98,0.79504,0,0,0,0,1.5,10
06081,0,0,287196,0.39116,0,0,0.125,0,2,18
06083,0,0,0,0,1,0,0,0,3,11
06085,0,0,185044.975,0.097715,0.5,0,0,0,1.5,16
06087,0,0,1497196.83,6.106,0,0,1,0,2,17
06089,0,0,34879.72,0.1926,0.5,0,0,0,4,13
06091,0,0,9053.4,2.94324,0,0,0,0,3,15
06093,0,0,1279455.5999999999,28.505834999999998,0,0,0,0,1.5,8
06095,0,0,92531.47,0.22430499999999998,0,0,0,0,2,14
06097,0,0,482960.395,0.989695,0,0,0.055,0,2,18
06099,3218.9,0.00716,68743.02,0.13575,0,0,0,0,2,13
06101,0,0,20538.46,0.26189,0,0,0,0,2,13
06103,0,0,21414.51,0.33921,0,0,0,0,3,13
06105,0,0,1946355.87,150.56516,0,0,0,0,2,7
06107,1006467.135,2.6706350000000003,636304.8049999999,1.442595,0.25,0,0,0,3,20
06109,0,0,46216.97,0.83003,0,0,0,0,2,19
06111,0,0,0,0,2,0,0,0,2,13
06113,0,0,10000.27,0.057335,0,0,0,0,1.5,12
06115,0,0,5846.58,0.07849,0,0,0,0,3,15
08001,0,0,47709.99,0.11106,0.18,0,0,0,1,17
08003,0,0,9268.17,0.60023,0,0,0,0,1,5
08005,0,0,1127877.69,2.252905,1,0,0,0,1,16
08007,0,0,18955.27,1.60457,0,0,0,0,1,14
08009,0,0,47458.095,11.99657,0,0,0,0,1,16
08011,0,0,27160.23,4.67715,0,0,0,0,1,9
08013,0,0,90495.91,0.28762,0.27,0,0,0,1,18
08014,0,0,86067.78,1.59317,0,0,0,0,2,8
08015,0,0,4003.63,0.22489,0,0,0,0,1,15
08017,0,0,29670.745,15.894110000000001,0,0,0,0,1,14
08019,0,0,109.78,0.01209,0.14,2e-5,0,0,1,17
08021,0,0,452.66,0.053900000000000003,0,0,0.165,2e-5,1,6
08023,0,0,25486.11,7.12898,0,0,0,0,1,7
08025,0,0,340598.05,75.79183,0,0,0,0,1,6
08027,0,0,47081.81,12.94879,0,0,0,0,2,11
08029,0,0,13556.14,0.46765,0,0,0,0,1,15
08031,0,0,9268.16,0.01563,0.18,0,0,0,1,15
08033,0,0,5392.65,2.61525,0,0,0,0,1,15
08035,0,0,123909.27,0.47382,0,0,0,0,1,19
08037,0,0,38684.89,0.72594,0,0,0,0,1,19
08039,5813.29,0.24964,74353.12,3.21777,0,0,0,0,1,11
08041,0,0,405671.115,0.719445,1.5,0,0,0,1,20
08043,0,0,12976.21,0.2804,0,0,0,0,1,15
08045,0,0,89470.52,1.88804,0,0,0,0,1,19
08047,0,0,7887.58,1.56686,0.14,3e-5,0,0,1,13
08049,0,0,0,0,0.27,2e-5,0,0,1,14
08051,0,0,6371.86,0.4186,0,0,0,0,1,17
08053,0,0,3475.56,4.26274,0,0,0,0,1,13
08055,0,0,60408.3,7.7778149999999995,0,0,0,0,1.5,12
08057,0,0,2772.23,2.00741,0.18,1.3000000000000002e-4,0,0,1.5,8
08059,0,0,903042.675,1.69386,0.27,0,0,0,2,20
08061,0,0,14436.04,11.0621,0,0,0,0,1,13
08063,0,0,154556.63,21.13739,0,0,0,0,1,13
08065,0,0,0,0,0.5,6.5e-5,0.165,2e-5,1,6
08067,0,0,100000,1.86945,0,0,0,0,1,17
08069,0,0,131548.05,0.39436,0.25,0,1,0,1,19
08071,0,0,45907.91,3.15583,0,0,0,0,1,13
08073,16060.88,2.9572600000000002,173643.43,31.24769,0,0,0,0,1,9
08075,0,0,232723.67,11.01831,0.085,5e-6,0,0,1,14
08077,0,0,84311.32,0.650285,0,0,0,0,1,20
08079,0,0,114.69,0.12073,0,0,0.33,4.4e-4,1,7
08081,0,0,4509.295,0.33872,0,0,0,0,1.5,12
08083,0,0,13973.83,0.61635,0,0,0,0,1,15
08085,0,0,19646.21,0.5318449999999999,0,0,0,0,1,16
08087,25929.235,0.919575,168272.305,6.03914,0,0,0,0,1,16
08089,0,0,32121.76,1.72958,0,0,0,0,1,15
08091,0,0,50000,10.4297,0,0,0,0,1,15
08093,0,0,7887.58,0.47356,0.14,1e-5,0,0,1,15
08095,0,0,87870.13500000001,19.719905,0,0,0,0,1,12
08097,0,0,10555.33,0.67077,0.33,2e-5,0.99,6e-5,1,17
08099,0,0,65863.425,4.885,0,0,0,0,1,16
08101,0,0,1497092.85,9.86136,0,0,0,0,1,17
08103,0,0,17730.52,2.71358,0,0,0,0,1,11
08105,0,0,4016.2200000000003,0.34135,0,0,0,0,1,8
08107,0,0,34879.72,1.4862,0,0,0,0,2,15
08109,0,0,2287.79,0.37315,0,0,0.14,2e-5,1,11
08111,0,0,4656.04,6.69934,0,0,0,0,1,13
08113,0,0,7625.78,1.02236,0,0,0,0,1,17
08115,2772.23,1.167745,74854.81,31.76114,0.085,3.5e-5,0,0,1,8
08117,0,0,0,0,0.14,1e-5,0,0,1,13
08119,0,0,15804.5,0.67572,0,0,0,0,1,13
08121,0,0,158045.03,33.06381,0,0,0,0,1,11
08123,16296.14,0.06168,605000,2.00209,0,0,0,0,2,19
08125,0,0,86792.35,8.91641,0,0,0,0,1,13
09001,0,0,237575.96000000002,0.25906,0,0,0,0,1.5,18
09003,0,0,433662,0.48648,0,0,0,0,1,19
09005,0,0,172619.58,0.91504,0,0,0,0,2,15
09007,0,0,26985.25,0.163225,0,0,0,0,1,12
09009,0,0,90373.47,0.104845,1,0,0,0,1,16
09011,0,0,122285.16,0.45527,0.5,0,0,0,1,12
09013,0,0,176229.82,1.22002,0,0,0,0,1,17
09015,0,0,74353.11,0.62689,0,0,0,0,1,17
10001,0,0,220736.23,1.28345,1,1e-5,0,0,2,19
10003,0,0,315623.43000000005,0.600195,1.665,0,0,0,2,20
10005,0,0,410872.01,2.61266,3,1.5000000000000002e-5,0,0,2,20
11001,0,0,95681.005,0.16635,0.5,0,0,0,1,18
12001,0,0,22755.335,0.095385,0,0,0,0,1,18
12003,0,0,14788.53,0.58334,0,0,0,0,1,15
12005,0,0,1459154.47,9.14019,0,0,1.5,1e-5,2.5,20
12007,0,0,16450.375,0.59223,0,0,0,0,1,18
12009,0,0,3489087.5500000003,6.956495,3,1e-5,1,0,1.5,20
12011,0,0,1428808.73,0.81699,6.665,0,2.1,0,2,20
12013,0,0,105238.44,7.27689,0,0,0,0,2,17
12015,0,0,655751.41,4.2338,0,0,0,0,2,19
12017,0,0,426215.67,3.02156,0,0,0,0,2,19
12019,0,0,16732.9,0.08204,0,0,0,0,1,17
12021,34755.62,0.11015,754732.76,2.42173,0.17,0,0,0,2,19
12023,0,0,19995.3,0.33989,0,0,0,0,1,17
12027,252834.55,8.178090000000001,450487.865,15.595475,0,0,0,0,2,12
12029,0,0,436613.37,31.36365,0,0,0,0,2,17
12031,0,0,282057.455,0.357885,3,0,0,0,1,20
12033,0,0,714205.275,2.418505,1.5,5e-6,1,0,1,20
12035,0,0,27729.45,0.40364,0,0,0,0,1,19
12037,0,0,762649.37,65.153575,0,0,0,0,2.5,18
12039,0,0,61762.67,1.36698,0,0,0,0,2,17
12041,0,0,5952.9,0.35516000000000003,0,0,0,0,1,12
12043,180211.87,16.457705,51196.134999999995,4.28954,0,0,0,0,2,14
12045,0,0,287757.67,18.26453,0,0,0,0,2,19
12047,0,0,11118.54,0.778365,0,0,0,0,1,14
12049,5546.04,0.20327,295280.48,12.7173,0,0,0,0,2,15
12051,451334.685,11.995015,54987.645,1.4843799999999998,0,0,0,0,2.5,12
12053,0,0,380288,2.95985,0,0,0,0,2,17
12055,0,0,197593.815,2.0821899999999998,0,0,0,0,1.5,18
12057,0,0,1526347.505,1.256155,2,0,0,0,2,20
12059,0,0,533032.69,27.58397,0,0,0,0,2,19
12061,0,0,26946.07,0.19389,0,0,0,0,1,19
12063,0,0,859028.645,18.189015,0,0,0,0,2,20
12065,0,0,77105.64,5.89042,0,0,0,0,2,19
12067,0,0,225935.67,31.25839,0,0,0,0,2,15
12069,0,0,197629.97,0.94194,0,0,0,0,1,19
12071,0,0,1287632.9649999999,2.063765,1,0,1,0,1,20
12073,0,0,1679734.5350000001,6.493345,0,0,0,0,2,20
12075,0,0,236532.35499999998,6.57144,0,0,0,0,2,20
12077,0,0,59263.915,7.64437,0,0,0,0,2,18
12079,0,0,212566.675,11.312415,0,0,0,0,1.5,20
12081,0,0,2166178.305,6.9746250000000005,0.7,0,0,0,1.5,20
12083,0,0,46573.45,0.14007,0,0,0,0,1,19
12085,0,0,493340.82499999995,3.29604,0,0,0,0,1,18
12086,932876.4199999999,0.36824500000000004,513416.9,0.20645999999999998,5,0,2.5,0,2,20
12087,0,0,44610.33,0.59318,0,0,0,0,1,18
12089,0,0,22254.255,0.302695,0,0,0.035,0,1,18
12091,0,0,456217.28500000003,2.45309,0,0,1,1e-5,1,20
12093,0,0,70768.06,1.835995,0,0,0,0,1,14
12095,0,0,212433.33500000002,0.20079,1.5,0,0,0,1,20
12097,0,0,112289.76,0.61947,0,0,0,0,1,19
12099,629329.275,0.5361400000000001,3123302.3850000002,2.662025,6.5,5e-6,1.1,0,2,20
12101,0,0,1120722.965,2.79322,0,0,0,0,2,20
12103,0,0,2304976.675,2.54975,3,0,0.5,0,2,20
12105,6556.63,0.01069,586574.45,1.07037,1,0,0,0,2,20
12107,0,0,23658.4,0.33325,0,0,0,0,1,18
12109,0,0,119303.51999999999,0.6807000000000001,0,0,1,0,1,20
12111,0,0,62081.759999999995,0.255705,0,0,0,0,1,18
12113,0,0,585786.095,3.6794000000000002,1,1e-5,0,0,1.5,20
12115,0,0,919866.505,2.523905,1,0,0,0,1.5,20
12117,0,0,471571.955,1.131245,0,0,0,0,1,18
12119,0,0,214039.97,3.428355,0,0,0,0,2,18
12121,0,0,21126.46,0.59446,0,0,0,0,1,17
12123,0,0,294669.14,14.27765,0,0,0,0,2,18
12125,0,0,2442.025,0.17199,0,0,0,0,1,12
12127,0,0,8339231.71,17.877755,2.5,5e-6,2,0,1.5,20
12129,0,0,673700.4,25.800855000000002,0,0,0,0,2,20
12131,0,0,1060697.755,23.357885000000003,0,0,0.5,5e-6,2,20
12133,0,0,139628.25,6.43699,0,0,0,0,2,19
13001,0,0,9824.015,0.56481,0,0,0,0,1,16
13003,0,0,7912.58,1.005775,0,0,0,0,1,10
13005,0,0,4336.25,0.424645,0,0,0,0,1,14
13007,0,0,23851.37,7.34979,0,0,0,0,1,16
13009,0,0,55477.83,1.24006,0,0,0,0,1,17
13011,0,0,163858.29,9.77191,0,0,0,0,1,19
13013,0,0,161262.28999999998,2.713865,0,0,0,0,1,20
13015,0,0,761186.1799999999,8.260755,0,0,0,0,1,20
13017,0,0,127484.93000000001,7.460385,0,0,0,0,1,18
13019,0,0,73203.16,4.27428,0,0,0,0,1,19
13021,0,0,275101.565,1.770385,0,0,0,0,1,20
13023,0,0,30028.56,2.3469,0,0,0,0,1,17
13025,0,0,9984.56,0.6690849999999999,0,0,0,0,1,12
13027,0,0,33681.605,2.13956,0,0,0,0,1,18
13029,0,0,10904.505000000001,0.35441500000000004,0,0,0,0,1,12
13031,0,0,51447.58,0.74332,0,0,0,0,1,13
13033,0,0,27423.965,1.19078,0,0,0,0,1,16
13035,0,0,116000,4.82148,0,0,0,0,1,19
13037,0,0,125627.85,20.197865,0,0,0,0,1,16
13039,0,0,28960.87,0.6507149999999999,0,0,0,0,1,16
13043,0,0,17416.9,1.68679,0,0,0,0,1,12
13045,0,0,822063.4199999999,7.56277,0,0,0,0,1,20
13047,0,0,106389.9,1.633185,0,0,0,0,1,18
13049,0,0,8670.654999999999,0.82389,0,0,0,0,1,10
13051,0,0,153898.88,0.60294,2,1e-5,0,0,1,17
13053,0,0,50148.54,3.8858999999999995,0,0,0,0,1,16
13055,0,0,93027.62,3.693285,0,0,0,0,1,20
13057,0,0,2019970.02,10.12592,0,0,0,0,1,20
13059,0,0,72607.94,0.62409,0,0,0,0,1,19
13061,0,0,103059.15,31.297015000000002,0,0,0,0,1,16
13063,0,0,435754.445,1.7272,0,0,0,0,1,20
13065,0,0,8551.205,1.24951,0,0,0,0,1,14
13067,0,0,3910073.92,5.98291,0,0,0,0,1.5,20
13069,0,0,13726.73,0.34978,0,0,0,0,1,13
13071,0,0,157353.61,3.8120700000000003,0,0,0,0,1,20
13073,0,0,207867.72,2.06841,0,0,0,0,1,16
13075,0,0,37643.57,2.224925,0,0,0,0,1,16
13077,0,0,858175.54,7.783479999999999,0,0,0,0,1,20
13079,0,0,54707.815,5.185689999999999,0,0,0,0,1,18
13081,0,0,118542.725,5.259125,0,0,0,0,1,20
13083,0,0,131863.28,8.410795,0,0,0,0,1.5,20
13085,0,0,86738.69,4.25435,0,0,0,0,1,19
13087,0,0,150473.16,5.36179,0,0,0,0,1,19
13089,0,0,423882.365,0.63693,0,0,0,0,1,20
13091,0,0,94258.055,4.642424999999999,0,0,0,0,1,20
13093,0,0,55776.38,3.97409,0,0,0,0,1,19
13095,0,0,146665.23,1.55132,0,0,0,0,1,19
13097,0,0,700373.155,6.17398,0,0,0,0,1,20
13099,0,0,58439.18,5.546505,0,0,0,0,1,18
13101,0,0,15743.224999999999,4.13934,0,0,0,0,1,6
