CountyFIPS,shel_crop,shel_crop_pc,shel_prop,shel_prop_pc,shel_injur,shel_injur_pc,shel_fatal,shel_fatal_pc,shel_dura,shel_yr_total
13103,0,0,40036.29,0.76338,0,0,0,0,1,15
13105,0,0,30049.035,1.458085,0,0,0,0,1,14
13107,0,0,66039.785,2.908705,0,0,0,0,1,20
13109,0,0,6235.075000000001,0.5419400000000001,0,0,0,0,1,10
13111,0,0,118531.68,5.056315,0,0,0,0,2,20
13113,0,0,1133990.0499999998,10.405815,0,0,0,0,1,20
13115,0,0,571609.61,6.050255,0,0,0,0,1.5,20
13117,0,0,656371.23,5.858005,0,0,0,0,1.5,20
13119,0,0,20785.765,0.92664,0,0,0,0,1,12
13121,0,0,3909720.975,4.198565,0,0,0,0,1.5,20
13123,0,0,229942.475,8.199855,0,0,0,0,1,20
13125,0,0,38525.65,14.177900000000001,0,0,0,0,1,16
13127,0,0,31231.535000000003,0.41434000000000004,0,0,0,0,1,12
13129,0,0,316126.5,6.13398,0,0,0,0,2,19
13131,0,0,112906.605,4.756195,0,0,0,0,1,20
13133,0,0,102817.68,6.765129999999999,0,0,0,0,1,18
13135,0,0,3786152.4850000003,4.271465,0,0,0,0,1,20
13137,0,0,35999.035,1.02792,0,0,0,0,1,14
13139,0,0,1082243.815,6.4905349999999995,0,0,0,0,1,20
13141,0,0,23403.93,2.537865,0,0,0,0,1,16
13143,0,0,339000,11.84695,0,0,0,0,1,19
13145,0,0,51175.63,2.0294,0,0,0,0,1,20
13147,0,0,62509.369999999995,2.52414,0,0,0,0,1,10
13149,0,0,43538.270000000004,3.7316900000000004,0,0,0,0,1,20
13151,0,0,309011.075,1.4916749999999999,0,0,0,0,1,20
13153,0,0,238051.25,2.034475,0,0,0,0,1,20
13155,0,0,56553.48,5.83507,0,0,0,0,1,17
13157,0,0,280606.78,5.40158,0,0,0,0,1,19
13159,0,0,35602.955,2.93707,0,0,0,0,1,20
13161,0,0,4824.275,0.37557,0,0,0,0,1,10
13163,0,0,18098.63,1.01403,0,0,0,0,1,20
13165,0,0,19446.2,2.337,0,0,0,0,1,9
13167,0,0,90749.41500000001,9.495925,0,0,0,0,1,20
13169,0,0,55051.83,2.12905,0,0,0,0,1,19
13171,0,0,84496.26,4.88199,0,0,0,0,1,17
13173,0,0,59530.3,5.73897,0,0,0,0,1,17
13175,0,0,356206.065,7.831175,0,0,0,0,1,20
13177,0,0,252630.36000000002,8.210165,0,0,0,0,1,16
13179,0,0,53171.36,0.81658,0,0,0,0,1,15
13181,0,0,29741.26,3.72184,0,0,0,0,1,13
13183,0,0,20081.01,1.31087,0,0,0,0,1,11
13185,0,0,337408.82499999995,3.1393750000000002,0,0,0,0,1,20
13187,0,0,125337.46,5.10204,0,0,0,0,1,19
13189,0,0,17382.09,0.81794,0,0,0,0,1,11
13191,0,0,36318.63,2.53852,0,0,0,0,1,9
13193,0,0,30075.07,2.25214,0,0,0,0,1,19
13195,0,0,68358.99,2.49022,0,0,0,0,1,19
13197,0,0,20658.56,3.08199,0,0,0,0,1,19
13199,0,0,93697.23499999999,4.29366,0,0,0,0,1,20
13201,0,0,55340.15,9.4159,0,0,0,0,1,18
13205,0,0,174375.675,7.45332,0,0,0,0,1,18
13207,0,0,249307.07,10.604330000000001,0,0,0,0,1,20
13209,0,0,69539.81,7.73438,0,0,0,0,1,17
13211,0,0,197029.71000000002,10.763555,0,0,0,0,1,20
13213,0,0,83739.49,2.092885,0,0,0,0,1.5,20
13215,0,0,176578.565,0.957665,0,0,0,0,1,20
13217,0,0,304359.69,3.17906,0,0,0,0,1,19
13219,0,0,108569.37,3.31335,0,0,0,0,1,19
13221,0,0,22859.035,1.62545,0,0,0,0,1,20
13223,0,0,90828.825,0.860045,0,0,0,0,1,20
13225,0,0,36262.67,1.48575,0,0,0,0,1,19
13227,0,0,147760.11,5.00729,0,0,0,0,1,19
13229,0,0,9415.29,0.59981,0,0,0,0,1,11
13231,0,0,50604.479999999996,3.07195,0,0,0,0,1,18
13233,0,0,115655.155,2.8734599999999997,0,0,0,0,1,20
13235,0,0,77854.24,7.2939,0,0,0,0,1,19
13237,0,0,82080.83499999999,3.9581,0,0,0,0,1,18
13239,0,0,34353.64,13.98809,0,0,0,0,1,14
13241,0,0,83016.61,5.14035,0,0,0,0,1,11
13243,0,0,56451.645000000004,7.769505,0,0,0,0,1,14
13245,0,0,24957.16,0.12535,0,0,0,0,1,13
13247,0,0,171000,1.89499,0,0,0,0,1,19
13249,0,0,37766.1,7.32185,0,0,0,0,1,15
13251,0,0,96287.70999999999,6.665175,0,0,0,0,1,10
13253,0,0,271122.82,29.61473,0,0,0,0,1,15
13255,0,0,70223.33499999999,1.151575,0,0,0,0,1,20
13257,0,0,20414.1,0.79358,0,0,0,0,1,11
13259,0,0,11588.05,2.20515,0,0,0,0,1,17
13261,0,0,208759.45,6.53096,0,0,0,0,1,20
13263,0,0,22267.995000000003,3.440975,0,0,0,0,1,18
13265,0,0,20346.16,10.334125,0,0,0,0,1.5,12
13267,0,0,26737.83,1.107375,0,0,0,0,1,14
13269,0,0,32022.015,3.8813750000000002,0,0,0,0,1,18
13271,0,0,36371.905,2.4843599999999997,0,0,0,0,1,20
13273,0,0,55116.765,5.9496400000000005,0,0,0,0,1,16
13275,0,0,215619.225,4.9102,0,0,0,0,1,20
13277,0,0,194797.63,4.642525,0,0,0,0,1,20
13279,0,0,81116.42,3.10719,0,0,0,0,1,19
13281,0,0,40763.97,4.3921149999999995,0,0,0,0,2,18
13283,0,0,39990.61,5.89397,0,0,0,0,1,19
13285,0,0,461804.74,7.252365,0,0,0,0,1,20
13287,0,0,29272.42,3.1127450000000003,0,0,0,0,1,18
13289,0,0,55456.705,5.569275,0,0,0,0,1,18
13291,0,0,51527.94,2.88785,0,0,0,0,2,19
13293,0,0,110688.70999999999,4.01114,0,0,0,0,1,20
13295,0,0,161847.175,2.473705,0,0,0,0,2,20
13297,0,0,72266.26000000001,0.934795,0,0,0,0,1,20
13299,0,0,29940.09,0.8276,0,0,0,0,1,13
13301,0,0,31391.75,5.45469,0,0,0,0,1,19
13303,0,0,37702.31,1.79407,0,0,0,0,1,19
13305,0,0,11547.255000000001,0.423815,0,0,0,0,1,16
13307,0,0,10835.965,4.769375,0,0,0,0,1.5,14
13309,0,0,10864.1,1.37381,0,0,0,0,1,19
13311,0,0,57039.32,2.510005,0,0,0,0,1.5,20
13313,0,0,134242.325,1.51513,0,0,0,0,1,20
13315,0,0,106567.805,13.040175,0,0,0,0,1,18
13317,0,0,137594.83,13.24409,0,0,0,0,1,17
13319,0,0,32695.525,3.5562899999999997,0,0,0,0,1,20
13321,0,0,312409.87,14.54896,0,0,0,0,1,19
15001,0,0,39990.6,0.20359,0,0,0,0,2,17
15003,0,0,6121.05,0.00702,4,0,0,0,3,19
15005,0,0,4418.535,60.938019999999995,0,0,0,0,5,4
15007,0,0,30000,0.41575,0,0,1,1e-5,3,13
15009,0,0,11778.07,0.08038000000000001,0.5,5e-6,0,0,2,14
16001,0,0,38755.24,0.10075,0,0,0,0,1,9
16003,0,0,30560.36,7.741255000000001,0.125,3.5e-5,0,0,1,4
16005,0,0,69703.5,0.90417,0,0,0,0,2,20
16007,0,0,3683.34,0.62198,0,0,0,0,1,11
16009,0,0,57926.04,6.17351,0,0,0,0,2,15
16011,0,0,59795.78999999999,1.31108,0,0,0,0,2,18
16013,0,0,25623.76,1.16018,0,0,0,0,2,15
16015,0,0,1086.41,0.1597,0,0,0,0,1,7
16017,0,0,132434.685,3.49588,0,0,0,0,1.5,18
16019,0,0,20177.08,0.18575,0,0,0,0,2,17
16021,0,0,69168.04,6.76927,0,0,0,0,2,17
16023,0,0,12488.73,4.41675,0,0,0,0,1,17
16025,0,0,1784.54,1.717555,0,0,0.165,1.5e-4,1,4
16027,0,0,7242.54,0.05443,0,0,0,0,1,9
16029,0,0,11404.615,1.608495,0,0,0,0,2,12
16031,0,0,15888.74,0.6828,0,0,0,0,2,19
16033,0,0,7557.27,7.93831,0,0,0,0,2,15
16035,0,0,67375.36,7.80982,0,0,0,0,1,11
16037,0,0,16733.63,3.9851799999999997,0,0,0,0,2,10
16039,0,0,70377.62,2.57372,0,0,0,0,1,6
16041,0,0,4723.345,0.38458,0,0,0,0,1,10
16043,0,0,12430.875,0.998765,0,0,0,0,2,16
16045,0,0,573017.825,34.35148,0,0,0.08,5e-6,1.5,4
16047,0,0,21991.185,1.55952,0,0,0,0,1,6
16049,0,0,22457.95,1.49421,0,0,0,0,1,15
16051,0,0,10694.27,0.53608,0,0,0,0,1,17
16053,0,0,21991.185,1.1519599999999999,0,0,0,0,1,6
16055,0,0,165140.96,1.29278,0,0,0,0,2,19
16057,0,0,91815.83,2.54571,0,0,0,0,2,17
16059,0,0,23154.78,2.9253600000000004,0,0,0,0,1,12
16061,0,0,50847.205,13.23042,0,0,0,0,1.5,8
16063,0,0,12200.53,2.89181,0,0,0,0,2,13
16065,0,0,24169.04,0.71503,0,0,0,0,2,17
16067,0,0,29823.51,1.53368,0,0,0,0,2,15
16069,0,0,42896.03,1.09092,0,0,0,0,1,15
16071,0,0,9661.325,2.3414349999999997,0,0,0,0,2,12
16073,0,0,137343.375,12.20972,0,0,0.08,5e-6,1,6
16075,0,0,571947.095,25.264915,0,0,0,0,3.5,4
16077,0,0,20721.46,2.72042,0,0,0,0,2,19
16079,0,0,34662.73,2.66986,0,0,0,0,2,17
16081,0,0,7557.27,0.80939,0,0,0,0,2,15
16083,0,0,32439.27,0.51471,0,0,0,0,1,9
16085,0,0,0,0,0.25,3e-5,0,0,1,5
16087,0,0,3926.01,0.19721,0,0,0,0,1,8
17001,0,0,13772.37,0.20457,1,1e-5,0,0,8,9
17003,0,0,141597.47,17.338794999999998,0,0,0,0,21,20
17005,0,0,21435.13,1.184725,0.03,0,0,0,1,8
17007,0,0,42152.495,0.78119,0,0,0,0,1,16
17009,4778.9,0.72805,0,0,0.06,1e-5,0.06,1e-5,1,5
17011,0,0,117103.9,3.32815,0,0,0,0,1,16
17013,2389.45,0.475605,17383.66,3.422025,0.03,5e-6,0.03,5e-6,7.5,4
17015,0,0,52681.68,3.58013,0,0,0,0,1,15
17017,0,0,160885.23,11.986435,0,0,0,0,1.5,12
17019,0,0,557244.98,2.84787,0,0,0,0,1,17
17021,0,0,254954.12,7.44326,0,0,0,0,1,15
17023,0,0,102070.51,6.44059,0,0,0,0,1,13
17025,0,0,105801.8,7.81517,0,0,0,0,1,17
17027,2389.45,0.06564,59620.439999999995,1.668955,0.03,0,0.265,5e-6,1.5,4
17029,0,0,221838.02500000002,4.20321,0,0,0,0,1,16
17031,0,0,1001631.35,0.191855,2,0,16.5,0,4,20
17033,0,0,157746.975,8.12651,0,0,0,0,1,14
17035,0,0,69001.45,6.26876,0,0,0,0,1,14
17037,0,0,52818,0.54407,0,0,0,0,1,15
17039,0,0,99270.285,6.078315,0,0,0,0,1,16
17041,0,0,57486.115,2.91192,0,0,0,0,1,18
17043,0,0,118099.91,0.12693,0,0,0,0,1,18
17045,0,0,52942.015,2.84056,0,0,0,0,1,16
17047,0,0,82716.26999999999,12.526534999999999,0,0,0,0,2,18
17049,0,0,105238.26,3.07741,0,0,0,0,1,15
17051,0,0,48293.725,2.198185,0,0,0,0,1,6
17053,0,0,64171.69500000001,4.619255,0,0,0,0,1,12
17055,0,0,260738.16,6.54102,0,0,0,0,2,19
17057,0,0,454155.95999999996,12.28129,0,0,0,0,1,16
17059,0,0,47591.619999999995,8.06054,0,0,0,0,6,18
17061,0,0,12372.67,0.89256,0.06,0,0,0,1,5
17063,0,0,192785.69,4.71797,0,0,0,0,1,17
17065,0,0,44059.62,5.13336,0,0,0,0,2,19
17067,0,0,81480.68,4.32602,0,0,0,0,2,15
17069,0,0,34643.48,7.60898,0,0,0,0,2,17
17071,0,0,24740.010000000002,3.35813,0,0,0,0,2,14
17073,0,0,65000,1.31771,0,0,0,0,1,17
17075,0,0,74818.31,2.566625,0,0,0,0,1,16
17077,0,0,265559.69,4.4548,0,0,0,0,13,19
17079,0,0,109778.715,11.435635,0,0,0,0,1,14
17081,0,0,101854.68,2.5483000000000002,0,0,0,0,1,20
17083,0,0,3465.13,0.15334,0,0,0.06,0,1,7
17085,0,0,84594.39,3.83003,0,0,0,0,1,14
17087,0,0,68000,5.27132,0,0,0,0,2,19
17089,0,0,93974.38,0.18008,0,0,0,0,1,17
17091,0,0,304827.595,2.7430950000000003,0,0,0,0,1,16
17093,0,0,13717.84,0.182875,0,0,0,0,1,14
17095,0,0,414931.875,8.007915,0,0,0,0,1,16
17097,0,0,281931.57499999995,0.41342,0,0,0,0,1,18
17099,0,0,124404.33,1.10584,0,0,0,0,1,17
17101,0,0,173519.87,10.61738,0,0,0,0,1,13
17103,0,0,15446.94,0.4404,0,0,0,0,1,13
17105,0,0,12030.03,0.31672,0,0,0,0,1,17
17107,0,0,357185.475,11.862365,0,0,0,0,1,18
17109,0,0,127437.28,3.88682,0,0,0,0,1,15
17111,0,0,155785.155,0.503895,0,0,0,0,1,14
17113,0,0,366569.21,2.18588,0,0,0,0,1,17
17115,0,0,269156.13,2.5035600000000002,0,0,0,0,1,16
17117,0,0,108073.435,2.224175,0.03,0,0.03,0,1,8
17119,0,0,24745.34,0.09299,1,0,1,0,8,13
17121,0,0,5279.37,0.13070500000000002,0,0,0,0,1,10
17123,0,0,234517.69,18.40076,0,0,0,0,1,17
17125,0,0,119983.53,8.48479,0,0,0,0,1,16
17127,0,0,239815.59000000003,15.843395,0,0,0,0,6,20
17129,0,0,95609.295,7.58388,0,0,0,0,1,14
17131,0,0,34483.83,2.08311,0,0,0,0,1,17
17133,0,0,6951.12,0.21147,0.06,0,0,0,1,7
17135,0,0,0,0,0.53,1.5e-5,0,0,1,6
17137,0,0,199435.96000000002,5.7738499999999995,0,0,0,0,1,16
17139,0,0,214566.01,14.88335,0,0,0,0,1,13
17141,0,0,30931.67,0.5663,0,0,0,0,1,15
17143,0,0,950175.88,5.08448,0,0,0.5,5e-6,2,14
17145,0,0,116114.57500000001,5.281140000000001,0,0,0,0,2,20
17147,0,0,188587.63,11.411085,0,0,0,0,1,16
17149,0,0,13919.44,0.86231,0,0,0,0,1,11
17151,0,0,38053.994999999995,8.32459,0,0,0,0,2,20
17153,0,0,69407.96,11.77179,0,0,0,0,17,19
17155,0,0,72267.35,12.14075,0,0,0,0,1,10
17157,0,0,1070.73,0.03253,0.06,0,0,0,1,9
17159,0,0,58750.22,3.70874,0,0,0,0,1,15
17161,0,0,143200.21,0.96943,0,0,0,0,2,18
17163,0,0,2141.45,0.00802,1.33,1e-5,1,0,8,13
17165,0,0,304086.02,12.21621,0,0,0,0,2,19
17167,0,0,475767,2.45324,0,0,0,0,1,20
17169,0,0,215124.99,28.74081,0,0,0,0,2,13
17171,0,0,36337.985,6.968310000000001,0,0,0,0,1,14
17173,0,0,403864.305,18.202725,0,0,0,0,1,16
17175,0,0,132712.86,23.15345,0,0,0,0,1.5,12
17177,0,0,127011.88,2.59908,0,0,0,0,2,13
17179,0,0,459000,3.43753,0,0,0,0,1,17
17181,0,0,181878.23,10.03854,0,0,0,0,2,19
17183,0,0,343077.33,4.3273,0,0,0,0,1,17
17185,0,0,97744.09,7.9428,0,0,0,0,12,19
17187,0,0,25543.58,1.44281,0,0,0,0,1,15
17189,0,0,0,0,2,1.4e-4,0.06,0,1,7
17191,0,0,109314.78,6.60865,0,0,0,0,2,20
17193,0,0,186992.01,12.69353,0,0,0,0,17,19
17195,0,0,93413.64,1.57967,0,0,0,0,1,17
17197,0,0,527770.77,0.76793,0,0,0,0,1,19
17199,0,0,163820.98,2.44188,0,0,0,0,2,19
17201,0,0,326239.16,1.13641,0,0,0,0,1,15
17203,0,0,174730.74,4.49618,0,0,0,0,1,17
18001,0,0,77130.145,2.2672499999999998,0,0,0,0,1,14
18003,0,0,139748.865,0.401495,0,0,0,0,1,18
18005,0,0,56028,0.70797,0,0,0,0,2.5,16
18007,0,0,21302.504999999997,2.3236149999999998,0,0,0,0,1,10
18009,0,0,56319.649999999994,4.426945,0,0,0,0,1,10
18011,0,0,54334.95,0.956,0,0,0,0,1,19
18013,0,0,23253.14,1.59837,0,0,0,0,1,15
18015,0,0,35808.035,1.7949799999999998,0,0,0,0,1,20
18017,0,0,157697.97,4.03155,0,0,0,0,1,15
18019,0,0,96157.58499999999,0.8322350000000001,0,0,0,0,1,14
18021,0,0,52115.46,1.94389,0,0,0,0,1,16
18023,0,0,90977.94,2.64725,0,0,0,0,1,19
18025,0,0,17377.81,1.62334,0,0,0,0,1,13
18027,0,0,145492.72,4.94046,0,0,0,0,7,18
18029,0,0,39436.04,0.84312,0,0,0,0,1,19
18031,0,0,86559.76999999999,3.511865,0,0,0,0,1,18
18033,0,0,29943.94,0.75458,0,0,0,0,1,13
18035,0,0,140837.21,1.196275,0,0,0,0,1,18
18037,0,0,29501.74,0.6967,0,0,0,0,1,17
18039,0,0,139641.28,0.75421,0,0,0,0,1,15
18041,0,0,26613.4,1.10141,0,0,0,0,1,19
18043,0,0,14084.3,0.19709,0,0,0,0,1,15
18045,0,0,61543.49,3.59273,0,0,0,0,2,19
18047,0,0,29017.08,1.28322,0,0,0,0,1,20
18049,0,0,43239.835,2.13349,0,0,0,0,1,14
18051,0,0,209332.62,6.2437,0,0,0,0,14,19
18053,0,0,115592.88,1.67857,0,0,0,0,1,13
18055,0,0,77057.16,2.32255,0,0,0,0,3,20
18057,0,0,453402.63,1.758755,0,0,0,0,1.5,20
18059,0,0,123792.18,2.04856,0,0,0,0,1,19
18061,0,0,52639.8,1.3721299999999998,0,0,0,0,1,16
18063,0,0,166381.1,1.45087,0,0,0,0,1,17
18065,0,0,42635.83,0.90939,0,0,0,0,1,19
18067,0,0,100356.76,1.18979,0,0,0,0,1,19
18069,0,0,63213.755,1.667065,0,0,0,0,1,16
18071,0,0,82035.58499999999,1.953385,0,0,0,0,1.5,20
18073,0,0,66022.5,2.12373,0,0,0,0,1,9
18075,0,0,128308.93,5.987615,0,0,0,0,1,10
18077,0,0,106041.04,3.3111300000000004,0,0,0,0,1,12
18079,0,0,18924.14,0.672955,0,0,0,0,1,18
18081,0,0,109309.595,0.8109500000000001,0,0,0,0,1,20
18083,0,0,93346.08,2.39118,0,0,0,0,11,19
18085,0,0,266459.77,3.48569,0,0,0,0,1,17
18087,0,0,53359.565,1.475335,0,0,0,0,1,12
18089,0,0,143695.09,0.29661,0,0,0,0,1,17
18091,0,0,56382.78,0.511675,0,0,0,0,1,16
18093,0,0,115491.79500000001,2.516215,0,0,0,0,2,20
18095,0,0,168440.93,1.287755,0,0,0,0,1,20
18097,0,0,557891.6,0.618195,0.5,0,0,0,1,20
18099,0,0,116929.62,2.5384,0,0,0,0,1,12
18101,0,0,51844.899999999994,4.981625,0,0,0,0,2,16
18103,0,0,202741.13,5.59842,0,0,0,0,1,13
18105,0,0,65458.935,0.45374499999999995,0,0,0,0,1.5,18
18107,0,0,78569.69,2.055045,0,0,0,0,1,20
18109,0,0,123540.56,1.7864,0,0,0,0,2,19
18111,0,0,66245.655,4.695065,0,0,0,0,1,10
18113,0,0,79475.34,1.722945,0,0,0,0,1,14
18115,0,0,23137.97,3.880675,0,0,0,0,1,16
18117,0,0,58338.6,2.94416,0,0,0,0,1,11
18119,0,0,124460.26,5.567845,0,0,0,0,4.5,18
18121,0,0,45568.785,2.6543349999999997,0,0,0,0,5.5,18
18123,0,0,74236.01,3.94662,0,0,0,0,1,13
18125,0,0,112674.41,8.78211,0,0,0,0,13,19
18127,0,0,81756.66,0.501805,0,0,0,0,1,16
18129,10864.09,0.42411,122901.84,4.66332,0,0,0,0,14,19
18131,0,0,20652.91,1.5009649999999999,0,0,0,0,1,10
18133,0,0,46500,1.23336,0,0,0,0,1,19
18135,0,0,56797.30499999999,2.123195,0,0,0,0,1,18
18137,0,0,118701.875,4.233829999999999,0,0,0,0,1,20
18139,0,0,31609.01,1.87124,0,0,0,0,1,17
18141,0,0,203040.255,0.7629349999999999,0,0,0,0,1,16
18143,0,0,103713.505,4.41155,0,0,0,0,1,8
18145,0,0,54897.23,1.25825,0,0,0,0,1,19
18147,0,0,81033.59,3.91183,0,0,0,0,1,19
18149,0,0,29556.065000000002,1.26877,0,0,0,0,1,8
18151,0,0,42033.325,1.256405,0,0,0,0,1,12
18153,0,0,92592.45,4.35811,0,0,0,0,10,15
18155,0,0,37478.65,3.731325,0,0,0,0,1,18
18157,263.095,0.001415,348508.22,2.27367,0,0,0,0,1.5,20
18159,0,0,30621.16,1.89211,0,0,0,0,1,17
18161,0,0,30701.28,4.24939,0,0,0,0,1,19
18163,0,0,364610.03,2.1435,0,0,0,0,2,20
18165,0,0,77278.32,4.56027,0,0,0,0,1,19
18167,0,0,127510.815,1.2103700000000002,0,0,0,0,2,18
18169,0,0,266019.32,8.167625000000001,0,0,0,0,1,12
18171,1107.315,0.13105499999999998,53210.29,6.304555,0,0,0,0,5.5,16
18173,0,0,78640.86499999999,1.46756,0,0,0,0,1.5,20
18175,0,0,62414.15,2.26891,0,0,0,0,1,16
18177,0,0,86451.6,1.22703,0,0,0,0,1,20
18179,0,0,82898.685,2.9845949999999997,0,0,0,0,1,12
18181,0,0,65575.14,2.73321,0,0,0,0,1,13
18183,0,0,48826.22,1.4993,0,0,0,0,1,13
19001,212761.655,27.623655,476620.47500000003,60.054755,0,0,0,0,4,20
19003,162538.495,41.03738,583740.085,143.10565,0,0,0,0,3,20
19005,9025.065,0.6463099999999999,66066.33,4.65808,0,0,0,0,1,20
19007,249628.045,19.381205,425162.245,31.34858,0,0,0,0,4.5,20
19009,395348.34,60.88762,327229.86,53.97701,0,0,0,0,7.5,18
19011,0,0,110467.11499999999,4.325565,0,0,0,0,1,18
19013,316205,2.458125,1573398.6600000001,12.428705,0,0,0,0,7.5,20
19015,256828.68,9.816845,444770.175,16.930535,0,0,0,0,6.5,20
19017,144709.41,6.20213,417758.235,17.46463,0,0,0,0,5.5,20
19019,0,0,883619.48,42.25822,0,0,0,0,2,15
19021,0,0,58382.075,2.964985,0,0,0,0,1,16
19023,352195.94,23.407645000000002,758658.405,51.42149,0,0,0,0,6,20
19025,117340.36,11.857520000000001,456165.675,44.80058,0,0,0,0,5,20
19027,544077.17,26.04736,557266.87,25.89771,0,0,0,0,6,19
19029,236240.21000000002,17.39003,479400.96499999997,35.199405,0,0,0,0,3,20
19031,0,0,100000,5.39287,0,0,0,0,1,19
19033,266763.535,5.826145,517106.205,11.231505,0,0,0,0,5.5,20
19035,0,0,114666.97,9.201295,0,0,0,0,1,16
19037,26231.14,2.09013,107575.99,8.77169,0,0,0,0,1,19
19039,106816.805,11.719384999999999,299210.6,32.9018,0,0,0,0,4.5,20
19041,0,0,102950.47,6.19288,0,0,0,0,2,15
19043,23272.505,1.3126,487747.77,27.01663,0,0,0,0,2,20
19045,0,0,90000,1.91449,0,0,0,0,2,15
19047,241846.235,14.65559,408828.845,24.128825,0,0,0,0,2,20
19049,913017.835,15.751475,963991.675,19.25527,0,0,0,0,8.5,20
19051,133891.16999999998,15.635445,424185.975,49.595255,0,0,0,0,7.5,18
19053,283276.59,34.411545,348547.41000000003,42.45507,0,0,0,0,7,18
19055,0,0,244283.24,13.72609,0,0,0,0,1,15
19057,0,0,110086.57,2.65319,0,0,0,0,2,17
19059,0,0,29600.47,1.73702,0,0,0,0,1,15
19061,0,0,400513.03500000003,4.31365,0,0,0,0,2,16
19063,140149.005,13.4584,414088.93000000005,38.0425,0,0,0,0,12,20
19065,41503.6,2.03659,871570.52,42.51356,0,0,0,0,1,19
19067,11094.9,0.6832100000000001,91651.095,5.750225,0,0,0,0,2.5,20
19069,265278.25,24.71277,602954.505,56.55975,0,0,0,0,6,20
19071,0,0,38501.869999999995,5.32538,0,0,0,0,8,8
19073,147420.84000000003,15.43342,355301.145,37.123689999999996,0,0,0,0,7,20
19075,100736.87,8.18973,583749.99,47.421679999999995,0,0,0,0,3.5,20
19077,521250.58999999997,46.530255,604957.67,53.728965,0,0,0,0,5.5,20
19079,177916.16999999998,11.307974999999999,547297.925,34.119895,0,0,0,0,8,20
19081,118804.105,10.330265,295968.565,26.428105000000002,0,0,0,0,4.5,20
19083,329266.015,18.09779,554452.385,29.969895,0,0,0,0,6,20
19085,0,0,43455.22,2.76944,0,0,0,0,1,9
19087,0,0,146819.455,7.332775,0,0,0,0,1,16
19089,78706.66,8.261095000000001,213100.935,22.71135,0,0,0,0,1,18
19091,167827.25,16.678845000000003,364812,36.06609,0,0,0,0,8.5,20
19093,0,0,34778.72,4.39292,0,0,0,0,1,13
19095,0,0,130724.55,8.27318,0,0,0,0,1,17
19097,0,0,220883.92,10.965644999999999,0,0,0,0,1,18
19099,451645.67,12.12276,586660.88,16.03081,0,0,0,0,10,19
19101,0,0,66993.675,4.2800899999999995,0,0,0,0,1,12
19103,0,0,430537.63,3.07936,0,0,0,0,1,19
19105,0,0,308454.445,15.09396,0,0,0,0,1.5,18
19107,0,0,46468.545,4.19989,0,0,0,0,1,16
19109,556902.345,31.96521,678175.845,42.353275,0,0,0,0,10,20
19111,0,0,104728.65,2.90035,0,0,0,0,1,17
19113,0,0,267681.36,1.23877,1,0,0,0,1,19
19115,0,0,158617.10499999998,13.51326,0,0,0,0,1.5,16
19117,414673.07,43.10979,461455.1,47.97329,0,0,0,0,7,19
19119,0,0,106627.75,9.23481,0,0,0,0,1,16
19121,211905.025,13.635819999999999,658877.23,44.561365,0,0,0,0,4.5,20
19123,521389.82,23.69558,527268.125,23.709395,0,0,0,0,9.5,20
19125,516375.17000000004,16.23754,527798.825,16.167965,0,0,0,0,8,20
19127,555292.175,14.238914999999999,635798.2250000001,15.89545,0,0,0,0,9,20
19129,0,0,72065.33,4.78077,0,0,0,0,2,9
19131,14525.59,1.336935,261993.4,24.185830000000003,0,0,0,0,1.5,20
19133,0,0,48069.020000000004,5.304805,0,0,0,0,1,8
19135,274070.23,34.11804,301618.54,37.48677,0,0,0,0,5,19
19137,0,0,3431.68,0.3209,0,0,0,0,2,7
19139,0,0,241794.82,5.66055,0,0,0,0,1,18
19141,0,0,90888.4,6.10522,0,0,0,0,1,17
19143,0,0,50142.8,7.831145,0,0,0,0,1,14
19145,0,0,42252.91,2.50477,0,0,0,0,2,9
19147,165880.595,16.931915,250217.765,26.81824,0,0,0,0,4.5,20
19149,0,0,34879.72,1.44072,0,0,0,0,1,19
19151,99223.155,12.537945,471551.69,62.13865,0,0,0,0,5,20
19153,860593.8599999999,2.032885,2090709.44,4.68499,0,0,0,0,10,20
19155,0,0,53763.01,0.57572,0,0,0,0,1,13
19157,189022.37,10.089545000000001,330269.805,17.52424,0,0,0,0,5,20
19159,91071.29,17.6606,295005.65,58.734035,0,0,0,0,3,20
19161,139796.365,13.060130000000001,257260.63,24.49685,0,0,0,0,5,20
19163,0,0,478002.88,3.00021,0,0,0,0,1,19
19165,0,0,43456.36,3.60006,0,0,0,0,1,9
19167,0,0,214837.45,6.802945,0,0,0,0,1,16
19169,433757.95,5.12882,1302549.51,14.88471,0,0,0,0,8,20
19171,426557.12,23.79146,384348.42,21.68642,0,0,0,0,5,19
19173,127574.9,19.27313,402640.715,61.61822,0,0,0,0,3,20
19175,115899.7,9.26012,636693.59,52.38552,0,0,0,0,3,19
19177,0,0,92431.5,12.06048,0,0,0,0,1,17
19179,354287.57999999996,9.969380000000001,827623.1950000001,23.518145,0,0,0,0,8,20
19181,672364.81,14.72524,663852.375,15.917015000000001,0,0,0,0,7.5,20
19183,0,0,289095.87,13.13177,0,0,0,0,1,17
19185,317141.63,48.330265,442637.43,67.18801,0,0,0,0,5,20
19187,244180.755,6.30039,817111.3,21.510685,0,0,0,0,8,20
