"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"09000","Connecticut state total","1","CA4","10","...","Personal income (thousands of dollars)",14693141,15678607,16511886,17800682,19365980,21132528,22706406,24501978,27001855,30063404,33793836,38457972,43173687,46616812,49858707,55856174,59950829,64560716,70594722,77854455,84525768,86968737,87599501,94263265,97514376,100067779,105446951,110588370,117944101,126385356,132612653,144007328,149999467,150125332,153962826,164683761,173529316,187702491,200076558,204849956,197696873,205264566,215017218,225503447,223560773,233293455
"09000","Connecticut state total","1","CA4","11","...","  Nonfarm personal income 1/",14627581,15608351,16444060,17734140,19287371,21051348,22633636,24422556,26921824,29986850,33718514,38378199,43095465,46510786,49755778,55730000,59826511,64423781,70456528,77703188,84390143,86789280,87440639,94081907,97311670,99890285,105282058,110435965,117794724,126214364,132426463,143789624,149809235,149947040,153782973,164494484,173347282,187539297,199874959,204709106,197567059,205136103,214902008,225342774,223344135,233106888
"09000","Connecticut state total","1","CA4","12","...","  Farm income 2/",65560,70256,67826,66542,78609,81180,72770,79422,80031,76554,75322,79773,78222,106026,102929,126174,124318,136935,138194,151267,135625,179457,158862,181358,202706,177494,164893,152405,149377,170992,186190,217704,190232,178292,179853,189277,182034,163194,201599,140850,129814,128463,115210,160673,216638,186567
"09000","Connecticut state total","1","CA4","20","...","Population (persons) 3/",3000000,3038782,3061448,3069617,3069140,3075784,3084726,3085984,3088729,3094839,3099907,3113174,3128837,3139014,3162355,3180014,3201131,3223741,3247290,3271954,3283404,3291967,3302895,3300712,3309175,3316121,3324144,3336685,3349348,3365352,3386401,3411777,3432835,3458749,3484336,3496094,3506956,3517460,3527270,3545579,3561807,3579345,3590537,3594362,3599341,3596677
"09000","Connecticut state total","1","CA4","30","...","Per capita personal income (dollars) 4/",4898,5160,5393,5799,6310,6871,7361,7940,8742,9714,10902,12353,13799,14851,15766,17565,18728,20027,21740,23794,25743,26418,26522,28558,29468,30176,31722,33143,35214,37555,39160,42209,43696,43405,44187,47105,49481,53363,56723,57776,55505,57347,59884,62738,62112,64864
"09000","Connecticut state total","1","CA4","35","...","Earnings by place of work",11238369,11829721,12242562,13316252,14746709,15952002,16602626,18067523,20104348,22636053,25519246,28367317,31071300,33140145,35753114,40247736,43826059,47612607,52909556,58492086,61694602,63555603,64416142,67839832,70540173,72852479,76136184,79631108,86307225,92084843,98155022,106683245,112206534,112769090,115208464,122179602,127027399,133235283,139141972,140232358,136319099,139197136,144159058,148023319,150685711,156510877
"09000","Connecticut state total","1","CA4","36","...","Less: Contributions for government social insurance 5/",752832,784499,840730,969494,1235632,1396630,1423639,1578169,1778534,2061209,2420825,2679769,3155253,3430840,3736779,4305825,4742250,5165316,5653387,6356152,6675990,6798005,7010822,7251014,7515451,7872709,8268741,8622140,9145799,9592192,10053325,10679856,11047428,11520436,11764545,12358328,12782299,13236811,13838601,14289494,13927476,13996990,12968690,13305968,15571397,16140537
"09000","Connecticut state total","1","CA4","37","...","  Employee and self-employed contributions for government social insurance",362126,380392,408502,461270,587295,668653,687747,739195,817327,934088,1111333,1260740,1502784,1647400,1773999,1995838,2273303,2494995,2771042,3129011,3342379,3413908,3553564,3664566,3786179,3979182,4208496,4381383,4675829,4919953,5207874,5518504,5741677,5874435,5997082,6308812,6601577,6963407,7296183,7534646,7305130,7356564,6013172,6122861,8253378,8651079
"09000","Connecticut state total","1","CA4","38","...","  Employer contributions for government social insurance",390706,404107,432228,508224,648337,727977,735892,838974,961207,1127121,1309492,1419029,1652469,1783440,1962780,2309987,2468947,2670321,2882345,3227141,3333611,3384097,3457258,3586448,3729272,3893527,4060245,4240757,4469970,4672239,4845451,5161352,5305751,5646001,5767463,6049516,6180722,6273404,6542418,6754848,6622346,6640426,6955518,7183107,7318019,7489458
"09000","Connecticut state total","1","CA4","42","...","Plus: Adjustment for residence 6/",729318,723219,754978,799863,810888,845489,936900,1007264,1113702,1274090,1453512,1704762,1901738,2044758,2182620,2344318,2582886,2678947,2828827,3078196,3094760,2750247,2712724,3945645,3353054,3110531,3837172,4548987,4085745,5496339,5378000,5542940,4788855,4916428,5430403,6115804,6751949,7719988,8898326,9737699,9198888,11261423,11709612,13520182,12299593,14188559
