,EPAREGION,"State,County",State,County,County_with_county_appended,Risk,Governance,Built Environment,Natural Environment,Society,CRSI
242,3,"Pennsylvania,Westmoreland",Pennsylvania,Westmoreland,Westmoreland County,0.546,0.712,0.506,0.303,0.588,1.761
243,3,"Pennsylvania,Wyoming",Pennsylvania,Wyoming,Wyoming County,0.206,0.874,0.426,0.391,0.501,4.641
244,3,"Pennsylvania,York",Pennsylvania,York,York County,0.507,0.749,0.666,0.34,0.502,2.655
245,3,"Virginia,Accomack",Virginia,Accomack,Accomack County,0.162,0.687,0.504,0.65,0.534,10.342
246,3,"Virginia,Albemarle",Virginia,Albemarle,Albemarle County,0.263,0.721,0.563,0.398,0.54,4.788
247,3,"Virginia,Alexandria",Virginia,Alexandria,Alexandria County,0.607,0.742,0.255,0.117,0.495,-0.522
248,3,"Virginia,Alleghany",Virginia,Alleghany,Alleghany County,0.198,0.618,0.349,0.451,0.657,4.785
249,3,"Virginia,Amelia",Virginia,Amelia,Amelia County,0.111,0.72,0.331,0.445,0.651,8.8
250,3,"Virginia,Amherst",Virginia,Amherst,Amherst County,0.256,0.664,0.447,0.418,0.602,4.163
251,3,"Virginia,Appomattox",Virginia,Appomattox,Appomattox County,0.132,0.688,0.343,0.433,0.628,6.823
252,3,"Virginia,Arlington",Virginia,Arlington,Arlington County,0.538,0.738,0.257,0.118,0.491,-0.6
253,3,"Virginia,Augusta",Virginia,Augusta,Augusta County,0.208,0.584,0.558,0.498,0.574,6.847
254,3,"Virginia,Bath",Virginia,Bath,Bath County,0.181,0.573,0.357,0.55,0.726,7.178
255,3,"Virginia,Bedford",Virginia,Bedford,Bedford County,0.234,0.309,0.541,0.384,0.601,3.741
256,3,"Virginia,Bland",Virginia,Bland,Bland County,0.082,0.404,0.291,0.48,0.485,3.793
257,3,"Virginia,Botetourt",Virginia,Botetourt,Botetourt County,0.224,0.315,0.48,0.361,0.756,4.322
258,3,"Virginia,Bristol",Virginia,Bristol,Bristol County,0.546,0.276,0.119,0.159,0.546,-1.727
259,3,"Virginia,Brunswick",Virginia,Brunswick,Brunswick County,0.115,0.64,0.361,0.427,0.532,6.082
260,3,"Virginia,Buchanan",Virginia,Buchanan,Buchanan County,0.15,0.532,0.402,0.265,0.394,0.18
261,3,"Virginia,Buckingham",Virginia,Buckingham,Buckingham County,0.17,0.708,0.36,0.391,0.502,3.616
262,3,"Virginia,Buena Vista",Virginia,Buena Vista,Buena Vista County,0.395,0.617,0.095,0.25,0.424,-1.733
263,3,"Virginia,Campbell",Virginia,Campbell,Campbell County,0.203,0.58,0.451,0.34,0.652,4.431
264,3,"Virginia,Caroline",Virginia,Caroline,Caroline County,0.131,0.765,0.474,0.487,0.503,9.244
265,3,"Virginia,Carroll",Virginia,Carroll,Carroll County,0.14,0.456,0.396,0.312,0.504,1.941
266,3,"Virginia,Charles City",Virginia,Charles City,Charles City County,0.101,0.839,0.329,0.52,0.524,10.148
267,3,"Virginia,Charlotte",Virginia,Charlotte,Charlotte County,0.079,0.585,0.341,0.362,0.593,6.928
268,3,"Virginia,Charlottesville",Virginia,Charlottesville,Charlottesville County,0.515,0.699,0.164,0.026,0.539,-1.437
269,3,"Virginia,Chesapeake",Virginia,Chesapeake,Chesapeake County,0.714,0.688,0.398,0.481,0.544,1.398
270,3,"Virginia,Chesterfield",Virginia,Chesterfield,Chesterfield County,0.626,0.728,0.51,0.407,0.581,1.964
271,3,"Virginia,Clarke",Virginia,Clarke,Clarke County,0.106,0.778,0.32,0.389,0.646,8.111
272,3,"Virginia,Colonial Heights",Virginia,Colonial Heights,Colonial Heights County,0.655,0.703,0.158,0.169,0.593,-0.455
273,3,"Virginia,Covington",Virginia,Covington,Covington County,0.309,0.597,0.01,0.207,0.59,-2.296
274,3,"Virginia,Craig",Virginia,Craig,Craig County,0.159,0.542,0.258,0.502,0.555,3.492
275,3,"Virginia,Culpeper",Virginia,Culpeper,Culpeper County,0.282,0.777,0.372,0.393,0.656,3.624
276,3,"Virginia,Cumberland",Virginia,Cumberland,Cumberland County,0.096,0.721,0.323,0.471,0.538,8.277
277,3,"Virginia,Danville",Virginia,Danville,Danville County,0.458,0.555,0.04,0.192,0.416,-2.3
278,3,"Virginia,Dickenson",Virginia,Dickenson,Dickenson County,0.129,0.531,0.369,0.437,0.434,3.432
279,3,"Virginia,Dinwiddie",Virginia,Dinwiddie,Dinwiddie County,0.149,0.664,0.392,0.479,0.531,6.25
280,3,"Virginia,Emporia",Virginia,Emporia,Emporia County,0.528,0.623,0.146,0.265,0.463,-0.81
281,3,"Virginia,Essex",Virginia,Essex,Essex County,0.216,0.729,0.343,0.508,0.684,5.729
282,3,"Virginia,Fairfax",Virginia,Fairfax,Fairfax County,0.485,0.779,0.175,0.148,0.842,0.541
283,3,"Virginia,Fairfax",Virginia,Fairfax,Fairfax County,0.569,0.755,0.474,0.308,0.557,1.529
284,3,"Virginia,Falls Church",Virginia,Falls Church,Falls Church County,0.32,0.973,0.152,0.225,0.766,1.369
285,3,"Virginia,Fauquier",Virginia,Fauquier,Fauquier County,0.243,0.78,0.546,0.436,0.678,6.738
286,3,"Virginia,Floyd",Virginia,Floyd,Floyd County,0.128,0.447,0.336,0.285,0.552,0.985
287,3,"Virginia,Fluvanna",Virginia,Fluvanna,Fluvanna County,0.158,0.749,0.397,0.359,0.511,4.382
288,3,"Virginia,Franklin",Virginia,Franklin,Franklin County,0.331,0.709,0.146,0.33,0.399,-0.928
289,3,"Virginia,Franklin",Virginia,Franklin,Franklin County,0.194,0.491,0.422,0.325,0.514,2.182
290,3,"Virginia,Frederick",Virginia,Frederick,Frederick County,0.487,0.727,0.451,0.308,0.522,1.46
291,3,"Virginia,Fredericksburg",Virginia,Fredericksburg,Fredericksburg County,0.476,0.764,0.144,0.176,0.578,-0.603
292,3,"Virginia,Galax",Virginia,Galax,Galax County,0.272,0.518,0.114,0.193,0.391,-3.439
293,3,"Virginia,Giles",Virginia,Giles,Giles County,0.113,0.455,0.342,0.485,0.576,6.128
294,3,"Virginia,Gloucester",Virginia,Gloucester,Gloucester County,0.273,0.754,0.347,0.582,0.678,5.282
295,3,"Virginia,Goochland",Virginia,Goochland,Goochland County,0.215,0.757,0.422,0.35,0.525,3.597
296,3,"Virginia,Grayson",Virginia,Grayson,Grayson County,0.124,0.31,0.363,0.365,0.463,0.688
297,3,"Virginia,Greene",Virginia,Greene,Greene County,0.155,0.764,0.34,0.378,0.536,4.227
298,3,"Virginia,Greensville",Virginia,Greensville,Greensville County,0.122,0.603,0.333,0.436,0.251,0.445
299,3,"Virginia,Halifax",Virginia,Halifax,Halifax County,0.154,0.586,0.402,0.361,0.504,3.468
300,3,"Virginia,Hampton",Virginia,Hampton,Hampton County,0.576,0.722,0.285,0.57,0.483,1.446
301,3,"Virginia,Hanover",Virginia,Hanover,Hanover County,0.399,0.743,0.474,0.376,0.677,3.164
302,3,"Virginia,Harrisonburg",Virginia,Harrisonburg,Harrisonburg County,0.391,0.878,0.266,0.142,0.448,-0.476
303,3,"Virginia,Henrico",Virginia,Henrico,Henrico County,0.656,0.727,0.374,0.319,0.588,1.009
304,3,"Virginia,Henry",Virginia,Henry,Henry County,0.37,0.485,0.369,0.325,0.452,0.421
305,3,"Virginia,Highland",Virginia,Highland,Highland County,0.113,0.623,0.266,0.507,0.695,8.343
306,3,"Virginia,Hopewell",Virginia,Hopewell,Hopewell County,0.561,0.686,0.136,0.24,0.462,-0.813
307,3,"Virginia,Isle of Wight",Virginia,Isle of Wight,Isle of Wight County,0.348,0.71,0.39,0.487,0.585,3.149
308,3,"Virginia,James City",Virginia,James City,James City County,0.519,0.706,0.327,0.546,0.539,1.888
309,3,"Virginia,King and Queen",Virginia,King and Queen,King and Queen County,0.107,0.738,0.306,0.551,0.569,9.638
310,3,"Virginia,King George",Virginia,King George,King George County,0.252,0.774,0.418,0.478,0.464,3.861
311,3,"Virginia,King William",Virginia,King William,King William County,0.105,0.764,0.397,0.541,0.648,13.526
312,3,"Virginia,Lancaster",Virginia,Lancaster,Lancaster County,0.301,0.719,0.322,0.597,0.711,4.793
313,3,"Virginia,Lee",Virginia,Lee,Lee County,0.141,0.339,0.37,0.338,0.418,-0.164
314,3,"Virginia,Lexington",Virginia,Lexington,Lexington County,0.24,0.621,0.067,0.078,0.681,-2.798
315,3,"Virginia,Loudoun",Virginia,Loudoun,Loudoun County,0.704,0.791,0.517,0.365,0.618,1.821
316,3,"Virginia,Louisa",Virginia,Louisa,Louisa County,0.156,0.752,0.476,0.366,0.501,5.777
317,3,"Virginia,Lunenburg",Virginia,Lunenburg,Lunenburg County,0.113,0.663,0.282,0.42,0.533,4.363
318,3,"Virginia,Lynchburg",Virginia,Lynchburg,Lynchburg County,0.507,0.693,0.227,0.134,0.436,-1.017
319,3,"Virginia,Madison",Virginia,Madison,Madison County,0.136,0.571,0.35,0.451,0.657,6.658
320,3,"Virginia,Manassas",Virginia,Manassas,Manassas County,0.435,0.749,0.236,0.115,0.712,0.139
321,3,"Virginia,Manassas Park",Virginia,Manassas Park,Manassas Park County,0.395,0.777,0.147,0.108,0.584,-1.061
322,3,"Virginia,Martinsville",Virginia,Martinsville,Martinsville County,0.46,0.505,0.055,0.16,0.519,-2.032
323,3,"Virginia,Mathews",Virginia,Mathews,Mathews County,0.232,0.698,0.264,0.735,0.702,6.852
324,3,"Virginia,Mecklenburg",Virginia,Mecklenburg,Mecklenburg County,0.116,0.608,0.41,0.411,0.597,7.637
325,3,"Virginia,Middlesex",Virginia,Middlesex,Middlesex County,0.253,0.727,0.317,0.631,0.632,5.394
326,3,"Virginia,Montgomery",Virginia,Montgomery,Montgomery County,0.288,0.472,0.443,0.39,0.487,1.966
327,3,"Virginia,Nelson",Virginia,Nelson,Nelson County,0.15,0.492,0.417,0.375,0.485,3.184
328,3,"Virginia,New Kent",Virginia,New Kent,New Kent County,0.164,0.751,0.422,0.499,0.622,8.082
329,3,"Virginia,Newport News",Virginia,Newport News,Newport News County,0.558,0.708,0.311,0.556,0.461,1.445
330,3,"Virginia,Norfolk",Virginia,Norfolk,Norfolk County,0.523,0.725,0.294,0.386,0.433,0.587
331,3,"Virginia,Northampton",Virginia,Northampton,Northampton County,0.209,0.693,0.335,0.673,0.561,6.402
332,3,"Virginia,Northumberland",Virginia,Northumberland,Northumberland County,0.214,0.711,0.355,0.557,0.612,5.744
333,3,"Virginia,Norton",Virginia,Norton,Norton County,0.551,0.334,0.026,0.24,0.526,-1.771
334,3,"Virginia,Nottoway",Virginia,Nottoway,Nottoway County,0.128,0.669,0.298,0.431,0.53,4.409
335,3,"Virginia,Orange",Virginia,Orange,Orange County,0.158,0.773,0.393,0.392,0.502,4.864
336,3,"Virginia,Page",Virginia,Page,Page County,0.125,0.619,0.399,0.505,0.589,8.646
337,3,"Virginia,Patrick",Virginia,Patrick,Patrick County,0.156,0.448,0.369,0.309,0.522,1.382
338,3,"Virginia,Petersburg",Virginia,Petersburg,Petersburg County,0.517,0.668,0.177,0.296,0.417,-0.603
339,3,"Virginia,Pittsylvania",Virginia,Pittsylvania,Pittsylvania County,0.198,0.569,0.54,0.421,0.53,5.472
340,3,"Virginia,Poquoson",Virginia,Poquoson,Poquoson County,0.253,0.742,0.165,0.596,0.527,2.687
341,3,"Virginia,Portsmouth",Virginia,Portsmouth,Portsmouth County,0.668,0.719,0.238,0.271,0.487,-0.036
342,3,"Virginia,Powhatan",Virginia,Powhatan,Powhatan County,0.14,0.761,0.39,0.461,0.65,8.661
343,3,"Virginia,Prince Edward",Virginia,Prince Edward,Prince Edward County,0.109,0.642,0.363,0.391,0.562,6.191
344,3,"Virginia,Prince George",Virginia,Prince George,Prince George County,0.319,0.7,0.445,0.554,0.482,3.739
345,3,"Virginia,Prince William",Virginia,Prince William,Prince William County,0.6,0.789,0.472,0.345,0.597,1.781
346,3,"Virginia,Pulaski",Virginia,Pulaski,Pulaski County,0.189,0.451,0.369,0.401,0.518,2.308
347,3,"Virginia,Radford",Virginia,Radford,Radford County,0.331,0.516,0.133,0.266,0.334,-2.477
348,3,"Virginia,Rappahannock",Virginia,Rappahannock,Rappahannock County,0.132,0.656,0.346,0.439,0.561,5.738
349,3,"Virginia,Richmond",Virginia,Richmond,Richmond County,0.551,0.72,0.245,0.105,0.463,-0.836
350,3,"Virginia,Richmond",Virginia,Richmond,Richmond County,0.238,0.687,0.341,0.489,0.55,3.686
351,3,"Virginia,Roanoke",Virginia,Roanoke,Roanoke County,0.46,0.508,0.21,0.104,0.536,-1.358
352,3,"Virginia,Roanoke",Virginia,Roanoke,Roanoke County,0.468,0.508,0.376,0.308,0.6,0.955
353,3,"Virginia,Rockbridge",Virginia,Rockbridge,Rockbridge County,0.158,0.415,0.446,0.444,0.572,5.193
354,3,"Virginia,Rockingham",Virginia,Rockingham,Rockingham County,0.216,0.687,0.616,0.454,0.555,7.109
355,3,"Virginia,Russell",Virginia,Russell,Russell County,0.124,0.271,0.398,0.368,0.438,0.78
356,3,"Virginia,Salem",Virginia,Salem,Salem County,0.451,0.483,0.146,0.116,0.598,-1.485
357,3,"Virginia,Scott",Virginia,Scott,Scott County,0.139,0.332,0.381,0.346,0.4,-0.134
358,3,"Virginia,Shenandoah",Virginia,Shenandoah,Shenandoah County,0.196,0.714,0.456,0.394,0.599,5.493
359,3,"Virginia,Smyth",Virginia,Smyth,Smyth County,0.159,0.293,0.387,0.461,0.544,3.303
360,3,"Virginia,Southampton",Virginia,Southampton,Southampton County,0.11,0.679,0.432,0.474,0.568,10.123
361,3,"Virginia,Spotsylvania",Virginia,Spotsylvania,Spotsylvania County,0.517,0.769,0.382,0.377,0.539,1.493
362,3,"Virginia,Stafford",Virginia,Stafford,Stafford County,0.554,0.795,0.393,0.439,0.564,1.857
363,3,"Virginia,Staunton",Virginia,Staunton,Staunton County,0.356,0.839,0.156,0.26,0.569,0.03
364,3,"Virginia,Suffolk",Virginia,Suffolk,Suffolk County,0.557,0.725,0.494,0.454,0.489,2.013
365,3,"Virginia,Surry",Virginia,Surry,Surry County,0.242,0.726,0.305,0.504,0.494,3.091
366,3,"Virginia,Sussex",Virginia,Sussex,Sussex County,0.11,0.648,0.355,0.476,0.496,6.708
367,3,"Virginia,Tazewell",Virginia,Tazewell,Tazewell County,0.164,0.388,0.409,0.324,0.457,1.061
368,3,"Virginia,Virginia Beach",Virginia,Virginia Beach,Virginia Beach County,0.468,0.687,0.377,0.52,0.509,2.07
369,3,"Virginia,Warren",Virginia,Warren,Warren County,0.363,0.771,0.333,0.354,0.577,1.818
370,3,"Virginia,Washington",Virginia,Washington,Washington County,0.277,0.29,0.443,0.422,0.475,1.589
371,3,"Virginia,Waynesboro",Virginia,Waynesboro,Waynesboro County,0.456,0.722,0.133,0.175,0.514,-1.059
372,3,"Virginia,Westmoreland",Virginia,Westmoreland,Westmoreland County,0.251,0.714,0.297,0.463,0.651,3.676
373,3,"Virginia,Williamsburg",Virginia,Williamsburg,Williamsburg County,0.387,0.84,0.218,0.365,0.491,0.733
374,3,"Virginia,Winchester",Virginia,Winchester,Winchester County,0.383,0.839,0.148,0.076,0.555,-1.281
375,3,"Virginia,Wise",Virginia,Wise,Wise County,0.161,0.426,0.419,0.351,0.415,1.377
376,3,"Virginia,Wythe",Virginia,Wythe,Wythe County,0.153,0.404,0.375,0.431,0.58,3.959
377,3,"Virginia,York",Virginia,York,York County,0.59,0.727,0.326,0.679,0.595,2.428
378,3,"West Virginia,Barbour",West Virginia,Barbour,Barbour County,0.09,0.708,0.327,0.293,0.445,1.92
379,3,"West Virginia,Berkeley",West Virginia,Berkeley,Berkeley County,0.482,0.685,0.349,0.353,0.431,0.683
380,3,"West Virginia,Boone",West Virginia,Boone,Boone County,0.127,0.689,0.276,0.276,0.436,-0.306
381,3,"West Virginia,Braxton",West Virginia,Braxton,Braxton County,0.075,0.691,0.337,0.435,0.442,7.018
382,3,"West Virginia,Brooke",West Virginia,Brooke,Brooke County,0.373,0.727,0.251,0.235,0.38,-0.757
383,3,"West Virginia,Cabell",West Virginia,Cabell,Cabell County,0.243,0.699,0.295,0.323,0.449,0.666
384,3,"West Virginia,Calhoun",West Virginia,Calhoun,Calhoun County,0.135,0.676,0.267,0.305,0.37,-0.997
385,3,"West Virginia,Clay",West Virginia,Clay,Clay County,0.119,0.643,0.292,0.345,0.301,-1.175
386,3,"West Virginia,Doddridge",West Virginia,Doddridge,Doddridge County,0.091,0.718,0.206,0.302,0.438,-1.444
387,3,"West Virginia,Fayette",West Virginia,Fayette,Fayette County,0.112,0.624,0.461,0.38,0.551,7.788
388,3,"West Virginia,Gilmer",West Virginia,Gilmer,Gilmer County,0.077,0.707,0.222,0.337,0.364,-2.02
389,3,"West Virginia,Grant",West Virginia,Grant,Grant County,0.126,0.666,0.326,0.403,0.539,4.617
390,3,"West Virginia,Greenbrier",West Virginia,Greenbrier,Greenbrier County,0.102,0.297,0.394,0.402,0.554,4.141
391,3,"West Virginia,Hampshire",West Virginia,Hampshire,Hampshire County,0.105,0.607,0.417,0.364,0.373,3.285
392,3,"West Virginia,Hancock",West Virginia,Hancock,Hancock County,0.354,0.7,0.168,0.259,0.359,-1.444
393,3,"West Virginia,Hardy",West Virginia,Hardy,Hardy County,0.153,0.591,0.384,0.384,0.42,2.512
394,3,"West Virginia,Harrison",West Virginia,Harrison,Harrison County,0.206,0.735,0.417,0.251,0.544,2.587
395,3,"West Virginia,Jackson",West Virginia,Jackson,Jackson County,0.15,0.71,0.365,0.272,0.439,1.434
396,3,"West Virginia,Jefferson",West Virginia,Jefferson,Jefferson County,0.332,0.732,0.401,0.339,0.449,1.55
397,3,"West Virginia,Kanawha",West Virginia,Kanawha,Kanawha County,0.224,0.71,0.475,0.26,0.519,2.846
398,3,"West Virginia,Lewis",West Virginia,Lewis,Lewis County,0.111,0.711,0.282,0.354,0.443,1.852
399,3,"West Virginia,Lincoln",West Virginia,Lincoln,Lincoln County,0.145,0.65,0.316,0.256,0.322,-1.7
400,3,"West Virginia,Logan",West Virginia,Logan,Logan County,0.12,0.679,0.373,0.236,0.363,-0.286
401,3,"West Virginia,Marion",West Virginia,Marion,Marion County,0.222,0.723,0.351,0.28,0.506,1.533
402,3,"West Virginia,Marshall",West Virginia,Marshall,Marshall County,0.206,0.723,0.358,0.261,0.412,0.629
403,3,"West Virginia,Mason",West Virginia,Mason,Mason County,0.181,0.705,0.36,0.316,0.368,0.913
404,3,"West Virginia,McDowell",West Virginia,McDowell,McDowell County,0.224,0.618,0.33,0.286,0.335,-0.63
405,3,"West Virginia,Mercer",West Virginia,Mercer,Mercer County,0.144,0.51,0.345,0.282,0.458,0.153
406,3,"West Virginia,Mineral",West Virginia,Mineral,Mineral County,0.153,0.681,0.35,0.369,0.377,1.715
407,3,"West Virginia,Mingo",West Virginia,Mingo,Mingo County,0.143,0.673,0.371,0.276,0.296,-0.547
408,3,"West Virginia,Monongalia",West Virginia,Monongalia,Monongalia County,0.399,0.725,0.385,0.289,0.404,0.646
409,3,"West Virginia,Monroe",West Virginia,Monroe,Monroe County,0.086,0.504,0.317,0.347,0.557,3.462
410,3,"West Virginia,Morgan",West Virginia,Morgan,Morgan County,0.105,0.691,0.27,0.34,0.362,-0.412
411,3,"West Virginia,Nicholas",West Virginia,Nicholas,Nicholas County,0.112,0.563,0.357,0.391,0.407,2.448
412,3,"West Virginia,Ohio",West Virginia,Ohio,Ohio County,0.394,0.732,0.199,0.172,0.569,-0.501
413,3,"West Virginia,Pendleton",West Virginia,Pendleton,Pendleton County,0.177,0.591,0.332,0.472,0.463,3.08
414,3,"West Virginia,Pleasants",West Virginia,Pleasants,Pleasants County,0.154,0.769,0.273,0.267,0.359,-0.908
415,3,"West Virginia,Pocahontas",West Virginia,Pocahontas,Pocahontas County,0.108,0.574,0.309,0.554,0.588,8.469
416,3,"West Virginia,Preston",West Virginia,Preston,Preston County,0.129,0.718,0.46,0.321,0.529,5.995
417,3,"West Virginia,Putnam",West Virginia,Putnam,Putnam County,0.274,0.718,0.413,0.313,0.573,2.6
418,3,"West Virginia,Raleigh",West Virginia,Raleigh,Raleigh County,0.174,0.615,0.408,0.334,0.53,3.242
419,3,"West Virginia,Randolph",West Virginia,Randolph,Randolph County,0.103,0.593,0.387,0.433,0.519,6.881
420,3,"West Virginia,Ritchie",West Virginia,Ritchie,Ritchie County,0.097,0.737,0.246,0.293,0.381,-1.43
421,3,"West Virginia,Roane",West Virginia,Roane,Roane County,0.107,0.698,0.289,0.351,0.39,0.897
422,3,"West Virginia,Summers",West Virginia,Summers,Summers County,0.077,0.522,0.23,0.422,0.482,1.549
423,3,"West Virginia,Taylor",West Virginia,Taylor,Taylor County,0.107,0.709,0.198,0.317,0.53,0.51
424,3,"West Virginia,Tucker",West Virginia,Tucker,Tucker County,0.066,0.711,0.32,0.476,0.486,10.51
425,3,"West Virginia,Tyler",West Virginia,Tyler,Tyler County,0.106,0.761,0.223,0.309,0.421,-0.537
426,3,"West Virginia,Upshur",West Virginia,Upshur,Upshur County,0.106,0.696,0.355,0.313,0.546,4.595
427,3,"West Virginia,Wayne",West Virginia,Wayne,Wayne County,0.169,0.683,0.395,0.35,0.365,1.849
428,3,"West Virginia,Webster",West Virginia,Webster,Webster County,0.137,0.565,0.249,0.418,0.222,-2.231
429,3,"West Virginia,Wetzel",West Virginia,Wetzel,Wetzel County,0.147,0.718,0.267,0.291,0.397,-0.514
430,3,"West Virginia,Wirt",West Virginia,Wirt,Wirt County,0.116,0.7,0.24,0.274,0.296,-3.493
431,3,"West Virginia,Wood",West Virginia,Wood,Wood County,0.256,0.733,0.34,0.251,0.477,0.76
432,3,"West Virginia,Wyoming",West Virginia,Wyoming,Wyoming County,0.217,0.638,0.317,0.309,0.369,-0.151
433,4,"Alabama,Autauga",Alabama,Autauga,Autauga County,0.238,0.425,0.423,0.412,0.477,2.118
434,4,"Alabama,Baldwin",Alabama,Baldwin,Baldwin County,0.418,0.376,0.772,0.49,0.446,3.624
435,4,"Alabama,Barbour",Alabama,Barbour,Barbour County,0.093,0.461,0.372,0.449,0.337,2.351
436,4,"Alabama,Bibb",Alabama,Bibb,Bibb County,0.246,0.33,0.355,0.433,0.403,0.533
437,4,"Alabama,Blount",Alabama,Blount,Blount County,0.244,0.266,0.412,0.345,0.456,0.441
438,4,"Alabama,Bullock",Alabama,Bullock,Bullock County,0.085,0.366,0.266,0.403,0.332,-3.296
439,4,"Alabama,Butler",Alabama,Butler,Butler County,0.276,0.422,0.356,0.419,0.405,0.708
440,4,"Alabama,Calhoun",Alabama,Calhoun,Calhoun County,0.669,0.315,0.456,0.396,0.399,0.43
441,4,"Alabama,Chambers",Alabama,Chambers,Chambers County,0.14,0.422,0.308,0.369,0.303,-1.814
442,4,"Alabama,Cherokee",Alabama,Cherokee,Cherokee County,0.293,0.398,0.351,0.351,0.379,-0.205
443,4,"Alabama,Chilton",Alabama,Chilton,Chilton County,0.158,0.308,0.421,0.401,0.485,2.337
444,4,"Alabama,Choctaw",Alabama,Choctaw,Choctaw County,0.274,0.458,0.262,0.421,0.243,-1.21
445,4,"Alabama,Clarke",Alabama,Clarke,Clarke County,0.318,0.31,0.4,0.364,0.359,-0.074
446,4,"Alabama,Clay",Alabama,Clay,Clay County,0.129,0.305,0.349,0.43,0.372,0.169
447,4,"Alabama,Cleburne",Alabama,Cleburne,Cleburne County,0.131,0.346,0.308,0.44,0.309,-1.084
448,4,"Alabama,Coffee",Alabama,Coffee,Coffee County,0.259,0.498,0.406,0.445,0.476,2.346
449,4,"Alabama,Colbert",Alabama,Colbert,Colbert County,0.262,0.242,0.432,0.462,0.535,2.214
450,4,"Alabama,Conecuh",Alabama,Conecuh,Conecuh County,0.275,0.33,0.318,0.44,0.172,-1.47
451,4,"Alabama,Coosa",Alabama,Coosa,Coosa County,0.114,0.27,0.344,0.409,0.263,-2.562
452,4,"Alabama,Covington",Alabama,Covington,Covington County,0.298,0.404,0.404,0.454,0.51,2.005
453,4,"Alabama,Crenshaw",Alabama,Crenshaw,Crenshaw County,0.205,0.505,0.349,0.371,0.38,0.464
454,4,"Alabama,Cullman",Alabama,Cullman,Cullman County,0.295,0.285,0.454,0.294,0.467,0.463
455,4,"Alabama,Dale",Alabama,Dale,Dale County,0.187,0.491,0.416,0.426,0.385,2.16
456,4,"Alabama,Dallas",Alabama,Dallas,Dallas County,0.138,0.38,0.326,0.404,0.282,-1.503
