"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"38000","North Dakota state total","4","CA5N","511","321","          Wood product manufacturing",55114,60034,64705,69658,74054,74675,76079,73953,64210,65692,68962,71731,84495,89068
"38000","North Dakota state total","4","CA5N","512","327","          Nonmetallic mineral product manufacturing",44335,48074,50004,57292,58545,62131,62805,63213,61595,65443,80170,105056,111924,122068
"38000","North Dakota state total","4","CA5N","513","331","          Primary metal manufacturing","(D)","(D)","(D)","(D)",4035,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"38000","North Dakota state total","4","CA5N","514","332","          Fabricated metal product manufacturing",57833,59494,59188,66107,71379,77802,84852,96780,94003,92035,107308,110558,121634,133948
"38000","North Dakota state total","4","CA5N","515","333","          Machinery manufacturing",245398,245937,268312,309639,344328,362559,385388,420334,360164,326323,354291,381634,404988,414409
"38000","North Dakota state total","4","CA5N","516","334","          Computer and electronic product manufacturing",81338,92269,95005,105092,106048,113276,115429,111884,92906,94772,104366,111677,116736,120123
"38000","North Dakota state total","4","CA5N","517","335","          Electrical equipment, appliance, and component manufacturing",1895,2240,862,940,3331,3317,3733,4594,2977,3738,5006,5479,5183,6159
"38000","North Dakota state total","4","CA5N","518","3361-3363","          Motor vehicles, bodies and trailers, and parts manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"38000","North Dakota state total","4","CA5N","519","3364-3369","          Other transportation equipment manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",51327,"(D)"
"38000","North Dakota state total","4","CA5N","521","337","          Furniture and related product manufacturing",34146,35028,34901,37755,37138,40583,43498,46258,40176,39911,38991,37559,41600,42906
"38000","North Dakota state total","4","CA5N","522","339","          Miscellaneous manufacturing",24483,24446,25835,26429,25391,26950,28195,30382,30518,31336,32325,38784,40593,42161
"38000","North Dakota state total","4","CA5N","530","311-316,322-326","        Nondurable goods manufacturing",316551,323526,335782,359519,362650,379203,396352,407896,414944,429792,445396,478716,497584,536970
"38000","North Dakota state total","4","CA5N","531","311","          Food manufacturing",190676,199476,199269,216550,214135,217521,229258,232149,242256,250521,263795,273729,280665,302482
"38000","North Dakota state total","4","CA5N","532","312","          Beverage and tobacco product manufacturing",16684,15195,17106,18311,19529,15182,16039,16407,16257,16435,9543,9514,9860,11354
"38000","North Dakota state total","4","CA5N","533","313","          Textile mills",0,0,0,0,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"38000","North Dakota state total","4","CA5N","534","314","          Textile product mills",3533,3930,4846,5245,5836,6333,7016,7666,7832,8595,9513,10123,11077,12341
"38000","North Dakota state total","4","CA5N","535","315","          Apparel manufacturing",2824,3030,3460,3782,3063,2744,1928,1588,1313,1107,859,798,788,825
"38000","North Dakota state total","4","CA5N","536","316","          Leather and allied product manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"38000","North Dakota state total","4","CA5N","537","322","          Paper manufacturing","(D)","(D)","(D)","(D)","(D)","(D)",6806,"(D)","(D)","(D)","(D)",7122,8167,8471
"38000","North Dakota state total","4","CA5N","538","323","          Printing and related support activities",29741,30207,30251,31350,32188,33496,33692,34391,31486,34617,36746,37788,37303,38524
"38000","North Dakota state total","4","CA5N","539","324","          Petroleum and coal products manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"38000","North Dakota state total","4","CA5N","541","325","          Chemical manufacturing",9037,10564,11698,11751,11387,13796,18924,23153,25011,24664,25497,25465,26167,28546
"38000","North Dakota state total","4","CA5N","542","326","          Plastics and rubber products manufacturing",29746,32648,37532,39567,40893,44882,47657,49630,44433,45117,50629,69291,75178,78700
"38000","North Dakota state total","4","CA5N","600","42","      Wholesale trade",846809,860483,896379,949861,1013461,1083230,1179967,1283528,1335862,1448143,1705910,2045896,2196427,2370068
"38000","North Dakota state total","4","CA5N","700","44-45","      Retail trade",1011113,1054987,1112845,1136563,1175629,1238786,1270265,1286447,1336318,1403311,1542926,1701018,1831435,1973552
"38000","North Dakota state total","4","CA5N","701","441","        Motor vehicle and parts dealers",226117,235894,250544,257953,263804,270186,281187,276919,269205,294398,338020,369308,397756,425777
"38000","North Dakota state total","4","CA5N","702","442","        Furniture and home furnishings stores",40840,42573,45421,48367,51440,52528,55263,54647,52596,53552,58599,65509,69324,72743
"38000","North Dakota state total","4","CA5N","703","443","        Electronics and appliance stores",46983,46424,48204,47696,52152,56439,55628,60649,65710,70201,78004,84885,83098,84570
"38000","North Dakota state total","4","CA5N","704","444","        Building material and garden equipment and supplies dealers",92368,98152,106706,111208,118689,128945,130151,135220,136598,146592,160737,193282,212986,238779
"38000","North Dakota state total","4","CA5N","705","445","        Food and beverage stores",121112,127503,134288,136980,135872,139862,139388,133081,146486,148495,156529,171180,188637,199729
"38000","North Dakota state total","4","CA5N","706","446","        Health and personal care stores",64805,70626,73731,77376,82471,87737,90747,93992,98675,102193,105024,102642,110604,116103
"38000","North Dakota state total","4","CA5N","707","447","        Gasoline stations",97047,96387,102935,100009,102575,109231,111403,112973,126583,133939,149562,173282,199417,222003
"38000","North Dakota state total","4","CA5N","708","448","        Clothing and clothing accessories stores",40583,42476,43886,45461,47789,52768,56314,56872,51916,55435,57695,63833,66529,70706
"38000","North Dakota state total","4","CA5N","709","451","        Sporting goods, hobby, musical instrument, and book stores",34357,36560,35571,35581,37665,41305,43163,47512,48601,51119,53703,57760,63094,66927
"38000","North Dakota state total","4","CA5N","711","452","        General merchandise stores",124783,131982,137983,141397,145793,160206,166922,176818,190460,188449,205195,221003,235202,258338
"38000","North Dakota state total","4","CA5N","712","453","        Miscellaneous store retailers",69186,68194,72530,73725,74006,76891,77216,77204,81101,82087,90921,103572,107120,111139
"38000","North Dakota state total","4","CA5N","713","454","        Nonstore retailers",52932,58216,61046,60810,63373,62688,62883,60560,68387,76851,88937,94762,97668,106738
"38000","North Dakota state total","4","CA5N","800","48-49","      Transportation and warehousing",551539,563088,584276,623392,648600,705535,732804,795252,833221,934966,1323109,1818871,2000801,2255886
"38000","North Dakota state total","4","CA5N","801","481","        Air transportation",9362,9404,9702,9407,9615,8898,6701,4746,4224,5384,6979,7440,9144,9188
"38000","North Dakota state total","4","CA5N","802","482","        Rail transportation",122414,116908,120303,130542,139374,149771,151107,161215,155143,156075,185163,191895,202563,213715
"38000","North Dakota state total","4","CA5N","803","483","        Water transportation",671,128,320,381,241,491,728,808,433,"(D)","(D)","(D)",1535,1709
"38000","North Dakota state total","4","CA5N","804","484","        Truck transportation",298976,312057,318727,330340,346806,380242,397252,430498,466413,558931,883093,1309486,1410667,1571018
"38000","North Dakota state total","4","CA5N","805","485","        Transit and ground passenger transportation",22900,23334,26824,31820,32528,37441,39633,42829,46777,47791,56279,60781,58535,62416
"38000","North Dakota state total","4","CA5N","806","486","        Pipeline transportation",16941,17698,18762,21737,21831,23415,25001,36033,36826,39511,46035,60045,88595,117101
"38000","North Dakota state total","4","CA5N","807","487","        Scenic and sightseeing transportation","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"38000","North Dakota state total","4","CA5N","808","488","        Support activities for transportation",35101,37014,36649,40655,43588,49358,52711,54133,55844,60233,74745,109872,144226,182622
