FIPS,p_all,p_blm,p_dod,p_doe,p_nps,p_usfs,p_usfws
35051,0.6169398907103826,0.28497267759562844,0.1929872495446266,0,0,0.1389799635701275,0
35001,0.17536327608982827,0.009247027741083224,0.061756935270805814,0,0.003963011889035667,0.09973579920739763,6.605019815059445e-4
22079,0.1316542644533486,2.8620492272467084e-4,0.012020606754436176,0,0,0.11848883800801374,8.586147681740126e-4
35027,0.3546195652173913,0.16831841432225064,0.05834398976982097,0,0,0.12795716112531969,0
38025,0.014141414141414142,0.011202938475665749,0,0,0,0,0.002938475665748393
49035,0.2214828897338403,0.003326996197718631,0.02043726235741445,0,0,0.19771863117870722,0
53061,0.4611498257839721,1.7421602787456446e-4,0.003484320557491289,0,0,0.45749128919860627,0
27021,0.19187719859290056,0,4.7969299648225136e-4,0,0,0.1913975055964183,0
41039,0.5792504799265503,0.0980719472498122,0,0,0,0.48117853267673816,0
31045,0.06438242608455375,0,0,0,0,0.06438242608455375,0
04023,0.5461081587996248,0.017192872772741483,0,0,3.1259768677711783e-4,0.5286026883401063,0
05089,0.0677555958862674,6.049606775559589e-4,0,0,0.05928614640048397,0.007864488808227465,0
08083,0.3847900113507378,0.1451002648505486,0,0,0.041430192962542564,0.19825955353764663,0
35039,0.520857929948839,0.14803882985701167,0,0,0,0.37281910009182734,0
41009,0.026345291479820628,0.023542600896860985,0,0,0,0,0.002802690582959641
49009,0.8048387096774193,0.239247311827957,0,0,0,0.5655913978494623,0
08037,0.7865576748410535,0.23069936421435058,0,0,0,0.555858310626703,0
08097,0.8363417569193743,0.044524669073405534,0,0,0,0.7918170878459687,0
08125,1.6233766233766234e-4,1.6233766233766234e-4,0,0,0,0,0
31017,0.0015537600994406462,6.215040397762585e-4,0,0,3.1075201988812925e-4,0,6.215040397762585e-4
31079,0.015384615384615385,0,0.012587412587412588,0,0,0,0.002797202797202797
01019,0.02712933753943218,0,0,0,0.022082018927444796,0.005047318611987382,0
55081,0.12954253954681488,0,0.10303548525010689,0,0,0,0.026507054296707994
49055,0.854160125588697,0.5676609105180533,0,0,0.1836734693877551,0.10282574568288853,0
55075,5.406866720735334e-4,2.703433360367667e-4,0,0,0,2.703433360367667e-4,0
30055,0.12119503945885005,0.11457158962795941,0,0,0,0,0.006623449830890643
22101,0.018146150073565473,4.904364884747426e-4,0,0,0,0,0.01765571358509073
16019,0.48114169215086644,0.07767584097859327,0,0.005300713557594291,0,0.39510703363914373,0.0030581039755351682
08075,4.186728072011723e-4,2.0933640360058616e-4,0,0,0,2.0933640360058616e-4,0
30001,0.5862526168876483,0.18771807397069085,0,0,0,0.38415910676901605,0.014375436147941381
53003,0.16565533980582525,0.03216019417475728,0,0,0,0.13349514563106796,0
55089,0.0049504950495049506,0,0,0,0,0,0.0049504950495049506
06107,0.49204445510514117,0.0395778364116095,0,0,0.16422803230191094,0.2856000639641801,0.002638522427440633
08025,0.006238003838771593,0.006238003838771593,0,0,0,0,0
27015,0,0,0,0,0,0,0
35047,0.1311062342518085,0.015036982849711453,0,0,0.001950743721043648,0.11127367308786475,0.0028448345931886532
35061,0.06771022934109938,0.04477611940298507,0,0,0,0.022934109938114306,0
55057,0.16863486065186586,9.44733112895607e-4,0.017949929145016533,0,0,0,0.14974019839395372
56029,0.7704781934912552,0.1409121098073943,0,0,0.2492804959043613,0.38028558777949967,0
04017,0.09449491420141315,0.0139374175013588,0,0,0.004425809457255998,0.07613168724279835,0
06037,0.2894346617238183,0.004633920296570899,0.03243744207599629,0,0.004911955514365153,0.247451343836886,0
06097,0.015482919636274267,0.00786434013271074,0,0,0,0,0.007618579503563529
06065,0.5710362311186226,0.34097390936938843,0.02408365902609063,0,0.1398014154431182,0.06538502165416711,7.922256258582444e-4
12099,0.0017376194613379669,0,0,0,0,0,0.0017376194613379669
28045,7.874015748031496e-4,7.874015748031496e-4,0,0,0,0,0
22031,0.0026030368763557484,0,0,0,0,0,0.0026030368763557484
30019,0.0013517166801838335,2.703433360367667e-4,0,0,0,0,0.0010813733441470668
30009,0.4327801603580086,0.16669774380011187,0,0,0.019392131269811673,0.24650382248741376,1.8646280067126608e-4
35006,0.253194752087238,0.14866246379280967,0,0,3.407735559720566e-4,0.1041915147384563,0
56003,0.7561762880198635,0.5815021725636251,0,0,0.008317815021725636,0.16635630043451272,0
04021,0.17674485331037945,0.11261745929273366,2.1519259737465033e-4,0,1.434617315831002e-4,0.06376873968868804,0
16011,0.25277525022747954,0.20527752502274796,0,0.047497725204731576,0,0,0
30015,0.05637752635141669,0.043419398510782324,0,0,0,0.011991103374915385,9.670244657189827e-4
31041,0,0,0,0,0,0,0
38033,0.15363881401617252,0.003850596842510589,0,0,0,0.14978821717366192,0
55005,0,0,0,0,0,0,0
41059,0.213223926745154,0.010583898204304911,0.0034486859317398024,0,0,0.19835890117731003,8.324414317992627e-4
06041,0.2997918112421929,0,0,0,0.29770992366412213,0,0.002081887578070784
38075,0.043936731107205626,0,0,0,0,0,0.043936731107205626
06073,0.24554258303918908,0.0691465290976559,0.0638971852656349,0,0,0.10625395963435605,0.006244909041542221
08007,0.4957434733257662,0.0073779795686719635,0,0,0,0.4883654937570942,0
04009,0.36944374947877573,0.24059711450254356,1.6679176048703195e-4,0,0,0.12867984321574513,0
06029,0.2725594167219013,0.13966480446927373,0.055487169775589436,0,0,0.07248366631947732,0.004923776157560837
08055,0.2073610777002646,0.06783738272792879,0,0,0.0012027904738994466,0.13832090449843637,0
41045,0.7253932409282043,0.7242251985672014,0,0,0,0.0011291076156361938,3.89347453667653e-5
30043,0.5204651162790698,0.0872093023255814,0,0,0,0.4332558139534884,0
35033,0.10203674121405751,0.00579073482428115,0,0,5.990415335463259e-4,0.09205271565495207,0.003594249201277955
31115,0,0,0,0,0,0,0
38105,0.0063119927862939585,5.410279531109107e-4,0,0,1.8034265103697024e-4,0,0.005590622182146078
53053,0.3469170044804779,0,0.06187326648175805,0,0.1715382974183913,0.11243866012374654,0.0010667804565820354
53027,0.11942583732057416,0,0,0,0.010334928229665072,0.10755980861244019,0.0015311004784688996
55051,0,0,0,0,0,0,0
55033,0.002249212775528565,0,0,0,0,0,0.002249212775528565
49057,0.17305458768873402,0,0.0040650406504065045,0,0,0.16898954703832753,0
06043,0.5204647478214947,0.07631370477950884,0,0,0.2553472405598099,0.18880380248217588,0
08103,0.7337802250418961,0.559492458702418,0,0,0,0.1742877663394781,0
12131,0.20831946755407654,0,0.20831946755407654,0,0,0,0
31089,1.597444089456869e-4,1.597444089456869e-4,0,0,0,0,0
06081,0.12448132780082988,0,0,0,0.09626556016597511,0,0.028215767634854772
16009,0.09320773425880019,0.02875557759048091,0,0,0,0.06445215666831929,0
27071,0.005996084189916789,1.2236906510034264e-4,0,0,0.005506607929515419,3.671071953010279e-4,0
35055,0.5443838987519775,0.17788715064158903,0,0,0,0.36649674811038846,0
41041,0.3065326633165829,0.031696946269810594,0,0,0,0.2717433320448396,0.0030923850019327404
53029,0.08456243854473944,0,0.03146509341199607,0,0.05309734513274336,0,0
55031,0.0014388489208633094,0,0,0,0.0014388489208633094,0,0
31093,0,0,0,0,0,0,0
30079,0.40200445434298443,0.40200445434298443,0,0,0,0,0
30065,0.09426144603273255,0.08431738139631241,0,0,0,0,0.009944064636420136
32015,0.8393644571988521,0.7549520543151116,0,0,0,0.08441240288374047,0
41069,0.2825311942959002,0.12745098039215685,0,0,0,0.15508021390374332,0
41005,0.5139426012619581,0.06289436189700794,0,0,0,0.45084469774068797,2.035416242621616e-4
41061,0.4734928229665072,0.004593301435406699,0,0,0,0.4688995215311005,0
46117,0.05251141552511415,0.016235413495687467,0,0,0,0.036276002029426685,0
53045,0.24797047970479705,0,0,0,0.057564575645756455,0.1904059040590406,0
56037,0.6722484508704633,0.6540646208321038,0,0,0,0.014311006196518147,0.0038728238418412513
56025,0.4158693619164089,0.41378318106611034,0,0,0,0.0015826199553988921,5.035608948996476e-4
55127,0,0,0,0,0,0,0
53011,0.02023809523809524,0,0,0,5.952380952380953e-4,0.004761904761904762,0.01488095238095238
56009,0.14222342929567264,0.047890639145391996,0,0,0,0.09433279015028065,0
35031,0.1274371291325233,0.07064142413111048,0,0,6.357728171799943e-4,0.05615993218423283,0
30041,0.00809447983014862,0.007829087048832272,0,0,0,0,2.653927813163482e-4
06111,0.5006109979633401,0.002240325865580448,0.015478615071283095,0,0.015274949083503055,0.4655804480651731,0.002036659877800407
06025,0.5701095866770213,0.434118560704116,0.12322029510742946,0,0,0,0.012770730865475883
06017,0.45878290893396634,0.02006905481225723,0,0,0,0.4387138541217091,0
41015,0.6537918040508713,0.06429580781912388,0,0,0,0.5892604804521903,2.3551577955723034e-4
41057,0.19546547578151838,0.06698728959120577,0,0,0,0.12298179319821367,0.005496392992098935
49023,0.7213318284424379,0.658352144469526,0,0,0,0.054853273137697514,0.008126410835214447
06059,0.10851581508515815,0,0.009732360097323601,0,0,0.09683698296836983,0.0019464720194647203
31009,0.023280996210070383,5.414185165132648e-4,0,0,0,0.02273957769355712,0
35053,0.5289165021484148,0.21623504819417025,0.10155614911160143,0,5.806526535826269e-5,0.14475670653814887,0.06631053303913599
08121,1.5363343063450608e-4,1.5363343063450608e-4,0,0,0,0,0
30025,0.1143534994068802,0.1143534994068802,0,0,0,0,0
55091,0,0,0,0,0,0,0
31165,0.06870229007633587,0.0013032954757028485,0,0,0.0016756656116179481,0.06572332898901508,0
30105,0.33072778325870833,0.31092054337102526,0,0,0,0,0.019807239887683084
30023,0.46189495365602473,0.012358393408856848,0,0,0,0.44953656024716787,0
16069,0.05780609922621757,0.04961310878470642,0,0,0,0.008192990441511151,0
26083,0.41822570911285456,0.0012070006035003018,0,0,0.41701870850935424,0,0
30035,0.2061291963377416,5.08646998982706e-4,0,0,0.19074262461851474,0.01487792472024415,0
41051,0.27893422148209823,0.014154870940882597,8.326394671107411e-4,0,0,0.2639467110741049,0
38061,0.013142174432497013,3.9824771007566706e-4,0,0,0,0,0.012743926722421346
38055,0.010672002668000667,1.6675004168751042e-4,0,0,0,0,0.010505252626313157
53075,0.006540569206293088,0.006540569206293088,0,0,0,0,0
08059,0.2165829145728643,5.025125628140704e-4,0,0,0,0.20552763819095476,0.010552763819095477
30039,0.630259623992838,0.03312444046553268,0,0,0,0.5971351835273053,0
27095,0,0,0,0,0,0,0
49017,0.8998293388736366,0.4475031535208132,0,0,0.13897751725161386,0.3133486681012095,0
49049,0.444424264438794,0.0751907010533963,0.010352342898656011,0,1.8162005085361425e-4,0.3586996004358881,0
53063,0.02077922077922078,0.0017316017316017316,0.00367965367965368,0,0,0,0.015367965367965367
49037,0.6140939597315436,0.40920143954868204,0,0,0.116331096196868,0.08856142398599358,0
46071,0.09948612538540597,2.0554984583761563e-4,0,0,0.011510791366906475,0.08776978417266187,0
22069,0.18550295857988167,2.958579881656805e-4,0.021005917159763313,0,0,0.15384615384615385,0.010355029585798817
06053,0.2503481894150418,0.017641597028783658,0.08484215413184773,0,0.00127669452181987,0.14647168059424326,1.1606313834726091e-4
48229,0.009788203527128513,1.687621297780778e-4,0,0,0.009619441397350435,0,0
35059,0.023771152296535054,1.007252215954875e-4,0,0,3.0217566478646255e-4,0.023368251410153102,0
04001,0.09824344298924066,0.013749957031384277,0,0,0.015674951015778076,0.0688185349420783,0
04027,0.81463619207381,0.1355280631858531,0.4015516879849025,0,0,0,0.2775564409030544
38015,0.021867881548974944,0,0,0,0,0,0.021867881548974944
46063,0.06057983556901774,0.01745276215202654,0,0,0,0.0431270734169912,0
35035,0.8711838732230249,0.36226986716383125,0.35504544395245863,0,0.02196457702167327,0.13190398508506176,0
38085,0.008573388203017833,0,0,0,0,0.008573388203017833,0
06013,0.013265306122448979,0,0.012755102040816327,0,5.102040816326531e-4,0,0
35045,0.24937255995538204,0.24058839933073062,0,0,0.008784160624651422,0,0
16045,0.3699658703071672,0.19726962457337885,0,0,0,0.1726962457337884,0
16075,0.24605385329619311,0.24512534818941503,0,0,0,0,9.285051067780873e-4
16079,0.7500363530609278,0.033008579322378946,0,0,0,0.7170277737385488,0
16035,0.5,0.0020306154326772885,0,0,0,0.4979693845673227,0
16087,0.36382645060115004,0.23288029273392577,0,0,0,0.13094615786722424,0
06099,0.00813628273582507,0.0012712941774726673,0,0,0,0,0.006864988558352402
46055,0.0021226915729144554,0.0021226915729144554,0,0,0,0,0
32017,1.049874859443578,0.8180927853748776,0.11607240015959955,0,0,0.004316442380935108,0.11139323152816569
46033,0.4020413243714214,0.0037341299477221808,0,0,0.03534976350510331,0.36295743091859595,0
31019,3.951007506914263e-4,0,0,0,0,0,3.951007506914263e-4
53059,0.7894372693726938,2.3062730627306272e-4,0,0,0,0.7878228782287823,0.0013837638376383763
41013,0.49353336782203827,0.26564924987066735,0,0,0,0.22788411795137092,0
27031,0.625769777356703,0,0,0,7.105637138796779e-4,0.6250592136428234,0
30075,0.2851838960436246,0.11950342267084349,0,0,0,0.16568047337278108,0
41029,0.5087622464468056,0.25610597488615977,0,0,5.519525320822409e-4,0.25210431902856356,0
16023,0.8140729327170005,0.35969868173258,0,0.23660332134908407,0.0280773840095874,0.18969354562574903,0
30033,0.19005285920230658,0.16057984943136314,0,0,0,0,0.029473009770943456
30049,0.4846848832084619,0.03492728074041428,0.002974878801234024,0,0,0.4467827236668136,0
32001,0.7238834652932585,0.6200322853409178,0.0709508801598893,0,0,0,0.03290029979245138
30053,0.7445646465707384,0,0,0,0,0.7445646465707384,0
30099,0.1763317599460553,0.012811867835468645,0,0,0,0.16233985165205664,0.0011800404585300068
06023,0.2255791608839543,0.041742286751361164,0,0,0.036511156186612576,0.14583110921319525,0.0014946087327853102
41055,0.09805693628558518,0.09805693628558518,0,0,0,0,0
05005,0.17015706806282724,0,0,0,0.001963350785340314,0.16819371727748691,0
35025,0.15028546332894158,0.15028546332894158,0,0,0,0,0
26141,5.567928730512249e-4,0,0,0,0,0,5.567928730512249e-4
41037,0.7313294797687862,0.4873988439306358,0,0,0,0.1907976878612717,0.05313294797687861
41047,0.29789983844911144,0.027140549273021,0,0,0,0.26720516962843294,0.003554119547657512
16067,0.33111566018423744,0.33111566018423744,0,0,0,0,0
55079,0,0,0,0,0,0,0
55085,0.014232673267326733,0,0,0,0,0.014232673267326733,0
08019,0.6909448818897638,0,0,0,0,0.6909448818897638,0
08047,0.4534313725490196,0.007352941176470588,0,0,0,0.44607843137254904,0
01003,0.010064043915827997,0,0.0022872827081427266,0,0,0,0.00777676120768527
32510,0.5677083333333334,0.40625,0,0,0,0.16145833333333334,0
08011,0.001745635910224439,0.0014962593516209476,0,0,0,2.4937655860349125e-4,0
30107,0.0737927292457949,0.0013564839934888768,0,0,0,0.07243624525230602,0
53049,0.02342878393454816,0,0,0,0,0,0.02342878393454816
31085,0,0,0,0,0,0,0
08061,0.009295287505404237,0.007133592736705577,0,0,0.00216169476869866,0,0
08065,0.755859375,0.0771484375,0,0,0,0.6669921875,0.01171875
08071,0.10870972964222114,0.002752145054233447,0.0770600615185365,0,0,0.02889752306945119,0
41011,0.23544784984556902,0.15656925635542884,0,0,0,0.07792824899025896,9.50344499881207e-4
08109,0.7577087141986594,0.1663619744058501,0,0,0.08190127970749543,0.4693479585618525,0.0400975015234613
55023,0.04072398190045249,0,0,0,0,0,0.04072398190045249
53037,0.446017116524029,0.010697827518104016,0.1097761685319289,0,0,0.32241606319947336,0.003127057274522712
08051,0.788062181084609,0.18049127803488785,0,0,0,0.6075709030497212,0
05023,0,0,0,0,0,0,0
56017,0.42295839753466874,0.3802003081664099,0,0,0,0.04275808936825886,0
05033,0.2232764073371284,0,0,0,0,0.2232764073371284,0
41017,0.754607422368089,0.24779096187831356,0,0,0,0.5068164604897754,0
04003,0.2488213399503722,0.09906947890818858,0.020347394540942927,0,0.0045905707196029774,0.12351116625310174,0.0013027295285359803
30051,0.008299866131191432,0.008299866131191432,0,0,0,0,0
27085,0.004580152671755725,0,0,0,0,0,0.004580152671755725
35005,0.3209035952911231,0.3039770919503659,0,0,0,0.010499522748965956,0.006426980591791282
49003,0.34294742889974145,0.25073254811835677,0.049928181557023846,0,5.170927894283251e-4,0.024073542085607583,0.017696064349324907
49015,0.7954624177346726,0.7211638378940076,8.659508139937652e-5,0,6.061655697956356e-4,0.07360581918947004,0
31057,0,0,0,0,0,0,0
29029,0,0,0,0,0,0,0
30067,0.5272552519566113,0.004531099821502128,0,0,0.05066593436770562,0.47205821776740353,0
30109,0.048302872062663184,0.048302872062663184,0,0,0,0,0
49045,0.7743044536126097,0.40828308473500474,0.3319052152755739,0,0,0.0341161536020311,0
53009,0.46598639455782315,0,0,0,0.29336734693877553,0.1717687074829932,8.503401360544217e-4
53019,0.33578389468285175,0.005812959480253035,0,0,0,0.32962899640964266,3.4193879295606086e-4
53051,0.5804442036836404,0.001895991332611051,0,0,0,0.5782773564463706,2.7085590465872155e-4
53055,0.01166489925768823,0.003181336161187699,0,0,0.007423117709437964,0,0.0010604453870625664
53065,0.1746758199847445,0.014492753623188406,0,0,0,0.13501144164759726,0.02517162471395881
53073,0.6051457975986277,1.7152658662092623e-4,0,0,0.2854202401372213,0.31955403087478557,0
49029,0.036805988771054274,0.002495321272613849,0,0,0,0.034310667498440424,0
06027,0.9243349159695531,0.27029165724621296,0.0702389027055543,0,0.4621297761700203,0.12167457984776547,0
06093,0.623650697392359,0.019708914493632504,0,0,0.01097634930260764,0.57495451788963,0.01801091570648878
53017,0.045796737766624844,0.04558762024257633,0,0,0,0,2.0911752404851526e-4
31107,0,0,0,0,0,0,0
32027,0.7480838017373531,0.7480838017373531,0,0,0,0,0
55029,0,0,0,0,0,0,0
32019,0.660536398467433,0.4446360153256705,0,0,0,0.21455938697318008,0.0013409961685823754
06009,0.17346182357301704,0.05263157894736842,0,0,0,0.12083024462564863,0
41021,0.0736396220267188,0.0736396220267188,0,0,0,0,0
38049,0.035643170051772206,7.964954201513341e-4,0,0,0,5.973715651135006e-4,0.03424930306650737
16001,0.42135851798038504,0.41518343625136217,7.26480203414457e-4,0,0,0.005448601525608427,0
01037,0,0,0,0,0,0,0
32021,0.8619712608783647,0.6485529245092087,0.05980570734669095,0,0,0.15361262902246509,0
32003,0.903095945557366,0.516390300009585,0.07188728074379373,0,0.11291095562158536,0.054298859388478865,0.14760854979392313
01097,0.005390835579514825,0,0,0,0,0,0.005390835579514825
56043,0.6612903225806452,0.6364104323953329,0,0,0,0.024879890185312285,0
41001,0.5102705410821643,0.18361723446893788,0,0,0,0.32665330661322645,0
08049,0.6739669421487603,0.12086776859504132,0,0,0.08429752066115702,0.468801652892562,0
05135,0,0,0,0,0,0,0
08053,0.9522315202231519,0.1792189679218968,0,0,0,0.7730125523012552,0
06115,0.16625463535228677,0.005562422744128554,0.0580964153275649,0,0,0.10259579728059333,0
17099,0.004039044092898014,0,0.004039044092898014,0,0,0,0
08063,0,0,0,0,0,0,0
30005,0.16612289287656334,0.16503534529635672,0,0,0,0,0.001087547580206634
38053,0.28536847767616996,4.034427111350188e-4,0,0,0.01277568585260893,0.27218934911242604,0
53033,0.24797707349966286,1.6857720836142953e-4,0,0,0,0.24780849629130142,0
53015,0.046503957783641164,0,0,0,0,0.046503957783641164,0
01115,0,0,0,0,0,0,0
41007,0.03861517976031958,0,0.0031069684864624943,0,0,0,0.03550821127385708
12071,0.013808139534883721,0,0,0,0,0,0.013808139534883721
06047,0.0321011673151751,0.0031128404669260703,0,0,0,0,0.02898832684824903
16007,0.450756178531907,0.08262633714496495,0,0,0,0.33935817041682037,0.028771670970121725
32007,0.725316398886994,0.6258190467642043,0,0,0,0.09700655237411364,0.0024907997486760614
35049,0.2501011736139215,0.056657223796033995,0,0.002225819506272764,0.0010117361392148927,0.19020639417239985,0
35017,0.4751386591417729,0.13340469008465505,0,0,0,0.34173396905711784,0
49047,0.5922246960095907,0.47730775817777016,0,0,0.01926699777359137,0.09265285151567049,0.0029970885425586575
16063,0.743312101910828,0.743312101910828,0,0,0,0,0
06033,0.4370629370629371,0.1343240093240093,0,0,0,0.30273892773892774,0
53041,0.30845692647522877,1.577784790154623e-4,0,0,0.02256232249921111,0.2857368254970022,0
46047,0.25495813133539,0.006390480387836051,0,0,0,0.24856765094755398,0
46081,0.5450602409638554,0.010120481927710843,0,0,0,0.5349397590361445,0
06039,0.35815033029816107,0.002499553651133726,0,0,0.056775575790037495,0.2988752008569898,0
17161,0.0043859649122807015,0,0.0035087719298245615,0,0,0,8.771929824561404e-4
30103,0.001984914648670107,0.001984914648670107,0,0,0,0,0
08009,0.12560386473429952,3.0193236714975844e-4,0,0,0,0.12530193236714976,0
08021,0.5876042908224076,0.2234803337306317,0,0,0,0.36382598331346844,2.979737783075089e-4
55137,6.049606775559589e-4,0,0,0,0,0,6.049606775559589e-4
12087,0.6745182012847966,0,0.004925053533190578,0,0.49593147751606,0,0.17366167023554605
41065,0.1651950553860973,0.054743939637180924,0,0,0,0.11045111574891636,0
27115,0.0026896180742334587,0,0,0,0.0026896180742334587,0,0
56035,0.7666588547769706,0.40207796265916723,0,0,0,0.3645808921178033,0
53005,0.19253698388165158,0.00927357032457496,0,0.1817178185029808,0,0,0.0015455950540958269
53077,0.25323689615144207,0.010358067684614699,0.05857665863023484,0,8.92936869363336e-4,0.1826055897848022,8.036431824270024e-4
08111,0.8897715988083417,0.16484607745779542,0,0,0,0.7249255213505462,0
08115,0,0,0,0,0,0,0
06049,0.6272510106578464,0.10124954061006983,0,0,7.35023888276369e-4,0.5144248438074237,0.010841602352076443
08085,0.6755509994874423,0.4324278147958312,0,0,0.018793780967025456,0.22432940372458568,0
06063,0.7098240469208211,0.006598240469208211,0,0,0.008651026392961877,0.694574780058651,0
12105,0.042301829268292686,0,0.041920731707317076,0,0,0,3.8109756097560977e-4
16015,0.7315557337610264,0.025060144346431435,0,0,0,0.706495589414595,0
06103,0.23803312899439155,0.025172818573105517,0,0,0.001956436676666232,0.20855614973262032,0.0023477240119994785
32031,0.7160508354907037,0.6449752883031301,0,0,0,0.025182395857848906,0.045893151329724644
06057,0.33360064153969526,0.028067361668003207,0,0,0,0.30553327987169204,0
06113,0.04397270659590599,0.04397270659590599,0,0,0,0,0
12017,0.05848291835552982,0,0,0,0,0,0.05848291835552982
56007,0.524887751653551,0.40168010428233475,0,0,0,0.12301453193646503,1.931154347511225e-4
49025,0.8540905257239247,0.6267453846874708,0,0,0.18011432855402493,0.04723081248242901,0
30037,0.04294478527607362,0.010978366160800775,0,0,0,0.030997739748143363,9.686793671294801e-4
30045,0.2579781758287008,0.010088532015647519,0,0,0,0.2478896438130533,0
30059,0.314859437751004,0.005301204819277108,0,0,0,0.3095582329317269,0
06051,0.8609124537607892,0.2662145499383477,0,0,0.0014796547472256474,0.5932182490752158,0
49043,0.442452638011815,8.148299042574863e-4,0,0,0,0.44163780810755754,0
55115,0,0,0,0,0,0,0
06083,0.5228412633862004,0.004473363155754371,0.08512945641859834,0,0.08743391622610817,0.3458045275857395,0
41019,0.5132824427480915,0.20198473282442747,0,0,0.001450381679389313,0.3098473282442748,0
16077,0.2584541062801932,0.21765968867418142,0,0,0,0.040257648953301126,5.367686527106817e-4
56011,0.14187643020594967,0.04832413514604927,0,0,6.730380939561179e-4,0.09287925696594428,0
55095,0.006843800322061191,0,0,0,0.004830917874396135,0,0.002012882447665056
56039,0.956946983546618,9.140767824497258e-4,0,0,0.44076782449725777,0.5060329067641682,0.00923217550274223
51059,0.049038461538461545,0.0028846153846153848,0.032692307692307694,0,0.009615384615384616,0,0.0038461538461538464
16073,0.7818985878687371,0.7592843861500578,0.022262425247499874,0,0,0,3.517764711794563e-4
16049,0.8344559468378464,0.016907011437095974,0,0,0,0.817503729487817,4.520591293341169e-5
27077,0.04653679653679654,0.003463203463203463,0,0,0,0,0.043073593073593076
38079,0.010279605263157894,4.1118421052631577e-4,0,0,0,0,0.009868421052631578
30011,0.2774917038562765,0.2354960521798833,0,0,0,0.04199565167639318,0
55013,0.010480349344978166,0,0,0,0.010480349344978166,0,0
05049,6.246096189881324e-4,6.246096189881324e-4,0,0,0,0,0
16071,0.527894227668494,0.34795227346017416,0,0,0,0.1799419542083199,0
41025,0.7144689197344598,0.6061783343391671,0,0,0,0.07954888352444177,0.028741701870850934
49033,0.3211367673179396,0.24653641207815274,0,0,0,0.07460035523978685,0
53013,0.29023629068212214,8.916629514043691e-4,0,0,0,0.2893446277307178,0
55133,0,0,0,0,0,0,0
30069,0.34304880869766363,0.30788804071246817,0,0,0,0,0.03516076798519547
30097,0.2472401583003541,0.013330556134138721,0,0,0,0.23390960216621537,0
30093,0.5145161290322581,0.1,0,0,0,0.41451612903225804,0
53025,0.044013840830449825,0.02961937716262976,0,0.0022145328719723185,0,0,0.01217993079584775
30057,0.46024481106971793,0.10771687067589143,0,0,0,0.35220862160723787,0.00031931878658861094
16003,0.642816742081448,0.06080316742081448,0,0,0,0.5820135746606335,0
08107,0.44079375406636306,0.053188028627195835,0,0,0,0.3876057254391672,0
35043,0.37802335279399496,0.2097581317764804,0,0,0.008027522935779817,0.16023769808173477,0
30021,0.040759535112129645,0.040759535112129645,0,0,0,0,0
30017,0.137664744645799,0.137664744645799,0,0,0,0,0
27051,0.030343897505057317,0,0,0,0,0,0.030343897505057317
55053,0.002688172043010753,0,0,0,0,0,0.002688172043010753
56013,0.5197335553705246,0.35374687760199836,0,0,0,0.16598667776852624,0
27137,0.20404328018223236,1.1389521640091117e-4,5.6947608200455584e-5,0,0.027391799544419133,0.17648063781321185,0
30083,0.03815113719735877,0.03815113719735877,0,0,0,0,0
32013,0.81768,0.70868,0,0,0,0.04684,0.06216
49051,0.5631443298969072,0.0022551546391752575,0,0,0,0.560889175257732,0
53067,0.0613682092555332,0,0.039738430583501,0,0,0.001006036217303823,0.02062374245472837
53001,0.016959297685554667,0.007980845969672785,0,0,0,0,0.008978451715881883
53039,0.034385113268608415,0.014967637540453074,0,0,0,0.014158576051779935,0.0052588996763754045
56015,0.018332756831546178,0.01764095468695953,0,0,6.918021445866483e-4,0,0
56023,0.7265167265167265,0.3761103761103761,0,0,0.003213003213003213,0.34473634473634474,0.002457002457002457
31031,0.05378409527468306,6.402868485081316e-5,0,0,0,0.030029453195031374,0.023690613394800872
06089,0.3969718239245964,0.05695377519302116,0,0,0.0442193923593703,0.2957986563722049,0
30111,0.04547435711172454,0.04518378613976464,0,0,0,0,2.905709719599012e-4
49007,0.47128815312985,0.44024831867563374,0,0,0,0.031039834454216243,0
41053,0.09208484221417486,0.08380755302638386,0,0,0,0.0031039834454216243,0.005173305742369374
04019,0.29052321916368984,0.06358478671989914,0.011094767808363102,0,0.07081319604959024,0.057196890102962805,0.08783357848287456
27171,0.007084468664850136,0,0,0,0,0,0.007084468664850136
55063,0.04777327935222672,0,0,0,0,0,0.04777327935222672
04015,0.6962954467255419,0.5533318041059755,0,0,0.13834728753297396,5.734602592040372e-4,0.0040428948273884616
06069,0.12486033519553072,0.09776536312849161,0,0,0.027094972067039105,0,0
35037,9.411132024737832e-4,9.411132024737832e-4,0,0,0,0,0
38089,0.0023344032681645753,0.0023344032681645753,0,0,0,0,0
41035,0.5723065345541202,0.0608303022701618,6.271165182490907e-5,0,0.0449642543584598,0.4471967891634266,0.019252477110247083
16031,0.5297111210896572,0.28453824277802725,0,0,0.00673551863493489,0.23813800329292023,2.99356383774884e-4
06067,0.006235385814497272,0.003117692907248636,0,0,0,0,0.003117692907248636
08003,0.23835029459025175,0.07873594001071238,0,0,0.07498660953401179,0.04659882163899304,0.03802892340653455
27159,0,0,0,0,0,0,0
08057,0.5265700483091788,0.18164251207729468,0,0,2.4154589371980676e-4,0.31980676328502416,0.024879227053140097
06071,0.7877949958714979,0.45526816060833,0.15375309637651938,0,0.14180924400407088,0.03646523417247537,4.992607101023484e-4
