"","EPAREGION","State","County","Risk","Governance","Built Environment","Natural Environment","Society","CRSI"
"2449",7,"Missouri","Jefferson","0.59",0.54,0.609,0.333,0.564,1.848
"2450",7,"Missouri","Johnson","0.148",0.584,0.572,0.385,0.524,7.313
"2451",7,"Missouri","Knox","0.148",0.607,0.24,0.368,0.378,-0.715
"2452",7,"Missouri","Laclede","0.17",0.488,0.41,0.333,0.474,1.95
"2453",7,"Missouri","Lafayette","0.112",0.582,0.466,0.36,0.711,9.844
"2454",7,"Missouri","Lawrence","0.259",0.47,0.406,0.38,0.591,2.497
"2455",7,"Missouri","Lewis","0.187",0.61,0.323,0.398,0.548,2.813
"2456",7,"Missouri","Lincoln","0.24",0.588,0.535,0.388,0.539,4.282
"2457",7,"Missouri","Linn","0.106",0.614,0.37,0.408,0.534,6.158
"2458",7,"Missouri","Livingston","0.104",0.548,0.319,0.357,0.636,5.016
"2459",7,"Missouri","Macon","0.112",0.616,0.466,0.45,0.666,11.365
"2460",7,"Missouri","Madison","0.198",0.513,0.33,0.399,0.492,1.722
"2461",7,"Missouri","Maries","0.134",0.481,0.357,0.317,0.467,0.958
"2462",7,"Missouri","Marion","0.152",0.548,0.395,0.396,0.578,4.665
"2463",7,"Missouri","McDonald","0.163",0.474,0.387,0.264,0.447,0.205
"2464",7,"Missouri","Mercer","0.087",0.629,0.177,0.367,0.498,-0.227
"2465",7,"Missouri","Miller","0.121",0.508,0.48,0.297,0.545,4.858
"2466",7,"Missouri","Mississippi","0.329",0.462,0.31,0.384,0.347,-0.261
"2467",7,"Missouri","Moniteau","0.109",0.572,0.366,0.372,0.658,6.919
"2468",7,"Missouri","Monroe","0.123",0.606,0.325,0.448,0.622,6.467
"2469",7,"Missouri","Montgomery","0.105",0.557,0.38,0.396,0.573,6.351
"2470",7,"Missouri","Morgan","0.125",0.507,0.455,0.354,0.485,4.327
"2471",7,"Missouri","New Madrid","0.325",0.512,0.418,0.362,0.393,0.89
"2472",7,"Missouri","Newton","0.318",0.48,0.526,0.326,0.542,2.35
"2473",7,"Missouri","Nodaway","0.099",0.599,0.509,0.429,0.601,12.014
"2474",7,"Missouri","Oregon","0.178",0.442,0.271,0.465,0.451,1.092
"2475",7,"Missouri","Osage","0.094",0.529,0.407,0.322,0.79,10.22
"2476",7,"Missouri","Ozark","0.187",0.419,0.332,0.399,0.57,2.167
"2477",7,"Missouri","Pemiscot","0.235",0.519,0.31,0.397,0.396,0.41
"2478",7,"Missouri","Perry","0.191",0.437,0.333,0.338,0.752,3.308
"2479",7,"Missouri","Pettis","0.16",0.551,0.444,0.418,0.53,5.011
"2480",7,"Missouri","Phelps","0.136",0.474,0.502,0.364,0.51,5.221
"2481",7,"Missouri","Pike","0.138",0.566,0.402,0.433,0.538,5.517
"2482",7,"Missouri","Platte","0.384",0.591,0.495,0.357,0.523,2.121
"2483",7,"Missouri","Polk","0.16",0.5,0.404,0.417,0.548,4.246
"2484",7,"Missouri","Pulaski","0.293",0.498,0.481,0.378,0.388,1.605
"2485",7,"Missouri","Putnam","0.079",0.58,0.275,0.351,0.399,-0.509
"2486",7,"Missouri","Ralls","0.127",0.591,0.388,0.418,0.608,6.668
"2487",7,"Missouri","Randolph","0.112",0.564,0.414,0.375,0.64,7.567
"2488",7,"Missouri","Ray","0.1",0.618,0.38,0.421,0.563,7.72
"2489",7,"Missouri","Reynolds","0.15",0.422,0.323,0.453,0.574,3.497
"2490",7,"Missouri","Ripley","0.141",0.402,0.263,0.467,0.385,0.059
"2491",7,"Missouri","Saline","0.108",0.594,0.364,0.37,0.536,4.89
"2492",7,"Missouri","Schuyler","0.071",0.652,0.282,0.353,0.391,0.583
"2493",7,"Missouri","Scotland","0.164",0.606,0.211,0.4,0.357,-0.895
"2494",7,"Missouri","Scott","0.274",0.505,0.431,0.347,0.557,2.192
"2495",7,"Missouri","Shannon","0.152",0.424,0.339,0.486,0.317,0.958
"2496",7,"Missouri","Shelby","0.08",0.635,0.348,0.412,0.581,8.971
"2497",7,"Missouri","St. Charles","0.796",0.568,0.558,0.333,0.602,1.326
"2498",7,"Missouri","St. Clair","0.126",0.55,0.296,0.533,0.471,4.523
"2499",7,"Missouri","St. Francois","0.271",0.483,0.446,0.388,0.493,2.187
"2500",7,"Missouri","St. Louis","0.597",0.509,0.254,0.01,0.374,-1.763
"2501",7,"Missouri","St. Louis County","0.853",0.522,0.62,0.152,0.53,0.689
"2502",7,"Missouri","Ste. Genevieve","0.12",0.472,0.397,0.35,0.632,5.275
"2503",7,"Missouri","Stoddard","0.169",0.511,0.452,0.37,0.446,2.968
"2504",7,"Missouri","Stone","0.179",0.424,0.477,0.431,0.587,5.081
"2505",7,"Missouri","Sullivan","0.082",0.645,0.331,0.4,0.463,5.134
"2506",7,"Missouri","Taney","0.298",0.39,0.569,0.468,0.413,2.909
"2507",7,"Missouri","Texas","0.099",0.461,0.441,0.402,0.536,6.833
"2508",7,"Missouri","Vernon","0.103",0.537,0.424,0.477,0.587,9.643
"2509",7,"Missouri","Warren","0.179",0.555,0.46,0.355,0.491,3.454
"2510",7,"Missouri","Washington","0.151",0.487,0.369,0.479,0.514,4.356
"2511",7,"Missouri","Wayne","0.237",0.447,0.344,0.463,0.45,1.622
"2512",7,"Missouri","Webster","0.151",0.504,0.498,0.283,0.574,4.34
"2513",7,"Missouri","Worth","0.107",0.646,0.248,0.398,0.417,0.967
"2514",7,"Missouri","Wright","0.117",0.455,0.367,0.413,0.5,3.673
"2515",7,"Nebraska","Adams","0.289",0.571,0.361,0.436,0.62,2.851
"2516",7,"Nebraska","Antelope","0.079",0.662,0.283,0.308,0.753,8.24
"2517",7,"Nebraska","Arthur","0.186",0.727,0.119,0.234,0.535,-1.774
"2518",7,"Nebraska","Banner","0.153",0.684,0.171,0.224,0.236,-5.517
"2519",7,"Nebraska","Blaine","0.353",0.678,0.153,0.312,0.477,-0.595
"2520",7,"Nebraska","Boone","0.077",0.646,0.306,0.299,0.681,6.937
"2521",7,"Nebraska","Box Butte","0.118",0.571,0.318,0.314,0.636,3.726
"2522",7,"Nebraska","Boyd","0.407",0.686,0.191,0.27,0.586,0.021
"2523",7,"Nebraska","Brown","0.272",0.566,0.196,0.323,0.818,1.805
"2524",7,"Nebraska","Buffalo","0.282",0.601,0.51,0.344,0.736,4.432
"2525",7,"Nebraska","Burt","0.082",0.666,0.252,0.376,0.659,6.738
"2526",7,"Nebraska","Butler","0.124",0.646,0.355,0.435,0.723,8.739
"2527",7,"Nebraska","Cass","0.13",0.674,0.498,0.342,0.588,7.694
"2528",7,"Nebraska","Cedar","0.257",0.656,0.395,0.374,0.737,4.186
"2529",7,"Nebraska","Chase","0.232",0.615,0.326,0.345,0.473,1.13
"2530",7,"Nebraska","Cherry","0.264",0.595,0.367,0.339,0.627,2.427
"2531",7,"Nebraska","Cheyenne","0.116",0.632,0.367,0.311,0.678,6.046
"2532",7,"Nebraska","Clay","0.416",0.694,0.313,0.523,0.614,2.448
"2533",7,"Nebraska","Colfax","0.087",0.62,0.313,0.38,0.467,3.515
"2534",7,"Nebraska","Cuming","0.096",0.608,0.332,0.387,0.719,8.894
"2535",7,"Nebraska","Custer","0.234",0.658,0.471,0.234,0.724,3.895
"2536",7,"Nebraska","Dakota","0.137",0.608,0.352,0.416,0.446,3.26
"2537",7,"Nebraska","Dawes","0.15",0.551,0.251,0.306,0.681,2.066
"2538",7,"Nebraska","Dawson","0.218",0.593,0.395,0.255,0.641,2.448
"2539",7,"Nebraska","Deuel","0.13",0.691,0.278,0.347,0.449,1.273
"2540",7,"Nebraska","Dixon","0.124",0.726,0.336,0.359,0.531,4.407
"2541",7,"Nebraska","Dodge","0.143",0.584,0.431,0.416,0.623,6.822
"2542",7,"Nebraska","Douglas","0.81",0.589,0.589,0.155,0.555,0.777
"2543",7,"Nebraska","Dundy","0.121",0.607,0.275,0.307,0.502,0.672
"2544",7,"Nebraska","Fillmore","0.388",0.659,0.322,0.433,0.8,2.972
"2545",7,"Nebraska","Franklin","0.268",0.672,0.191,0.279,0.538,-0.287
"2546",7,"Nebraska","Frontier","0.254",0.708,0.233,0.347,0.558,1.095
"2547",7,"Nebraska","Furnas","0.319",0.644,0.394,0.353,0.64,2.568
"2548",7,"Nebraska","Gage","0.264",0.605,0.392,0.303,0.689,2.842
"2549",7,"Nebraska","Garden","0.294",0.61,0.234,0.285,0.521,-0.148
"2550",7,"Nebraska","Garfield","0.196",0.586,0.234,0.266,0.531,-0.473
"2551",7,"Nebraska","Gosper","0.311",0.646,0.28,0.333,0.642,1.516
"2552",7,"Nebraska","Grant","0.235",0.695,0.154,0.283,0.533,-0.643
"2553",7,"Nebraska","Greeley","0.329",0.676,0.257,0.281,0.601,0.701
"2554",7,"Nebraska","Hall","0.295",0.576,0.439,0.325,0.691,3.054
"2555",7,"Nebraska","Hamilton","0.246",0.659,0.379,0.503,0.747,5.592
"2556",7,"Nebraska","Harlan","0.279",0.648,0.239,0.395,0.532,1.07
"2557",7,"Nebraska","Hayes","0.196",0.652,0.121,0.279,0.284,-3.992
"2558",7,"Nebraska","Hitchcock","0.185",0.643,0.241,0.282,0.4,-1.267
"2559",7,"Nebraska","Holt","0.274",0.629,0.388,0.278,0.889,4
"2560",7,"Nebraska","Hooker","0.242",0.618,0.214,0.319,0.415,-0.868
"2561",7,"Nebraska","Howard","0.181",0.667,0.256,0.334,0.571,1.607
"2562",7,"Nebraska","Jefferson","0.289",0.625,0.293,0.365,0.681,2.216
"2563",7,"Nebraska","Johnson","0.116",0.656,0.298,0.312,0.673,4.683
"2564",7,"Nebraska","Kearney","0.3",0.626,0.323,0.443,0.708,3.224
"2565",7,"Nebraska","Keith","0.164",0.584,0.375,0.269,0.686,3.619
"2566",7,"Nebraska","Keya Paha","0.288",0.673,0.179,0.294,0.372,-1.371
"2567",7,"Nebraska","Kimball","0.219",0.595,0.136,0.304,0.509,-1.353
"2568",7,"Nebraska","Knox","0.23",0.657,0.418,0.419,0.673,4.881
"2569",7,"Nebraska","Lancaster","0.594",0.575,0.636,0.419,0.631,2.594
"2570",7,"Nebraska","Lincoln","0.198",0.594,0.551,0.289,0.663,5.431
"2571",7,"Nebraska","Logan","0.318",0.786,0.194,0.19,0.551,-0.464
"2572",7,"Nebraska","Loup","0.258",0.71,0.177,0.233,0.433,-1.529
"2573",7,"Nebraska","Madison","0.114",0.589,0.382,0.361,0.763,8.72
"2574",7,"Nebraska","McPherson","0.279",0.66,0.149,0.233,0.483,-1.519
"2575",7,"Nebraska","Merrick","0.172",0.63,0.285,0.367,0.679,3.639
"2576",7,"Nebraska","Morrill","0.115",0.635,0.37,0.243,0.502,1.785
"2577",7,"Nebraska","Nance","0.152",0.636,0.293,0.328,0.595,2.568
"2578",7,"Nebraska","Nemaha","0.081",0.612,0.226,0.357,0.569,2.557
"2579",7,"Nebraska","Nuckolls","0.213",0.607,0.199,0.37,0.63,1.33
"2580",7,"Nebraska","Otoe","0.255",0.631,0.391,0.384,0.795,4.614
"2581",7,"Nebraska","Pawnee","0.058",0.639,0.266,0.331,0.567,4.747
"2582",7,"Nebraska","Perkins","0.128",0.64,0.33,0.34,0.763,6.685
"2583",7,"Nebraska","Phelps","0.155",0.61,0.262,0.432,0.725,5.135
"2584",7,"Nebraska","Pierce","0.053",0.672,0.299,0.388,0.826,19.883
"2585",7,"Nebraska","Platte","0.145",0.592,0.431,0.359,0.736,7.36
"2586",7,"Nebraska","Polk","0.238",0.676,0.317,0.407,0.69,3.685
"2587",7,"Nebraska","Red Willow","0.104",0.546,0.313,0.305,0.677,4.416
"2588",7,"Nebraska","Richardson","0.074",0.59,0.31,0.408,0.719,11.161
"2589",7,"Nebraska","Rock","0.183",0.676,0.242,0.308,0.52,0.539
"2590",7,"Nebraska","Saline","0.272",0.608,0.346,0.392,0.598,2.465
"2591",7,"Nebraska","Sarpy","0.509",0.619,0.353,0.363,0.595,1.218
"2592",7,"Nebraska","Saunders","0.14",0.658,0.453,0.423,0.708,9.277
"2593",7,"Nebraska","Scotts Bluff","0.392",0.601,0.47,0.309,0.716,2.602
"2594",7,"Nebraska","Seward","0.16",0.645,0.417,0.408,0.772,7.97
"2595",7,"Nebraska","Sheridan","0.319",0.615,0.279,0.247,0.595,0.417
"2596",7,"Nebraska","Sherman","0.283",0.65,0.24,0.297,0.611,0.777
"2597",7,"Nebraska","Sioux","0.139",0.626,0.185,0.335,0.334,-2.873
"2598",7,"Nebraska","Stanton","0.192",0.648,0.37,0.352,0.651,4.061
"2599",7,"Nebraska","Thayer","0.411",0.69,0.338,0.37,0.75,2.371
"2600",7,"Nebraska","Thomas","0.293",0.712,0.216,0.349,0.559,0.833
"2601",7,"Nebraska","Thurston","0.147",0.729,0.377,0.805,0.217,7.758
"2602",7,"Nebraska","Valley","0.289",0.629,0.279,0.266,0.803,2.09
"2603",7,"Nebraska","Washington","0.215",0.619,0.398,0.374,0.8,5.45
"2604",7,"Nebraska","Wayne","0.175",0.598,0.329,0.403,0.59,3.575
"2605",7,"Nebraska","Webster","0.286",0.673,0.207,0.302,0.498,-0.184
"2606",7,"Nebraska","Wheeler","0.233",0.675,0.165,0.173,0.429,-2.643
"2607",7,"Nebraska","York","0.227",0.618,0.353,0.436,0.854,5.774
"2608",8,"Colorado","Adams","0.592",0.544,0.606,0.205,0.52,1.157
"2609",8,"Colorado","Alamosa","0.121",0.536,0.389,0.347,0.601,5.036
"2610",8,"Colorado","Arapahoe","0.591",0.54,0.436,0.179,0.508,0.235
"2611",8,"Colorado","Archuleta","0.117",0.538,0.44,0.5,0.58,9.206
"2612",8,"Colorado","Baca","0.128",0.606,0.188,0.357,0.472,-0.696
"2613",8,"Colorado","Bent","0.203",0.533,0.164,0.363,0.402,-1.722
"2614",8,"Colorado","Boulder","0.556",0.539,0.645,0.436,0.539,2.497
"2615",8,"Colorado","Broomfield","0.702",0.55,0.227,0.246,0.524,-0.3
"2616",8,"Colorado","Chaffee","0.091",0.499,0.472,0.504,0.744,15.955
"2617",8,"Colorado","Cheyenne","0.106",0.639,0.294,0.265,0.497,0.482
"2618",8,"Colorado","Clear Creek","0.202",0.567,0.499,0.438,0.619,5.911
"2619",8,"Colorado","Conejos","0.082",0.575,0.339,0.385,0.41,2.807
"2620",8,"Colorado","Costilla","0.122",0.504,0.328,0.224,0.206,-5.452
"2621",8,"Colorado","Crowley","0.125",0.604,0.15,0.307,0.167,-7.285
"2622",8,"Colorado","Custer","0.179",0.486,0.388,0.418,0.573,3.745
"2623",8,"Colorado","Delta","0.121",0.509,0.542,0.517,0.562,10.965
"2624",8,"Colorado","Denver","0.551",0.54,0.403,0.068,0.487,-0.474
"2625",8,"Colorado","Dolores","0.097",0.503,0.222,0.577,0.438,3.845
"2626",8,"Colorado","Douglas","0.467",0.566,0.565,0.411,0.588,2.649
"2627",8,"Colorado","Eagle","0.124",0.548,0.627,0.543,0.65,14.752
"2628",8,"Colorado","El Paso","0.49",0.533,0.875,0.318,0.5,3.325
"2629",8,"Colorado","Elbert","0.132",0.621,0.579,0.269,0.657,8.441
"2630",8,"Colorado","Fremont","0.155",0.518,0.498,0.418,0.527,5.879
"2631",8,"Colorado","Garfield","0.131",0.545,0.707,0.454,0.688,14.497
"2632",8,"Colorado","Gilpin","0.274",0.547,0.387,0.388,0.528,2.079
"2633",8,"Colorado","Grand","0.139",0.56,0.612,0.419,0.779,12.624
"2634",8,"Colorado","Gunnison","0.102",0.52,0.515,0.484,0.786,15.997
"2635",8,"Colorado","Hinsdale","0.092",0.598,0.273,0.509,0.428,4.562
"2636",8,"Colorado","Huerfano","0.168",0.517,0.352,0.351,0.455,1.252
"2637",8,"Colorado","Jackson","0.148",0.556,0.257,0.375,0.369,-0.75
"2638",8,"Colorado","Jefferson","0.553",0.535,0.647,0.379,0.625,2.568
"2639",8,"Colorado","Kiowa","0.168",0.662,0.276,0.312,0.449,0.276
"2640",8,"Colorado","Kit Carson","0.125",0.567,0.382,0.29,0.709,5.528
"2641",8,"Colorado","La Plata","0.151",0.556,0.642,0.526,0.705,12.897
"2642",8,"Colorado","Lake","0.101",0.485,0.179,0.535,0.585,4.23
"2643",8,"Colorado","Larimer","0.38",0.537,0.856,0.388,0.591,5.092
"2644",8,"Colorado","Las Animas","0.154",0.544,0.402,0.324,0.588,3.673
"2645",8,"Colorado","Lincoln","0.133",0.616,0.416,0.391,0.485,4.811
"2646",8,"Colorado","Logan","0.154",0.545,0.541,0.275,0.569,5.05
"2647",8,"Colorado","Mesa","0.169",0.513,0.729,0.582,0.615,12.394
"2648",8,"Colorado","Mineral","0.119",0.583,0.294,0.546,0.335,3.085
"2649",8,"Colorado","Moffat","0.125",0.556,0.406,0.46,0.612,7.784
"2650",8,"Colorado","Montezuma","0.134",0.499,0.488,0.506,0.55,8.366
"2651",8,"Colorado","Montrose","0.163",0.508,0.605,0.524,0.636,10.204
"2652",8,"Colorado","Morgan","0.234",0.536,0.474,0.23,0.541,1.824
"2653",8,"Colorado","Otero","0.133",0.53,0.373,0.468,0.506,5.035
"2654",8,"Colorado","Ouray","0.073",0.565,0.411,0.442,0.681,14.861
"2655",8,"Colorado","Park","0.171",0.543,0.511,0.436,0.708,7.997
"2656",8,"Colorado","Phillips","0.13",0.604,0.293,0.307,0.528,1.364
"2657",8,"Colorado","Pitkin","0.076",0.513,0.498,0.485,0.604,16.108
"2658",8,"Colorado","Prowers","0.229",0.542,0.308,0.306,0.582,1.13
"2659",8,"Colorado","Pueblo","0.199",0.503,0.631,0.337,0.516,5.171
"2660",8,"Colorado","Rio Blanco","0.127",0.525,0.323,0.495,0.53,5.06
"2661",8,"Colorado","Rio Grande","0.313",0.549,0.404,0.353,0.542,1.787
"2662",8,"Colorado","Routt","0.124",0.545,0.663,0.435,0.771,15.286
"2663",8,"Colorado","Saguache","0.109",0.531,0.415,0.419,0.461,5.254
"2664",8,"Colorado","San Juan","0.079",0.594,0.296,0.647,0.387,9.349
"2665",8,"Colorado","San Miguel","0.093",0.583,0.475,0.517,0.668,15.411
"2666",8,"Colorado","Sedgwick","0.126",0.641,0.249,0.316,0.478,0.152
"2667",8,"Colorado","Summit","0.126",0.557,0.561,0.453,0.764,13.243
"2668",8,"Colorado","Teller","0.168",0.546,0.505,0.452,0.65,7.637
"2669",8,"Colorado","Washington","0.264",0.615,0.334,0.313,0.545,1.309
"2670",8,"Colorado","Weld","0.302",0.556,0.971,0.305,0.523,6.36
"2671",8,"Colorado","Yuma","0.162",0.522,0.447,0.312,0.649,4.653
"2672",8,"Montana","Beaverhead","0.083",0.557,0.412,0.45,0.798,16.037
"2673",8,"Montana","Big Horn","0.213",0.542,0.351,0.583,0.439,3.621
"2674",8,"Montana","Blaine","0.132",0.572,0.38,0.45,0.539,5.696
"2675",8,"Montana","Broadwater","0.091",0.552,0.323,0.451,0.626,8.275
"2676",8,"Montana","Carbon","0.135",0.571,0.482,0.448,0.831,11.762
"2677",8,"Montana","Carter","0.128",0.606,0.247,0.337,0.488,0.39
"2678",8,"Montana","Cascade","0.12",0.528,0.648,0.391,0.602,11.664
"2679",8,"Montana","Chouteau","0.14",0.605,0.399,0.343,0.809,7.866
"2680",8,"Montana","Custer","0.132",0.525,0.383,0.311,0.82,6.985
"2681",8,"Montana","Daniels","0.056",0.575,0.292,0.443,0.79,17.873
"2682",8,"Montana","Dawson","0.13",0.537,0.352,0.296,0.741,5.078
"2683",8,"Montana","Deer Lodge","0.08",0.505,0.233,0.541,0.516,5.822
"2684",8,"Montana","Fallon","0.083",0.564,0.311,0.274,0.729,6.005
"2685",8,"Montana","Fergus","0.129",0.543,0.407,0.307,0.767,6.857
"2686",8,"Montana","Flathead","0.114",0.536,0.827,0.545,0.697,21.584
"2687",8,"Montana","Gallatin","0.354",0.542,0.657,0.469,0.776,5.571
"2688",8,"Montana","Garfield","0.375",0.621,0.271,0.327,0.54,0.556
"2689",8,"Montana","Glacier","0.113",0.484,0.335,0.494,0.42,3.684
"2690",8,"Montana","Golden Valley","0.084",0.669,0.216,0.281,0.249,-6.829
"2691",8,"Montana","Granite","0.06",0.54,0.321,0.476,0.56,11.108
"2692",8,"Montana","Hill","0.114",0.522,0.33,0.288,0.683,3.961
"2693",8,"Montana","Jefferson","0.093",0.582,0.523,0.387,0.756,15.229
"2694",8,"Montana","Judith Basin","0.129",0.656,0.24,0.388,0.565,2.786
"2695",8,"Montana","Lake","0.116",0.55,0.481,0.515,0.59,10.841
"2696",8,"Montana","Lewis and Clark","0.133",0.532,0.591,0.458,0.725,12.489
"2697",8,"Montana","Liberty","0.073",0.545,0.271,0.299,0.503,-0.115
"2698",8,"Montana","Lincoln","0.078",0.511,0.507,0.525,0.645,18.224
"2699",8,"Montana","Madison","0.126",0.545,0.485,0.525,0.69,11.825
"2700",8,"Montana","McCone","0.215",0.56,0.31,0.351,0.833,4.111
"2701",8,"Montana","Meagher","0.101",0.595,0.289,0.432,0.39,1.903
"2702",8,"Montana","Mineral","0.108",0.56,0.297,0.654,0.589,10.318
"2703",8,"Montana","Missoula","0.114",0.536,0.616,0.442,0.642,13.437
"2704",8,"Montana","Musselshell","0.136",0.531,0.224,0.299,0.586,0.119
"2705",8,"Montana","Park","0.151",0.531,0.42,0.375,0.756,7.015
"2706",8,"Montana","Petroleum","0.311",0.658,0.177,0.437,0.354,-0.322
"2707",8,"Montana","Phillips","0.19",0.524,0.369,0.516,0.735,6.438
"2708",8,"Montana","Pondera","0.098",0.61,0.319,0.409,0.576,6.063
"2709",8,"Montana","Powder River","0.123",0.567,0.27,0.332,0.622,2.66
"2710",8,"Montana","Powell","0.086",0.556,0.276,0.468,0.622,7.727
"2711",8,"Montana","Prairie","0.206",0.541,0.206,0.363,0.51,-0.077
"2712",8,"Montana","Ravalli","0.074",0.531,0.488,0.493,0.6,16.423
"2713",8,"Montana","Richland","0.106",0.537,0.383,0.331,0.6,5.18
"2714",8,"Montana","Roosevelt","0.153",0.565,0.455,0.595,0.514,8.194
"2715",8,"Montana","Rosebud","0.163",0.562,0.5,0.308,0.558,4.588
"2716",8,"Montana","Sanders","0.103",0.567,0.542,0.473,0.691,14.805
"2717",8,"Montana","Sheridan","0.121",0.588,0.29,0.323,0.867,7.094
"2718",8,"Montana","Silver Bow","0.079",0.493,0.348,0.401,0.682,9.441
"2719",8,"Montana","Stillwater","0.154",0.606,0.419,0.337,0.634,5.162
"2720",8,"Montana","Sweet Grass","0.125",0.62,0.315,0.33,0.723,5.505
"2721",8,"Montana","Teton","0.106",0.629,0.386,0.432,0.865,13.429
"2722",8,"Montana","Toole","0.048",0.526,0.299,0.263,0.773,10.149
"2723",8,"Montana","Treasure","0.093",0.666,0.232,0.267,0.405,-2.839
"2724",8,"Montana","Valley","0.266",0.552,0.45,0.407,0.912,5.799
"2725",8,"Montana","Wheatland","0.109",0.528,0.268,0.308,0.574,1.148
"2726",8,"Montana","Wibaux","0.168",0.567,0.197,0.296,0.573,-0.322
"2727",8,"Montana","Yellowstone","0.254",0.534,0.696,0.294,0.635,5.361
"2728",8,"North Dakota","Adams","0.183",0.574,0.311,0.248,0.743,2.577
"2729",8,"North Dakota","Barnes","0.121",0.545,0.445,0.345,0.711,8.073
"2730",8,"North Dakota","Benson","0.223",0.615,0.408,0.461,0.484,3.539
"2731",8,"North Dakota","Billings","0.171",0.614,0.256,0.511,0.47,2.781
"2732",8,"North Dakota","Bottineau","0.121",0.532,0.391,0.417,0.743,8.749
"2733",8,"North Dakota","Bowman","0.107",0.506,0.327,0.291,0.99,9.677
"2734",8,"North Dakota","Burke","0.108",0.601,0.307,0.262,0.637,2.92
"2735",8,"North Dakota","Burleigh","0.361",0.506,0.53,0.3,0.727,2.998
"2736",8,"North Dakota","Cass","0.268",0.545,0.707,0.4,0.623,6.095
"2737",8,"North Dakota","Cavalier","0.122",0.551,0.363,0.442,0.867,10.702
"2738",8,"North Dakota","Dickey","0.123",0.554,0.363,0.367,0.716,6.717
"2739",8,"North Dakota","Divide","0.082",0.485,0.33,0.238,0.814,6.719
"2740",8,"North Dakota","Dunn","0.139",0.61,0.304,0.358,0.771,5.879
"2741",8,"North Dakota","Eddy","0.103",0.595,0.216,0.382,0.496,0.803
"2742",8,"North Dakota","Emmons","0.117",0.591,0.348,0.282,0.843,7.421
"2743",8,"North Dakota","Foster","0.154",0.572,0.303,0.413,0.674,4.665
"2744",8,"North Dakota","Golden Valley","0.095",0.568,0.251,0.4,0.568,3.531
"2745",8,"North Dakota","Grand Forks","0.21",0.548,0.525,0.379,0.581,4.859
"2746",8,"North Dakota","Grant","0.184",0.622,0.276,0.277,0.496,0.084
"2747",8,"North Dakota","Griggs","0.157",0.567,0.304,0.271,0.62,1.671
"2748",8,"North Dakota","Hettinger","0.122",0.612,0.279,0.261,0.719,3.344
"2749",8,"North Dakota","Kidder","0.197",0.616,0.301,0.265,0.641,1.659
"2750",8,"North Dakota","LaMoure","0.116",0.624,0.405,0.333,0.655,6.948
"2751",8,"North Dakota","Logan","0.163",0.61,0.308,0.25,0.695,2.522
"2752",8,"North Dakota","McHenry","0.092",0.597,0.405,0.343,0.681,9.319
"2753",8,"North Dakota","McIntosh","0.113",0.6,0.318,0.3,0.736,5.578
"2754",8,"North Dakota","McKenzie","0.139",0.531,0.418,0.443,0.671,7.549
"2755",8,"North Dakota","McLean","0.115",0.592,0.51,0.399,0.843,13.818
"2756",8,"North Dakota","Mercer","0.125",0.55,0.487,0.314,0.676,7.611
"2757",8,"North Dakota","Morton","0.27",0.551,0.585,0.252,0.757,4.497
"2758",8,"North Dakota","Mountrail","0.138",0.573,0.412,0.376,0.575,5.235
"2759",8,"North Dakota","Nelson","0.209",0.604,0.384,0.386,0.735,4.885
"2760",8,"North Dakota","Oliver","0.107",0.589,0.279,0.279,0.49,-0.194
"2761",8,"North Dakota","Pembina","0.11",0.602,0.483,0.445,0.9,16.005
"2762",8,"North Dakota","Pierce","0.087",0.514,0.257,0.323,0.657,3.266
"2763",8,"North Dakota","Ramsey","0.174",0.537,0.344,0.408,0.873,6.727
"2764",8,"North Dakota","Ransom","0.168",0.581,0.335,0.324,0.767,4.618
"2765",8,"North Dakota","Renville","0.17",0.62,0.266,0.321,0.609,1.839
"2766",8,"North Dakota","Richland","0.139",0.594,0.469,0.36,0.689,7.808
"2767",8,"North Dakota","Rolette","0.09",0.482,0.376,0.472,0.646,10.147
"2768",8,"North Dakota","Sargent","0.303",0.65,0.33,0.336,0.729,2.596
"2769",8,"North Dakota","Sheridan","0.105",0.628,0.225,0.359,0.371,-1.544
"2770",8,"North Dakota","Sioux","0.261",0.65,0.276,0.567,0.065,-0.355
"2771",8,"North Dakota","Slope","0.172",0.652,0.183,0.415,0.378,-0.565
"2772",8,"North Dakota","Stark","0.1",0.529,0.51,0.289,0.742,10.516
"2773",8,"North Dakota","Steele","0.305",0.586,0.296,0.345,0.381,-0.093
"2774",8,"North Dakota","Stutsman","0.1",0.537,0.496,0.345,0.723,11.253
"2775",8,"North Dakota","Towner","0.093",0.61,0.339,0.377,0.618,7.045
"2776",8,"North Dakota","Traill","0.135",0.625,0.387,0.383,0.744,7.865
"2777",8,"North Dakota","Walsh","0.102",0.585,0.416,0.383,0.709,10.05
"2778",8,"North Dakota","Ward","0.093",0.537,0.631,0.373,0.656,15.33
"2779",8,"North Dakota","Wells","0.092",0.559,0.345,0.371,0.727,8.845
"2780",8,"North Dakota","Williams","0.098",0.51,0.52,0.313,0.665,9.914
"2781",8,"South Dakota","Aurora","0.09",0.677,0.252,0.229,0.824,5.883
"2782",8,"South Dakota","Beadle","0.145",0.535,0.36,0.248,0.753,4.04
"2783",8,"South Dakota","Bennett","0.151",0.455,0.212,0.555,0.33,0.212
"2784",8,"South Dakota","Bon Homme","0.097",0.586,0.341,0.358,0.776,9.286
