"","EPAREGION","State","County","Risk","Governance","Built Environment","Natural Environment","Society","CRSI"
"715",4,"Georgia","Warren","0.086",0.64,0.178,0.386,0.258,-4.994
"716",4,"Georgia","Washington","0.09",0.589,0.348,0.424,0.5,6.029
"717",4,"Georgia","Wayne","0.08",0.475,0.308,0.37,0.448,1.08
"718",4,"Georgia","Webster","0.1",0.517,0.13,0.441,0.189,-6.782
"719",4,"Georgia","Wheeler","0.066",0.532,0.193,0.366,0.374,-4.862
"720",4,"Georgia","White","0.265",0.493,0.219,0.426,0.527,0.606
"721",4,"Georgia","Whitfield","0.411",0.234,0.289,0.32,0.38,-1.128
"722",4,"Georgia","Wilcox","0.061",0.573,0.136,0.413,0.314,-7.121
"723",4,"Georgia","Wilkes","0.099",0.579,0.176,0.409,0.371,-2.184
"724",4,"Georgia","Wilkinson","0.114",0.59,0.263,0.395,0.509,2.308
"725",4,"Georgia","Worth","0.07",0.544,0.308,0.394,0.432,2.623
"726",4,"Kentucky","Adair","0.11",0.439,0.259,0.325,0.433,-2.023
"727",4,"Kentucky","Allen","0.132",0.318,0.265,0.354,0.259,-4.535
"728",4,"Kentucky","Anderson","0.17",0.703,0.275,0.326,0.556,1.929
"729",4,"Kentucky","Ballard","0.185",0.666,0.183,0.41,0.473,0.481
"730",4,"Kentucky","Barren","0.163",0.355,0.322,0.405,0.407,0.049
"731",4,"Kentucky","Bath","0.152",0.677,0.213,0.324,0.269,-2.831
"732",4,"Kentucky","Bell","0.199",0.454,0.277,0.451,0.224,-1.301
"733",4,"Kentucky","Boone","0.571",0.704,0.289,0.331,0.531,0.58
"734",4,"Kentucky","Bourbon","0.124",0.736,0.284,0.447,0.439,3.668
"735",4,"Kentucky","Boyd","0.304",0.665,0.236,0.396,0.399,0.166
"736",4,"Kentucky","Boyle","0.18",0.655,0.213,0.359,0.478,0.245
"737",4,"Kentucky","Bracken","0.095",0.724,0.199,0.36,0.306,-2.7
"738",4,"Kentucky","Breathitt","0.153",0.587,0.236,0.336,0.22,-3.43
"739",4,"Kentucky","Breckinridge","0.098",0.669,0.276,0.359,0.476,2.268
"740",4,"Kentucky","Bullitt","0.386",0.704,0.33,0.372,0.498,1.231
"741",4,"Kentucky","Butler","0.089",0.499,0.214,0.352,0.412,-2.896
"742",4,"Kentucky","Caldwell","0.148",0.596,0.232,0.39,0.474,0.706
"743",4,"Kentucky","Calloway","0.237",0.535,0.304,0.353,0.491,0.747
"744",4,"Kentucky","Campbell","0.389",0.719,0.174,0.329,0.473,-0.21
"745",4,"Kentucky","Carlisle","0.176",0.604,0.159,0.378,0.338,-2.156
"746",4,"Kentucky","Carroll","0.153",0.711,0.257,0.354,0.255,-1.51
"747",4,"Kentucky","Carter","0.119",0.649,0.272,0.354,0.275,-1.812
"748",4,"Kentucky","Casey","0.084",0.465,0.208,0.369,0.319,-5.279
"749",4,"Kentucky","Christian","0.288",0.534,0.363,0.449,0.383,1.23
"750",4,"Kentucky","Clark","0.172",0.631,0.308,0.35,0.424,0.833
"751",4,"Kentucky","Clay","0.163",0.545,0.224,0.424,0.218,-2.37
"752",4,"Kentucky","Clinton","0.134",0.437,0.199,0.391,0.348,-2.892
"753",4,"Kentucky","Crittenden","0.142",0.568,0.133,0.378,0.336,-3.422
"754",4,"Kentucky","Cumberland","0.128",0.437,0.135,0.35,0.353,-5.068
"755",4,"Kentucky","Daviess","0.397",0.678,0.359,0.341,0.595,1.618
"756",4,"Kentucky","Edmonson","0.099",0.437,0.199,0.443,0.266,-4.267
"757",4,"Kentucky","Elliott","0.122",0.622,0.165,0.311,0.24,-5.744
"758",4,"Kentucky","Estill","0.179",0.578,0.228,0.353,0.287,-2.137
"759",4,"Kentucky","Fayette","0.5",0.652,0.369,0.293,0.481,0.6
"760",4,"Kentucky","Fleming","0.163",0.678,0.225,0.319,0.369,-1.31
"761",4,"Kentucky","Floyd","0.17",0.621,0.282,0.243,0.385,-1.62
"762",4,"Kentucky","Franklin","0.243",0.656,0.226,0.335,0.568,0.814
"763",4,"Kentucky","Fulton","0.201",0.564,0.107,0.426,0.206,-3.479
"764",4,"Kentucky","Gallatin","0.175",0.72,0.2,0.353,0.324,-1.379
"765",4,"Kentucky","Garrard","0.115",0.632,0.253,0.359,0.428,0.242
"766",4,"Kentucky","Grant","0.103",0.677,0.299,0.37,0.481,3.164
"767",4,"Kentucky","Graves","0.2",0.531,0.288,0.373,0.447,0.473
"768",4,"Kentucky","Grayson","0.242",0.541,0.238,0.327,0.401,-0.966
"769",4,"Kentucky","Green","0.116",0.486,0.184,0.351,0.431,-2.692
"770",4,"Kentucky","Greenup","0.253",0.694,0.346,0.345,0.358,0.659
"771",4,"Kentucky","Hancock","0.204",0.731,0.222,0.363,0.475,0.726
"772",4,"Kentucky","Hardin","0.283",0.607,0.428,0.376,0.466,2.081
"773",4,"Kentucky","Harlan","0.198",0.423,0.266,0.326,0.291,-2.487
"774",4,"Kentucky","Harrison","0.135",0.698,0.236,0.394,0.479,1.744
"775",4,"Kentucky","Hart","0.138",0.461,0.215,0.332,0.264,-4.58
"776",4,"Kentucky","Henderson","0.252",0.693,0.399,0.412,0.432,2.453
"777",4,"Kentucky","Henry","0.11",0.715,0.219,0.369,0.443,0.695
"778",4,"Kentucky","Hickman","0.159",0.534,0.081,0.398,0.448,-2.468
"779",4,"Kentucky","Hopkins","0.198",0.593,0.368,0.35,0.494,2.046
"780",4,"Kentucky","Jackson","0.145",0.52,0.276,0.418,0.277,-1.2
"781",4,"Kentucky","Jefferson","0.675",0.665,0.507,0.23,0.466,0.735
"782",4,"Kentucky","Jessamine","0.344",0.632,0.283,0.364,0.436,0.398
"783",4,"Kentucky","Johnson","0.232",0.636,0.234,0.293,0.308,-1.786
"784",4,"Kentucky","Kenton","0.667",0.711,0.21,0.311,0.474,-0.051
"785",4,"Kentucky","Knott","0.123",0.59,0.287,0.346,0.215,-3.02
"786",4,"Kentucky","Knox","0.131",0.453,0.222,0.407,0.316,-2.553
"787",4,"Kentucky","Larue","0.097",0.581,0.212,0.364,0.513,0.497
"788",4,"Kentucky","Laurel","0.313",0.498,0.308,0.41,0.408,0.41
"789",4,"Kentucky","Lawrence","0.144",0.656,0.263,0.339,0.24,-2.35
"790",4,"Kentucky","Lee","0.174",0.595,0.232,0.356,0.233,-2.594
"791",4,"Kentucky","Leslie","0.16",0.552,0.243,0.412,0.164,-2.904
"792",4,"Kentucky","Letcher","0.143",0.528,0.278,0.306,0.204,-4.049
"793",4,"Kentucky","Lewis","0.138",0.631,0.166,0.328,0.217,-5.04
"794",4,"Kentucky","Lincoln","0.121",0.516,0.306,0.352,0.511,1.671
"795",4,"Kentucky","Livingston","0.237",0.61,0.189,0.352,0.44,-0.662
"796",4,"Kentucky","Logan","0.15",0.545,0.31,0.424,0.423,1.608
"797",4,"Kentucky","Lyon","0.188",0.511,0.159,0.532,0.496,1.153
"798",4,"Kentucky","Madison","0.373",0.598,0.394,0.379,0.458,1.287
"799",4,"Kentucky","Magoffin","0.3",0.596,0.178,0.294,0.214,-2.623
"800",4,"Kentucky","Marion","0.109",0.619,0.239,0.407,0.511,2.357
"801",4,"Kentucky","Marshall","0.369",0.557,0.278,0.349,0.502,0.384
"802",4,"Kentucky","Martin","0.168",0.614,0.238,0.31,0.063,-5.153
"803",4,"Kentucky","Mason","0.151",0.686,0.243,0.334,0.451,0.271
"804",4,"Kentucky","McCracken","0.615",0.605,0.29,0.373,0.517,0.507
"805",4,"Kentucky","McCreary","0.161",0.39,0.213,0.496,0.165,-3.092
"806",4,"Kentucky","McLean","0.171",0.666,0.19,0.379,0.407,-0.557
"807",4,"Kentucky","Meade","0.114",0.662,0.301,0.393,0.343,0.897
"808",4,"Kentucky","Menifee","0.204",0.612,0.261,0.412,0.386,0.383
"809",4,"Kentucky","Mercer","0.18",0.649,0.281,0.337,0.465,0.773
"810",4,"Kentucky","Metcalfe","0.067",0.403,0.143,0.375,0.266,-11.52
"811",4,"Kentucky","Monroe","0.16",0.359,0.147,0.35,0.244,-5.658
"812",4,"Kentucky","Montgomery","0.194",0.677,0.278,0.388,0.393,0.736
"813",4,"Kentucky","Morgan","0.339",0.642,0.253,0.304,0.381,-0.551
"814",4,"Kentucky","Muhlenberg","0.129",0.543,0.293,0.374,0.508,1.88
"815",4,"Kentucky","Nelson","0.162",0.687,0.346,0.404,0.566,4.397
"816",4,"Kentucky","Nicholas","0.106",0.688,0.152,0.378,0.39,-2.031
"817",4,"Kentucky","Ohio","0.137",0.668,0.299,0.376,0.486,2.522
"818",4,"Kentucky","Oldham","0.41",0.747,0.288,0.346,0.538,1.032
"819",4,"Kentucky","Owen","0.096",0.639,0.27,0.352,0.41,0.312
"820",4,"Kentucky","Owsley","0.227",0.589,0.202,0.377,0.254,-1.961
"821",4,"Kentucky","Pendleton","0.119",0.703,0.253,0.384,0.52,2.882
"822",4,"Kentucky","Perry","0.195",0.574,0.306,0.299,0.279,-1.687
"823",4,"Kentucky","Pike","0.151",0.613,0.478,0.271,0.32,1.218
"824",4,"Kentucky","Powell","0.2",0.59,0.272,0.408,0.298,-0.481
"825",4,"Kentucky","Pulaski","0.329",0.411,0.307,0.469,0.427,0.671
"826",4,"Kentucky","Robertson","0.128",0.671,0.184,0.353,0.195,-4.572
"827",4,"Kentucky","Rockcastle","0.2",0.531,0.306,0.375,0.386,0.12
"828",4,"Kentucky","Rowan","0.225",0.646,0.321,0.408,0.444,1.676
"829",4,"Kentucky","Russell","0.147",0.418,0.192,0.454,0.478,-0.114
"830",4,"Kentucky","Scott","0.252",0.708,0.338,0.382,0.453,1.736
"831",4,"Kentucky","Shelby","0.215",0.689,0.376,0.411,0.519,3.348
"832",4,"Kentucky","Simpson","0.145",0.398,0.24,0.396,0.386,-1.605
"833",4,"Kentucky","Spencer","0.087",0.73,0.278,0.349,0.568,5.104
"834",4,"Kentucky","Taylor","0.151",0.501,0.215,0.472,0.469,1.029
"835",4,"Kentucky","Todd","0.125",0.556,0.23,0.443,0.34,-0.607
"836",4,"Kentucky","Trigg","0.134",0.499,0.23,0.564,0.452,2.9
"837",4,"Kentucky","Trimble","0.148",0.707,0.126,0.342,0.395,-2.303
"838",4,"Kentucky","Union","0.138",0.672,0.258,0.416,0.421,1.518
"839",4,"Kentucky","Warren","0.297",0.365,0.408,0.324,0.466,0.551
"840",4,"Kentucky","Washington","0.12",0.705,0.23,0.354,0.605,3.137
"841",4,"Kentucky","Wayne","0.121",0.334,0.188,0.352,0.332,-5.349
"842",4,"Kentucky","Webster","0.282",0.692,0.235,0.383,0.475,0.69
"843",4,"Kentucky","Whitley","0.21",0.481,0.236,0.384,0.374,-0.994
"844",4,"Kentucky","Wolfe","0.189",0.551,0.159,0.384,0.13,-4.377
"845",4,"Kentucky","Woodford","0.195",0.651,0.303,0.45,0.471,2.502
"846",4,"Mississippi","Adams","0.19",0.602,0.3,0.467,0.467,2.446
"847",4,"Mississippi","Alcorn","0.122",0.45,0.317,0.327,0.44,-0.311
"848",4,"Mississippi","Amite","0.204",0.508,0.358,0.449,0.364,1.385
"849",4,"Mississippi","Attala","0.229",0.602,0.299,0.386,0.353,0.174
"850",4,"Mississippi","Benton","0.332",0.6,0.233,0.445,0.164,-1.086
"851",4,"Mississippi","Bolivar","0.249",0.681,0.445,0.456,0.365,2.833
"852",4,"Mississippi","Calhoun","0.114",0.607,0.326,0.363,0.301,-0.375
"853",4,"Mississippi","Carroll","0.268",0.606,0.298,0.367,0.304,-0.378
"854",4,"Mississippi","Chickasaw","0.176",0.605,0.339,0.528,0.347,2.767
"855",4,"Mississippi","Choctaw","0.31",0.626,0.282,0.418,0.392,0.573
"856",4,"Mississippi","Claiborne","0.281",0.505,0.228,0.403,0.386,-0.499
"857",4,"Mississippi","Clarke","0.251",0.505,0.347,0.415,0.384,0.815
"858",4,"Mississippi","Clay","0.244",0.58,0.341,0.49,0.306,1.212
"859",4,"Mississippi","Coahoma","0.204",0.664,0.346,0.463,0.345,1.961
"860",4,"Mississippi","Copiah","0.191",0.463,0.355,0.41,0.399,1.055
"861",4,"Mississippi","Covington","0.28",0.485,0.334,0.423,0.441,1.006
"862",4,"Mississippi","DeSoto","0.638",0.677,0.433,0.423,0.449,1.182
"863",4,"Mississippi","Forrest","0.586",0.428,0.394,0.516,0.465,1.127
"864",4,"Mississippi","Franklin","0.26",0.586,0.219,0.459,0.377,0.151
"865",4,"Mississippi","George","0.178",0.358,0.328,0.533,0.473,2.649
"866",4,"Mississippi","Greene","0.208",0.426,0.324,0.481,0.317,0.448
"867",4,"Mississippi","Grenada","0.212",0.616,0.296,0.4,0.376,0.602
"868",4,"Mississippi","Hancock","0.429",0.388,0.43,0.451,0.336,0.708
"869",4,"Mississippi","Harrison","0.754",0.485,0.462,0.453,0.428,0.891
"870",4,"Mississippi","Hinds","0.392",0.521,0.554,0.4,0.519,2.55
"871",4,"Mississippi","Holmes","0.214",0.63,0.327,0.444,0.293,0.793
"872",4,"Mississippi","Humphreys","0.281",0.666,0.229,0.55,0.242,0.366
"873",4,"Mississippi","Issaquena","0.419",0.678,0.232,0.459,0.103,-0.891
"874",4,"Mississippi","Itawamba","0.141",0.507,0.262,0.4,0.37,-0.599
"875",4,"Mississippi","Jackson","0.427",0.437,0.473,0.599,0.391,2.199
"876",4,"Mississippi","Jasper","0.262",0.547,0.365,0.493,0.343,1.541
"877",4,"Mississippi","Jefferson","0.298",0.511,0.248,0.409,0.248,-1.128
"878",4,"Mississippi","Jefferson Davis","0.241",0.52,0.286,0.438,0.292,-0.279
"879",4,"Mississippi","Jones","0.26",0.496,0.415,0.455,0.435,2.216
"880",4,"Mississippi","Kemper","0.31",0.555,0.382,0.403,0.313,0.575
"881",4,"Mississippi","Lafayette","0.22",0.543,0.448,0.479,0.429,3.446
"882",4,"Mississippi","Lamar","0.513",0.501,0.424,0.48,0.442,1.324
"883",4,"Mississippi","Lauderdale","0.293",0.538,0.46,0.414,0.482,2.476
"884",4,"Mississippi","Lawrence","0.32",0.529,0.315,0.426,0.427,0.79
"885",4,"Mississippi","Leake","0.239",0.544,0.302,0.405,0.402,0.555
"886",4,"Mississippi","Lee","0.521",0.606,0.401,0.388,0.489,1.132
"887",4,"Mississippi","Leflore","0.185",0.645,0.329,0.445,0.38,1.955
"888",4,"Mississippi","Lincoln","0.197",0.519,0.383,0.378,0.511,2.387
"889",4,"Mississippi","Lowndes","0.391",0.535,0.398,0.505,0.497,2.082
"890",4,"Mississippi","Madison","0.478",0.555,0.51,0.42,0.539,2.109
"891",4,"Mississippi","Marion","0.271",0.458,0.364,0.445,0.428,1.339
"892",4,"Mississippi","Marshall","0.186",0.588,0.386,0.394,0.369,1.655
"893",4,"Mississippi","Monroe","0.157",0.546,0.415,0.483,0.429,4.337
"894",4,"Mississippi","Montgomery","0.225",0.596,0.235,0.333,0.521,0.29
"895",4,"Mississippi","Neshoba","0.283",0.559,0.363,0.419,0.366,0.977
"896",4,"Mississippi","Newton","0.263",0.588,0.306,0.463,0.475,1.805
"897",4,"Mississippi","Noxubee","0.263",0.55,0.251,0.488,0.331,0.256
"898",4,"Mississippi","Oktibbeha","0.264",0.565,0.42,0.447,0.363,1.877
"899",4,"Mississippi","Panola","0.191",0.592,0.371,0.419,0.396,2.035
"900",4,"Mississippi","Pearl River","0.384",0.366,0.427,0.472,0.405,1.202
"901",4,"Mississippi","Perry","0.211",0.412,0.318,0.655,0.307,2.234
"902",4,"Mississippi","Pike","0.237",0.51,0.346,0.439,0.471,1.841
"903",4,"Mississippi","Pontotoc","0.234",0.603,0.315,0.387,0.445,1.136
"904",4,"Mississippi","Prentiss","0.142",0.481,0.292,0.333,0.419,-0.692
"905",4,"Mississippi","Quitman","0.193",0.667,0.18,0.476,0.272,-0.76
"906",4,"Mississippi","Rankin","0.652",0.531,0.566,0.393,0.544,1.645
"907",4,"Mississippi","Scott","0.336",0.542,0.385,0.58,0.421,2.442
"908",4,"Mississippi","Sharkey","0.301",0.652,0.09,0.572,0.138,-1.44
"909",4,"Mississippi","Simpson","0.227",0.503,0.311,0.388,0.53,1.446
"910",4,"Mississippi","Smith","0.262",0.552,0.331,0.464,0.398,1.361
"911",4,"Mississippi","Stone","0.208",0.398,0.361,0.563,0.425,2.78
"912",4,"Mississippi","Sunflower","0.164",0.685,0.357,0.458,0.339,2.613
"913",4,"Mississippi","Tallahatchie","0.118",0.64,0.256,0.43,0.318,0.028
"914",4,"Mississippi","Tate","0.172",0.622,0.284,0.411,0.401,1.035
"915",4,"Mississippi","Tippah","0.144",0.591,0.327,0.33,0.348,-0.291
"916",4,"Mississippi","Tishomingo","0.125",0.332,0.278,0.471,0.342,-0.776
"917",4,"Mississippi","Tunica","0.386",0.649,0.243,0.478,0.209,-0.306
"918",4,"Mississippi","Union","0.165",0.585,0.338,0.342,0.424,0.958
"919",4,"Mississippi","Walthall","0.206",0.465,0.291,0.438,0.405,0.543
"920",4,"Mississippi","Warren","0.335",0.634,0.36,0.444,0.468,1.806
"921",4,"Mississippi","Washington","0.209",0.639,0.324,0.447,0.4,1.858
"922",4,"Mississippi","Wayne","0.196",0.426,0.312,0.445,0.304,-0.258
"923",4,"Mississippi","Webster","0.261",0.637,0.271,0.36,0.316,-0.524
"924",4,"Mississippi","Wilkinson","0.21",0.571,0.309,0.413,0.397,0.914
"925",4,"Mississippi","Winston","0.384",0.543,0.313,0.449,0.435,0.879
"926",4,"Mississippi","Yalobusha","0.095",0.61,0.26,0.46,0.36,1.472
"927",4,"Mississippi","Yazoo","0.241",0.6,0.333,0.49,0.296,1.14
"928",4,"North Carolina","Alamance","0.376",0.562,0.435,0.336,0.471,1.258
"929",4,"North Carolina","Alexander","0.2",0.517,0.335,0.345,0.466,0.856
"930",4,"North Carolina","Alleghany","0.123",0.375,0.341,0.362,0.384,-0.577
"931",4,"North Carolina","Anson","0.109",0.485,0.356,0.381,0.385,1.165
"932",4,"North Carolina","Ashe","0.12",0.257,0.378,0.354,0.48,0.654
"933",4,"North Carolina","Avery","0.174",0.259,0.393,0.434,0.481,1.81
"934",4,"North Carolina","Beaufort","0.381",0.597,0.459,0.519,0.513,2.897
"935",4,"North Carolina","Bertie","0.156",0.624,0.382,0.508,0.545,6.159
"936",4,"North Carolina","Bladen","0.132",0.471,0.482,0.481,0.367,4.991
"937",4,"North Carolina","Brunswick","0.356",0.541,0.589,0.491,0.418,3.199
"938",4,"North Carolina","Buncombe","0.506",0.251,0.502,0.332,0.551,0.964
"939",4,"North Carolina","Burke","0.286",0.253,0.444,0.441,0.383,0.953
"940",4,"North Carolina","Cabarrus","0.649",0.655,0.363,0.322,0.508,0.633
"941",4,"North Carolina","Caldwell","0.284",0.384,0.355,0.405,0.466,0.841
"942",4,"North Carolina","Camden","0.226",0.63,0.335,0.556,0.437,3.31
"943",4,"North Carolina","Carteret","0.307",0.625,0.44,0.697,0.481,4.747
"944",4,"North Carolina","Caswell","0.127",0.57,0.38,0.394,0.347,1.84
"945",4,"North Carolina","Catawba","0.506",0.458,0.519,0.37,0.509,1.484
"946",4,"North Carolina","Chatham","0.226",0.526,0.535,0.396,0.498,4.002
"947",4,"North Carolina","Cherokee","0.227",0.228,0.367,0.456,0.54,1.702
"948",4,"North Carolina","Chowan","0.143",0.594,0.287,0.582,0.463,4.907
"949",4,"North Carolina","Clay","0.169",0.212,0.325,0.522,0.556,2.681
"950",4,"North Carolina","Cleveland","0.291",0.432,0.429,0.369,0.491,1.542
"951",4,"North Carolina","Columbus","0.124",0.447,0.546,0.488,0.529,9.187
"952",4,"North Carolina","Craven","0.383",0.577,0.512,0.616,0.436,3.427
"953",4,"North Carolina","Cumberland","0.585",0.523,0.471,0.389,0.443,1.037
"954",4,"North Carolina","Currituck","0.201",0.637,0.397,0.614,0.421,5.123
"955",4,"North Carolina","Dare","0.389",0.546,0.444,0.742,0.553,4.219
"956",4,"North Carolina","Davidson","0.317",0.599,0.457,0.366,0.466,1.989
"957",4,"North Carolina","Davie","0.191",0.609,0.387,0.353,0.536,2.935
"958",4,"North Carolina","Duplin","0.105",0.55,0.52,0.383,0.339,5.17
"959",4,"North Carolina","Durham","0.585",0.54,0.394,0.328,0.451,0.483
"960",4,"North Carolina","Edgecombe","0.15",0.539,0.375,0.438,0.425,2.98
"961",4,"North Carolina","Forsyth","0.553",0.566,0.396,0.25,0.456,0.236
"962",4,"North Carolina","Franklin","0.21",0.549,0.493,0.448,0.443,3.983
"963",4,"North Carolina","Gaston","0.686",0.55,0.534,0.316,0.455,0.937
"964",4,"North Carolina","Gates","0.129",0.631,0.318,0.532,0.486,5.737
"965",4,"North Carolina","Graham","0.179",0.238,0.328,0.513,0.426,1.176
"966",4,"North Carolina","Granville","0.217",0.553,0.416,0.421,0.443,2.599
"967",4,"North Carolina","Greene","0.222",0.538,0.332,0.435,0.402,1.277
"968",4,"North Carolina","Guilford","0.57",0.572,0.514,0.36,0.47,1.32
"969",4,"North Carolina","Halifax","0.129",0.562,0.483,0.439,0.396,5.473
"970",4,"North Carolina","Harnett","0.254",0.551,0.443,0.418,0.418,2.292
"971",4,"North Carolina","Haywood","0.202",0.234,0.44,0.446,0.559,2.978
"972",4,"North Carolina","Henderson","0.474",0.25,0.403,0.301,0.52,0.179
"973",4,"North Carolina","Hertford","0.153",0.672,0.361,0.426,0.443,3.606
"974",4,"North Carolina","Hoke","0.201",0.528,0.37,0.44,0.389,1.774
"975",4,"North Carolina","Hyde","0.441",0.497,0.305,0.662,0.587,2.472
"976",4,"North Carolina","Iredell","0.582",0.609,0.471,0.325,0.5,1.109
"977",4,"North Carolina","Jackson","0.238",0.288,0.457,0.414,0.52,2.304
"978",4,"North Carolina","Johnston","0.406",0.536,0.573,0.412,0.491,2.562
"979",4,"North Carolina","Jones","0.191",0.606,0.341,0.605,0.365,3.757
"980",4,"North Carolina","Lee","0.432",0.501,0.365,0.349,0.476,0.617
"981",4,"North Carolina","Lenoir","0.184",0.53,0.363,0.427,0.465,2.497
"982",4,"North Carolina","Lincoln","0.463",0.481,0.374,0.406,0.47,0.863
"983",4,"North Carolina","Macon","0.309",0.231,0.407,0.472,0.591,2.07
"984",4,"North Carolina","Madison","0.189",0.325,0.405,0.33,0.523,1.285
"985",4,"North Carolina","Martin","0.154",0.568,0.434,0.504,0.478,5.856
"986",4,"North Carolina","McDowell","0.262",0.28,0.358,0.445,0.36,0.14
"987",4,"North Carolina","Mecklenburg","0.693",0.594,0.661,0.231,0.449,1.162
"988",4,"North Carolina","Mitchell","0.148",0.226,0.306,0.378,0.522,-0.034
"989",4,"North Carolina","Montgomery","0.134",0.522,0.42,0.379,0.355,2.021
"990",4,"North Carolina","Moore","0.199",0.503,0.501,0.318,0.483,2.856
"991",4,"North Carolina","Nash","0.222",0.551,0.501,0.433,0.474,3.977
"992",4,"North Carolina","New Hanover","0.588",0.553,0.389,0.537,0.531,1.619
"993",4,"North Carolina","Northampton","0.117",0.597,0.488,0.43,0.389,6.156
"994",4,"North Carolina","Onslow","0.39",0.632,0.459,0.555,0.364,2.395
"995",4,"North Carolina","Orange","0.184",0.56,0.365,0.442,0.442,2.646
"996",4,"North Carolina","Pamlico","0.29",0.684,0.308,0.631,0.502,3.587
"997",4,"North Carolina","Pasquotank","0.289",0.636,0.309,0.529,0.448,2.216
"998",4,"North Carolina","Pender","0.126",0.567,0.471,0.499,0.494,8.065
"999",4,"North Carolina","Perquimans","0.156",0.625,0.315,0.586,0.388,4.27
"1000",4,"North Carolina","Person","0.132",0.561,0.36,0.385,0.514,3.601
"1001",4,"North Carolina","Pitt","0.362",0.549,0.514,0.433,0.496,2.644
"1002",4,"North Carolina","Polk","0.191",0.458,0.37,0.284,0.556,1.232
"1003",4,"North Carolina","Randolph","0.187",0.564,0.539,0.391,0.435,4.376
"1004",4,"North Carolina","Richmond","0.195",0.484,0.419,0.366,0.354,0.995
"1005",4,"North Carolina","Robeson","0.176",0.497,0.561,0.445,0.429,5.291
"1006",4,"North Carolina","Rockingham","0.224",0.515,0.448,0.383,0.438,2.268
"1007",4,"North Carolina","Rowan","0.326",0.616,0.436,0.351,0.457,1.655
"1008",4,"North Carolina","Rutherford","0.195",0.314,0.493,0.376,0.453,2.253
"1009",4,"North Carolina","Sampson","0.126",0.555,0.489,0.401,0.417,5.259
"1010",4,"North Carolina","Scotland","0.172",0.529,0.398,0.405,0.386,1.992
"1011",4,"North Carolina","Stanly","0.204",0.596,0.38,0.329,0.545,2.394
"1012",4,"North Carolina","Stokes","0.148",0.473,0.415,0.296,0.485,1.761
"1013",4,"North Carolina","Surry","0.217",0.531,0.399,0.335,0.447,1.37
"1014",4,"North Carolina","Swain","0.195",0.209,0.417,0.542,0.544,3.698
"1015",4,"North Carolina","Transylvania","0.221",0.279,0.397,0.431,0.609,2.67
"1016",4,"North Carolina","Tyrrell","0.565",0.574,0.247,0.701,0.417,1.374
"1017",4,"North Carolina","Union","0.445",0.636,0.484,0.347,0.518,1.787
"1018",4,"North Carolina","Vance","0.141",0.513,0.336,0.411,0.49,2.707
"1019",4,"North Carolina","Wake","0.714",0.54,0.736,0.326,0.509,1.827
"1020",4,"North Carolina","Warren","0.136",0.572,0.407,0.432,0.347,2.952
"1021",4,"North Carolina","Washington","0.288",0.544,0.268,0.604,0.399,1.83
"1022",4,"North Carolina","Watauga","0.165",0.256,0.385,0.353,0.45,0.199
"1023",4,"North Carolina","Wayne","0.206",0.53,0.473,0.385,0.432,2.847
"1024",4,"North Carolina","Wilkes","0.15",0.483,0.379,0.341,0.401,0.803
"1025",4,"North Carolina","Wilson","0.308",0.54,0.38,0.451,0.484,1.978
"1026",4,"North Carolina","Yadkin","0.112",0.605,0.404,0.37,0.469,4.592
"1027",4,"North Carolina","Yancey","0.159",0.225,0.281,0.38,0.499,-0.685
"1028",4,"South Carolina","Abbeville","0.153",0.568,0.335,0.4,0.464,2.332
"1029",4,"South Carolina","Aiken","0.371",0.522,0.509,0.403,0.491,2.254
"1030",4,"South Carolina","Allendale","0.192",0.469,0.182,0.39,0.268,-2.91
"1031",4,"South Carolina","Anderson","0.536",0.567,0.506,0.441,0.506,1.847
"1032",4,"South Carolina","Bamberg","0.115",0.516,0.275,0.37,0.333,-1.619
"1033",4,"South Carolina","Barnwell","0.153",0.514,0.278,0.487,0.412,1.693
"1034",4,"South Carolina","Beaufort","0.432",0.536,0.372,0.502,0.493,1.691
"1035",4,"South Carolina","Berkeley","0.445",0.588,0.565,0.656,0.428,3.477
"1036",4,"South Carolina","Calhoun","0.142",0.553,0.338,0.361,0.511,2.412
"1037",4,"South Carolina","Charleston","0.586",0.574,0.553,0.611,0.508,2.643
"1038",4,"South Carolina","Cherokee","0.295",0.534,0.376,0.26,0.355,-0.436
"1039",4,"South Carolina","Chester","0.166",0.57,0.365,0.342,0.37,0.671
"1040",4,"South Carolina","Chesterfield","0.148",0.459,0.373,0.383,0.343,0.449
"1041",4,"South Carolina","Clarendon","0.142",0.588,0.401,0.457,0.38,3.698
"1042",4,"South Carolina","Colleton","0.15",0.53,0.419,0.488,0.496,5.458
"1043",4,"South Carolina","Darlington","0.172",0.428,0.402,0.4,0.409,1.665
"1044",4,"South Carolina","Dillon","0.098",0.498,0.341,0.399,0.338,0.521
"1045",4,"South Carolina","Dorchester","0.458",0.575,0.409,0.489,0.489,1.807
"1046",4,"South Carolina","Edgefield","0.157",0.549,0.282,0.51,0.371,1.778
"1047",4,"South Carolina","Fairfield","0.109",0.504,0.376,0.357,0.469,2.79
"1048",4,"South Carolina","Florence","0.323",0.5,0.466,0.456,0.501,2.626
"1049",4,"South Carolina","Georgetown","0.157",0.531,0.458,0.524,0.432,5.631
"1050",4,"South Carolina","Greenville","0.785",0.506,0.575,0.315,0.513,1.046
