tribe,time,avg_amen_rank_t1,avg_amen_rank_t2,avg_oil_avg_t1,avg_oil_avg_t2,avg_gas_avg_t1,avg_gas_avg_t2,avg_precip_t1,avg_precip_t2,avg_risk_t1,avg_risk_t2,avg_governance_t1,avg_governance_t2,avg_built_env_t1,avg_built_env_t2,avg_natural_env_t1,avg_natural_env_t2,avg_society_t1,avg_society_t2,avg_crsi_t1,avg_crsi_t2,avg_amenity_change_score,avg_oil_change_score,avg_gas_change_score,avg_precip_change_score,avg_risk_change_score,avg_governance_change_score,avg_built_env_change_score,avg_natural_env_change_score,avg_society_change_score,avg_crsi_change_score,avg_lat_t1,avg_lon_t1,avg_lat_t2,avg_lon_t2,mid_lat_t1,mid_lon_t1,mid_lat_t2,mid_lon_t2,n_record,n_unique_FIPS_t1,n_unique_FIPS_t2,avg_dist,mid_dist
Makah,Time 1 and 2,6,6,0,0,0,0,2235.4716160000007,2235.4716160000007,0.085,0.085,0.374,0.374,0.508,0.508,0.451,0.451,0.514,0.514,9.983,9.983,0,0,0,0,0,0,0,0,0,0,48.04792268112444,-123.92308680661873,48.04792268112444,-123.92308680661873,48.04792268112443,-123.92308680661873,48.04792268112443,-123.92308680661873,1,1,1,0,0
Mandan,Time 1 and 2,3.142857142857143,3.1666666666666665,2961219.8214285714,4417891.333333333,11357742.32142857,5014213.166666667,391.8955420785714,418.00455413333333,0.15660714285714286,0.12483333333333334,0.5625,0.5655,0.37725000000000003,0.46033333333333337,0.3395714285714286,0.37716666666666665,0.6472142857142857,0.6986666666666667,5.1698571428571425,9.237,0.023809523809523725,1456671.5119047617,-6343529.154761904,26.109012054761934,-0.031773809523809524,0.0030000000000000027,0.08308333333333334,0.03759523809523807,0.051452380952380916,4.067142857142858,46.85868299761339,-103.3976872559735,47.74137434255846,-102.17700990409207,46.87116759131316,-103.4119755994374,47.74352029609649,-102.1774194941615,168,28,6,134.70781784862749,134.58504608454027
Maricopa,Time 1 and 2,5.4,6,0,0,0,0,297.24072309999997,240.81810710000002,0.2876,0.6619999999999999,0.46140000000000003,0.47200000000000003,0.7722,0.9420000000000001,0.3816,0.276,0.42560000000000003,0.47100000000000003,5.3282,2.4,0.5999999999999996,0,0,-56.42261599999995,0.3743999999999999,0.010599999999999998,0.16980000000000006,-0.10559999999999997,0.045399999999999996,-2.9282,32.530402096750684,-112.07594463301429,33.35132079608014,-112.49095222756152,32.5348801466973,-112.07178391229958,33.35132079608014,-112.49095222756152,5,5,1,99.26846761665394,98.9625292615904
Mdewakanton Sioux,Time 1 and 2,2.8780487804878048,2,388837.8292682927,0,2982874.463414634,0,659.5865335858896,787.3024154999999,0.1827361963190184,0.504,0.6268527607361963,0.74,0.34523312883435586,0.42100000000000004,0.388159509202454,0.404,0.6399938650306748,0.6659999999999999,4.990128834355828,2.307,-0.8780487804878048,-388837.8292682927,-2982874.463414634,127.71588191411035,0.3212638036809816,0.11314723926380366,0.07576687116564418,0.015840490797546014,0.026006134969325134,-2.6831288343558284,43.53325190572033,-97.80132020329891,44.649161619713574,-93.53334114784974,NaN,NaN,44.649161619713574,-93.53334114784975,164,164,1,363.09130611071066,NaN
Me-Wuk,Time 1 and 2,6.296296296296297,6.666666666666667,255055.8148148148,0,1758410.148148148,0,718.4000616996296,942.7086409666666,0.2878148148148148,0.1585,0.27751851851851855,0.2658333333333333,0.6585185185185185,0.5316666666666667,0.4478888888888889,0.4633333333333334,0.4845185185185185,0.51,5.083185185185185,6.242333333333333,0.37037037037037024,-255055.8148148148,-1758410.148148148,224.30857926703698,-0.1293148148148148,-0.011685185185185243,-0.12685185185185177,0.015444444444444483,0.025481481481481494,1.159148148148148,37.76606068557904,-120.7103019817453,38.417046641160226,-120.55457020128367,37.784798344316755,-120.6729218331896,38.42268206022728,-120.54867703043693,162,27,6,73.74060692485848,71.83806952807618
Menominee,Time 1 and 2,2.4838709677419355,2.3333333333333335,0,0,0,0,785.53829657000006,783.9829199,0.23719354838709678,0.29833333333333334,0.7471935483870967,0.712,0.464741935483871,0.43133333333333335,0.43103225806451617,0.5196666666666667,0.6249032258064516,0.47000000000000003,6.932096774193548,6.732333333333333,-0.15053763440860202,0,0,-1.5553766700001006,0.061139784946236564,-0.03519354838709676,-0.03340860215053765,0.08863440860215055,-0.1549032258064516,-0.1997634408602149,44.74305225677635,-89.36291116118066,44.62092188770978,-88.70634633563766,44.767379140039544,-89.34182861498748,44.62093421750601,-88.70608862837672,93,31,3,53.71619332532386,52.88375192634817
Mescalero Apache,Time 1 and 2,5.127659574468085,5,1879169.7872340425,0,32733164.702127658,0,379.5688906510638,391.20141265,0.16036170212765957,0.17900000000000002,0.5373191489361703,0.537,0.48008510638297874,0.5885,0.45051063829787236,0.5805,0.474468085106383,0.5205,5.573021276595744,10.308499999999999,-0.12765957446808507,-1879169.7872340425,-32733164.702127658,11.632521998936227,0.018638297872340448,-3.1914893617024376e-4,0.10841489361702128,0.12998936170212766,0.046031914893616965,4.735478723404254,33.600533396796905,-105.95105212834565,33.18148969254358,-105.60037093981546,33.62903981527117,-105.93414577857412,33.181570140636836,-105.60128639898218,94,47,2,56.90658459649133,58.63482608584042
Miami,Time 1 and 2,2.610091743119266,3,72314.09633027524,0,357316.75688073394,0,1051.2432871385322,1131.45203,0.2219633027522936,0.23700000000000002,0.6680275229357798,0.643,0.3881926605504587,0.41600000000000004,0.43371100917431193,0.459,0.5315275229357799,0.41100000000000003,4.732752293577982,2.8909999999999996,0.38990825688073416,-72314.09633027524,-357316.75688073394,80.20874286146773,0.015036697247706426,-0.02502752293577981,0.027807339449541335,0.025288990825688085,-0.12052752293577984,-1.8417522935779824,39.69167605193903,-86.09574495454028,36.835506103148504,-94.81012266163275,39.72817224912629,-86.11700221087123,36.83550610314852,-94.81012266163275,218,218,1,824.905954304424,824.5905710145995
Miccosukee,Time 1 and 2,4.787878787878788,6,39654.91044776119,296,83620.89552238806,25,1367.196670153846,1350.6046440000002,0.31149253731343285,0.6725,0.4667611940298508,0.46900000000000003,0.48526865671641795,0.772,0.4264626865671642,0.492,0.43395522388059704,0.4675,2.2361641791044775,2.4924999999999997,1.212121212121212,-39358.91044776119,-83595.89552238806,-16.592026153845836,0.36100746268656714,0.002238805970149249,0.2867313432835821,0.06553731343283581,0.033544776119402986,0.2563358208955222,28.94554295827978,-82.70043070882913,25.881924494266904,-80.51943771094733,28.956908279973973,-82.68203728619946,25.881928044112406,-80.51951131334113,134,67,2,403.4075821110134,403.5024280937256
Mission,Time 1 and 2,6,6.5,3510521.272727273,0,2066481.9090909092,2.5,361.23629324454544,286.08780015,0.328,0.4195,0.3332727272727273,0.382,0.837,0.9205000000000001,0.39272727272727276,0.5035000000000001,0.45890909090909093,0.504,5.335727272727273,4.942500000000001,0.5,-3510521.272727273,-2066479.4090909092,-75.14849309454542,0.09149999999999997,0.04872727272727273,0.08350000000000013,0.1107727272727273,0.04509090909090907,-0.3932272727272723,35.10809124624373,-118.09146749218576,33.389811102174036,-116.36500334456439,35.12040992747833,-118.06221502026007,33.390365119431735,-116.3665166057913,22,11,2,248.63586577412505,247.8456707681636
Missouria,Time 1 and 2,2.607843137254902,3,12126.764705882353,791095,273094.45098039217,2298428,838.531324672549,976.3775126999999,0.19211764705882353,0.14350000000000002,0.633313725490196,0.6669999999999999,0.36647058823529416,0.356,0.3874705882352941,0.43150000000000005,0.6728235294117647,0.548,5.620274509803921,5.2379999999999995,0.392156862745098,778968.2352941176,2025333.5490196077,137.84618802745092,-0.048617647058823515,0.03368627450980388,-0.010470588235294176,0.04402941176470593,-0.12482352941176467,-0.3822745098039215,41.21475558596733,-95.46310599222942,36.3537244431752,-96.9663571395767,41.221475113163464,-95.47249329630155,36.35401239646632,-96.9662352136,102,51,2,556.6006518108383,557.1029629548282
Modoc,Time 1 and 2,5.583333333333333,4.5,0,0,86276.08333333333,0,930.3472654666666,914.4540826499999,0.16708333333333333,0.17900000000000002,0.34808333333333336,0.4675,0.5415,0.5595,0.5375833333333333,0.44700000000000006,0.47108333333333335,0.42300000000000004,7.195916666666666,5.9375,-1.083333333333333,0,-86276.08333333333,-15.893182816666695,0.011916666666666687,0.11941666666666667,0.018000000000000016,-0.09058333333333324,-0.04808333333333331,-1.2584166666666663,42.4858592125932,-121.53986479149302,39.76402052572954,-108.230107897541,42.4976019874243,-121.56436139693695,40.54432824756012,-107.64818741032427,24,12,2,1155.095549634964,1178.6477175202522
Mohave,Time 1 and 2,5.6,5.5,1264.4,1580.5,19.4,24.25,197.68183964,200.01951864999998,0.2586,0.24425000000000002,0.41840000000000005,0.41400000000000003,0.8394,0.8240000000000001,0.4338,0.4,0.4308,0.42400000000000004,6.419,6.335,-0.09999999999999964,316.0999999999999,4.850000000000001,2.337679009999988,-0.014349999999999974,-0.004400000000000015,-0.01539999999999997,-0.0338,-0.006799999999999973,-0.08399999999999963,34.85063317495826,-114.98415176938849,34.508761792139076,-114.97695171787471,34.854699818101224,-114.9866668785456,34.51379489097723,-114.98023140280533,20,5,4,38.06265544884902,37.95393484249906
Mohawk,Time 1 and 2,3.21875,3,57425.34375,0,6194760.5625,0,1048.570447215625,1093.748306,0.23425,0.138,0.79553125,0.8530000000000001,0.46178125000000003,0.44,0.405875,0.56,0.50525,0.531,6.15890625,10.467,-0.21875,-57425.34375,-6194760.5625,45.17785878437485,-0.09625,0.05746875000000007,-0.02178125000000003,0.15412500000000007,0.02575000000000005,4.30809375,41.891814952714675,-79.51209431221007,44.591934442686906,-74.29918470469438,41.93262737397838,-79.47916570960649,44.5919344426869,-74.29918470469438,32,31,1,518.52379079706,513.6090231002737
Mohican,Time 1 and 2,2.3529411764705883,2,116716.76470588235,0,1285808.294117647,0,956.3527445882353,786.4340947,0.3247058823529412,0.091,0.673235294117647,0.7919999999999999,0.47100000000000003,0.503,0.35447058823529415,0.41800000000000004,0.5631764705882353,0.639,3.7009999999999996,15.627999999999998,-0.3529411764705883,-116716.76470588235,-1285808.294117647,-169.91864988823534,-0.23370588235294118,0.11876470588235288,0.03199999999999997,0.06352941176470589,0.07582352941176473,11.927,41.50848158563856,-83.28919631650183,44.7892849871154,-88.76471503798749,41.53295014682715,-83.24179631978387,44.789284987115394,-88.76471503798749,17,17,1,575.2186050374403,576.410872634326
Molalla,Time 1 and 2,5.3125,5.333333333333333,0,0,53140.625,0,1659.273824075,1871.6289433333334,0.1886875,0.1686666666666667,0.35225,0.3396666666666667,0.5609375,0.49033333333333334,0.5056875000000001,0.497,0.4850625,0.44433333333333336,6.49275,4.394666666666666,0.020833333333333037,0,-53140.625,212.3551192583334,-0.02002083333333332,-0.012583333333333335,-0.07060416666666663,-0.00868750000000007,-0.04072916666666665,-2.098083333333334,44.9715626422259,-122.72084897047954,44.92690411691932,-123.53043774700905,44.974266263174286,-122.71931611484041,44.927163766954024,-123.53137387933442,48,16,3,63.976206084053345,64.19013859109302
Mono,Time 1 and 2,6,6.333333333333333,20234388.333333332,2218005.3333333335,21496594.111111112,1084119.3333333333,411.2829664444444,575.9709534,0.2128888888888889,0.17066666666666666,0.2907777777777778,0.2783333333333333,0.7352222222222222,0.747,0.4138888888888889,0.4636666666666667,0.48133333333333334,0.5243333333333333,6.552888888888888,10.084333333333333,0.33333333333333304,-18016383,-20412474.77777778,164.68798695555557,-0.042222222222222244,-0.01244444444444448,0.011777777777777776,0.04977777777777781,0.04299999999999998,3.5314444444444453,36.607489549939736,-119.00695415317551,37.305692086655284,-119.43291277088521,36.615014902288834,-118.99663586509284,37.306321063797974,-119.43509938802086,27,9,3,86.46745499491024,86.27422976222735
Muckleshoot,Time 1 and 2,5.5,5.5,0,0,0,0,1713.48134875,1737.8773474999998,0.40675000000000006,0.549,0.43025,0.43000000000000005,0.7030000000000001,0.7955000000000001,0.48825,0.48850000000000005,0.49850000000000005,0.505,3.9197499999999996,3.2024999999999997,0,0,0,24.395998749999762,0.14225,-2.4999999999997247e-4,0.09250000000000003,2.50000000000028e-4,0.00649999999999995,-0.7172499999999999,47.553508105736384,-122.08405873751344,47.26594799210715,-121.98788369736602,47.55406413602589,-122.08477292925615,47.26605022753965,-121.98853923876716,8,4,2,32.82076125999753,32.870997284902174
Nambe Pueblo,Time 1 and 2,5,5,9,9,0,0,399.582296,399.582296,0.15700000000000003,0.15700000000000003,0.602,0.602,0.592,0.592,0.517,0.517,0.629,0.629,10.746999999999998,10.746999999999998,0,0,0,0,0,0,0,0,0,0,35.50846116871701,-105.97744194618194,35.50846116871701,-105.97744194618194,35.50846116871702,-105.97744194618194,35.50846116871702,-105.97744194618194,1,1,1,0,0
Narragansett,Time 1 and 2,4.166666666666667,5,0,0,0,0,1232.7694053333335,1213.962724,0.40166666666666667,0.24800000000000003,0.8680000000000001,0.8740000000000001,0.38533333333333336,0.391,0.486,0.614,0.5886666666666667,0.637,3.58,6.756,0.833333333333333,0,0,-18.806681333333472,-0.15366666666666665,0.006000000000000005,0.005666666666666653,0.128,0.04833333333333334,3.176,41.77448965550401,-71.53808679490186,41.4794256910604,-71.61723786831917,41.77469110211298,-71.53740404462162,41.4794256910604,-71.61723786831917,6,6,1,33.500163226869404,33.53335674035242
Navajo,Time 1 and 2,5.25,5,370907.95,19200.125,72216934.35,192996.25,352.15081711499994,272.19779673749997,0.16445,0.238625,0.5206000000000001,0.508625,0.6282,0.6970000000000001,0.5027,0.500625,0.52905,0.47925,10.38755,9.070375,-0.25,-351707.825,-72023938.1,-79.95302037749997,0.07417499999999999,-0.011975000000000069,0.06880000000000008,-0.002075000000000049,-0.04980000000000001,-1.3171749999999989,35.76656468376964,-109.70439668484663,34.87107172368663,-110.78430919897657,35.807902476584204,-109.7219963823117,34.929111521999296,-110.80714409123746,160,20,8,139.85066935902168,138.8256606411285
Nez Perce,Time 1 and 2,4.391304347826087,4.25,24679.521739130436,0,267196.52173913043,0,838.9637378913043,815.4627090500001,0.12721739130434784,0.1335,0.46169565217391306,0.4955,0.43673913043478263,0.42825,0.5333043478260869,0.60625,0.5511304347826087,0.5862499999999999,9.338782608695652,10.22975,-0.14130434782608692,-24679.521739130436,-267196.52173913043,-23.50102884130422,0.00628260869565217,0.03380434782608693,-0.00848913043478261,0.07294565217391302,0.035119565217391235,0.890967391304347,46.000272582321664,-116.69757479366487,46.27177016772168,-116.0769994499731,46.09832079457083,-116.54839096288946,46.273003687669004,-116.07648155521066,92,23,4,56.61246121215837,41.241662757747505
Nipmuc,Time 1 and 2,3.3333333333333335,4,0,0,0,0,1230.6707866666668,1221.3148319999998,0.42933333333333334,0.129,0.8863333333333334,0.905,0.7216666666666667,0.7849999999999999,0.3456666666666667,0.468,0.632,0.5710000000000001,6.3036666666666665,17.559,0.6666666666666665,0,0,-9.355954666667003,-0.30033333333333334,0.01866666666666661,0.06333333333333324,0.12233333333333335,-0.06099999999999994,11.255333333333335,42.47302215869538,-71.96060245188046,43.93899383547159,-71.82028745175599,42.47406312725327,-71.96024509410086,43.93899383547159,-71.82028745175599,3,3,1,163.5878108590253,163.4701887674684
Nisqually,Time 1 and 2,5.6,5,0,0,0,0,1745.7334774,1300.141056,0.3108,0.531,0.40280000000000005,0.41700000000000004,0.5594,0.5640000000000001,0.4452,0.464,0.4748,0.522,4.7386,2.042,-0.5999999999999996,0,0,-445.59242140000015,0.2202,0.01419999999999999,0.0046000000000000485,0.01880000000000004,0.04720000000000002,-2.6966,47.400602973786405,-122.94466775115846,46.92953910706653,-122.82920548929005,47.402130104864604,-122.9412579129369,46.92953910706653,-122.82920548929006,5,5,1,53.161728494957885,53.287723799853396
Nooksack,Time 1 and 2,6,6,0,0,0,0,2036.0475610000003,2036.0475610000003,0.188,0.188,0.42900000000000005,0.42900000000000005,0.694,0.694,0.557,0.557,0.533,0.533,9.015,9.015,0,0,0,0,0,0,0,0,0,0,48.82259548192162,-121.74907349928452,48.82259548192162,-121.74907349928452,48.82259548192161,-121.74907349928452,48.82259548192161,-121.74907349928452,1,1,1,0,0
Omaha,Time 1 and 2,2.588235294117647,3,423.2470588235294,0,0,0,829.4292171117647,764.63099335,0.18187058823529412,0.15200000000000002,0.6390705882352941,0.6755,0.36863529411764706,0.34099999999999997,0.41291764705882356,0.6135,0.6719058823529411,0.4,6.42835294117647,5.8385,0.4117647058823528,-423.2470588235294,0,-64.79822376176469,-0.029870588235294093,0.03642941176470593,-0.02763529411764709,0.2005823529411765,-0.2719058823529411,-0.5898529411764706,42.125578526135776,-94.90042821706345,42.104904582794674,-96.24955927498661,42.13773046603399,-94.90874183056673,42.10527487601674,-96.24931758805167,170,85,2,111.42915253605048,110.74694743124286
Oneida,Time 1 and 2,3.21875,2.6666666666666665,57425.34375,0,6194760.5625,32,1048.570447215625,921.3119946333333,0.23425,0.46,0.79553125,0.7426666666666667,0.46178125000000003,0.626,0.405875,0.39566666666666667,0.50525,0.6076666666666667,6.15890625,4.129333333333333,-0.5520833333333335,-57425.34375,-6194728.5625,-127.25845258229185,0.22575,-0.052864583333333326,0.16421874999999997,-0.01020833333333332,0.10241666666666671,-2.029572916666667,41.891814952714675,-79.51209431221007,44.03783047474753,-83.96896462566362,41.93262737397838,-79.47916570960649,44.19799877630048,-83.91982849722152,96,31,3,434.5059857045808,440.3749496331724
Onondaga,Time 1 and 2,3.21875,2,57425.34375,0,6194760.5625,0,1048.570447215625,1056.304556,0.23425,0.458,0.79553125,0.8310000000000001,0.46178125000000003,0.59,0.405875,0.353,0.50525,0.5670000000000001,6.15890625,3.025,-1.21875,-57425.34375,-6194760.5625,7.734108784374939,0.22375,0.03546875000000005,0.12821874999999994,-0.052875000000000005,0.06175000000000008,-3.1339062500000003,41.891814952714675,-79.51209431221007,43.005292940386944,-76.19978207668346,41.93262737397838,-79.47916570960649,43.005292940386944,-76.19978207668346,32,31,1,298.9512923498405,294.5429737862537
Osage,Time 1 and 2,3.402390438247012,4,446814.23107569723,4109587,6201456.725099602,7651392,1024.2829592266933,1022.863839,0.219092,0.17700000000000002,0.555764,0.628,0.391512,0.503,0.39839600000000003,0.644,0.538092,0.501,3.575848,8.696,0.597609561752988,3662772.768924303,1449935.2749003982,-1.4191202266932805,-0.04209199999999999,0.07223599999999997,0.11148799999999998,0.245604,-0.037092000000000014,5.120151999999999,37.23396314590329,-94.5939305534818,36.6297633774545,-96.39647435256578,37.28372447742943,-94.603754913099,36.6297633774545,-96.39647435256578,251,250,1,173.92345242638405,175.29640376186842
Otoe,Time 1 and 2,2.4814814814814814,3,7635.37037037037,791095,171948.35802469135,2298428,843.9650623765432,976.3775126999999,0.18030864197530866,0.14350000000000002,0.6386543209876543,0.6669999999999999,0.37219753086419755,0.356,0.41144444444444445,0.43150000000000005,0.6836666666666666,0.548,6.447271604938272,5.2379999999999995,0.5185185185185186,783459.6296296297,2126479.641975309,132.4124503234567,-0.03680864197530864,0.028345679012345637,-0.016197530864197562,0.020055555555555604,-0.1356666666666666,-1.2092716049382721,41.83436452155559,-94.76186745875916,36.3537244431752,-96.9663571395767,41.84545660852358,-94.7805577661901,36.35401239646632,-96.9662352136,162,81,2,639.0737460909409,639.7367888653444
Ottawa,Time 1 and 2,2.7164750957854404,3.75,55267.2030651341,221482.75,988403.0957854406,2394074,948.2809007550387,923.5498744749999,0.23575862068965517,0.1885,0.6802490421455939,0.72125,0.4133180076628353,0.36875,0.4001724137931035,0.41800000000000004,0.5452260536398468,0.51875,4.768900383141762,4.234249999999999,1.0335249042145596,166215.5469348659,1405670.9042145594,-24.731026280038805,-0.04725862068965517,0.04100095785440605,-0.04456800766283525,0.017827586206896562,-0.02647605363984673,-0.5346503831417628,41.468938008368134,-86.54989374487207,42.52214949753801,-88.21947338301663,41.54952083785664,-86.53759211033737,42.59079464282652,-88.410182215886,1044,261,4,181.17078493791118,193.33366606952515
Paiute,Time 1 and 2,5.303571428571429,5.444444444444445,208137.26785714287,47043.851851851854,329005.1785714286,0,672.1200074303572,495.2848373148148,0.15698214285714288,0.1544814814814815,0.4272142857142857,0.4368518518518519,0.5479642857142857,0.5782962962962963,0.5125892857142857,0.5158518518518519,0.48600000000000004,0.5077407407407407,7.689678571428571,8.883851851851851,0.14087301587301582,-161093.41600529102,-329005.1785714286,-176.83517011554238,-0.0025006613756613782,0.009637566137566167,0.030332010582010627,0.0032625661375661474,0.02174074074074067,1.1941732804232803,41.29007891876847,-118.4526313989088,40.40650673591527,-117.75284711342614,41.353477101636024,-118.2945733936117,40.45137704074356,-117.64982655052722,1512,56,27,114.65849405063975,114.13612023172433
Pamunkey,Time 1 and 2,3.8,3,0,0,0,0,1094.4315016,1118.3428239999998,0.4966,0.10500000000000001,0.7724,0.764,0.5254000000000001,0.397,0.47140000000000004,0.541,0.5504,0.648,3.1962,13.526,-0.7999999999999998,0,0,23.91132239999979,-0.39159999999999995,-0.008399999999999963,-0.12840000000000007,0.0696,0.09760000000000002,10.329799999999999,38.6379800478331,-76.72269727249665,37.70982203437246,-77.09398359271847,38.63809655223667,-76.72269386696775,37.70982203437245,-77.09398359271846,5,5,1,108.31033177914993,108.32278528294421
Paugussett,Time 1 and 2,4.5,4.5,0,0,0,0,1270.0536994999998,1254.4104805000002,0.4995,0.3905,0.8645,0.8575000000000002,0.667,0.631,0.3745,0.3895,0.4965,0.492,3.083,4.104,0,0,0,-15.64321899999959,-0.10899999999999999,-0.006999999999999895,-0.03600000000000003,0.015000000000000013,-0.004500000000000004,1.021,41.338401738237415,-73.1621701169407,41.37887013495478,-72.74618267753618,41.338622571926614,-73.16241242491857,41.38065356484461,-72.74727162373847,4,2,2,35.048562318454714,35.00070806564086
Pawnee,Time 1 and 2,2.8493150684931505,3.5,102101.27397260274,574164,107358.72602739726,2217246.5,660.1914372506849,992.3042189,0.23267123287671235,0.20950000000000002,0.6301643835616438,0.635,0.30354794520547945,0.41400000000000003,0.34572602739726027,0.43500000000000005,0.6441643835616438,0.5025000000000001,2.846,4.225,0.6506849315068495,472062.72602739726,2109887.7739726026,332.11278164931514,-0.023171232876712328,0.004835616438356172,0.11045205479452058,0.08927397260273978,-0.1416643835616438,1.3789999999999996,40.73025183842889,-98.83283509066848,36.19734696827398,-96.83965775881941,40.73718427925863,-98.82816991286437,36.197424122539516,-96.83986699982925,146,73,2,533.6270871272834,534.2081309608482
Pecos Pueblo,Time 1 and 2,5,5,24100.25,96392,367217.75,1468871,386.62161707499996,361.46323119999994,0.25375000000000003,0.14700000000000002,0.59675,0.643,0.578,0.642,0.48625,0.544,0.5327500000000001,0.51,7.5455,11.526,0,72291.75,1101653.25,-25.158385875000022,-0.10675000000000001,0.04625000000000001,0.06400000000000006,0.057750000000000024,-0.022750000000000048,3.9805,35.43279803286009,-106.08335813576994,35.69008867730724,-106.869263410228,35.435454885082194,-106.08365054926665,35.690088677307244,-106.86926341022799,4,4,1,76.71639297695937,76.58077230101786
Penobscot,Time 1 and 2,3.8,3,0,0,0,0,1148.4555798000001,1116.4707590000003,0.082,0.10400000000000001,0.9428000000000001,0.923,0.5796,0.7859999999999999,0.497,0.39,0.5644,0.5650000000000001,25.2976,19.974999999999998,-0.7999999999999998,0,0,-31.984820799999852,0.022000000000000006,-0.01980000000000004,0.20639999999999992,-0.10699999999999998,6.000000000000449e-4,-5.322600000000001,45.50685930829568,-68.50951562749394,45.407569360718945,-68.64945571993637,45.50809639494572,-68.50633342427783,45.40756936071894,-68.64945571993637,5,5,1,15.542461677066827,15.81520234138834
Peoria,Time 1 and 2,2.730538922155689,3,91025.07185628742,0,463871.26946107787,0,1051.6710923197604,1131.45203,0.22777844311377246,0.23700000000000002,0.6632335329341317,0.643,0.39564071856287425,0.41600000000000004,0.4253952095808383,0.459,0.5207544910179641,0.41100000000000003,4.3804970059880235,2.8909999999999996,0.26946107784431117,-91025.07185628742,-463871.26946107787,79.7809376802395,0.009221556886227555,-0.02023353293413166,0.020359281437125787,0.0336047904191617,-0.10975449101796408,-1.489497005988024,39.548121798492666,-86.02177437273694,36.835506103148504,-94.81012266163275,39.59287404730442,-86.04783830272795,36.83550610314852,-94.81012266163275,167,167,1,825.6116193653419,825.1070884722584
Pequot Mohegan,Time 1 and 2,5,5,0,0,0,0,1244.9778750000003,1244.9778750000003,0.273,0.273,0.8490000000000001,0.8490000000000001,0.587,0.587,0.43300000000000005,0.43300000000000005,0.49,0.49,5.285,5.285,0,0,0,0,0,0,0,0,0,0,41.48920139750856,-72.10430258461277,41.48920139750856,-72.10430258461277,41.48920139750856,-72.10430258461277,41.48920139750856,-72.10430258461277,1,1,1,0,0
Picuris Pueblo,Time 1 and 2,5,5,0,0,0,0,494.2076478,494.2076478,0.10600000000000001,0.10600000000000001,0.599,0.599,0.545,0.545,0.443,0.443,0.562,0.562,11.729999999999999,11.729999999999999,0,0,0,0,0,0,0,0,0,0,36.581376696589935,-105.63097692774441,36.581376696589935,-105.63097692774441,36.581376696589935,-105.63097692774441,36.581376696589935,-105.63097692774441,1,1,1,0,0
Pima,Time 1 and 2,5.4,5.5,0,0,0,0,297.24072309999997,281.23793440000003,0.2876,0.45549999999999996,0.46140000000000003,0.461,0.7722,0.9075000000000001,0.3816,0.3095,0.42560000000000003,0.43000000000000005,5.3282,3.981,0.09999999999999964,0,0,-16.00278869999994,0.16789999999999994,-4.0000000000001146e-4,0.1353000000000001,-0.0721,0.004400000000000015,-1.3472,32.530402096750684,-112.07594463301429,33.12879578245198,-111.91796290180916,32.5348801466973,-112.07178391229958,33.130107116942725,-111.91651054970194,10,5,2,68.23232689903895,67.83342374244548
Pit River,Time 1 and 2,5.833333333333333,6.25,0,0,656289.5,0,930.0247170833334,902.111453275,0.20733333333333334,0.13675,0.3095,0.31825000000000003,0.6461666666666667,0.6467499999999999,0.47483333333333333,0.47850000000000004,0.4841666666666667,0.48950000000000005,6.901666666666666,8.80325,0.41666666666666696,0,-656289.5,-27.91326380833334,-0.07058333333333333,0.008750000000000036,5.833333333332691e-4,0.003666666666666707,0.005333333333333357,1.9015833333333338,40.69863777934116,-121.92108015108774,40.618041344171075,-121.68726117021278,40.70286453848411,-121.92730195425668,40.62364071618908,-121.6982252030637,24,6,4,21.688269838093976,21.259182794774283
Pojoaque Pueblo,Time 1 and 2,5,5,9,9,0,0,399.582296,399.582296,0.15700000000000003,0.15700000000000003,0.602,0.602,0.592,0.592,0.517,0.517,0.629,0.629,10.746999999999998,10.746999999999998,0,0,0,0,0,0,0,0,0,0,35.50846116871701,-105.97744194618194,35.50846116871701,-105.97744194618194,35.50846116871702,-105.97744194618194,35.50846116871702,-105.97744194618194,1,1,1,0,0
Pomo,Time 1 and 2,6.34375,6.6,5840911.78125,280.6,7555961.9375,632705.2,738.2900692281249,965.11380144,0.2795625,0.2802,0.25734375,0.1768,0.6343125000000001,0.6849999999999999,0.45206250000000003,0.455,0.48709375,0.48660000000000003,4.684375,4.8340000000000005,0.25624999999999964,-5840631.18125,-6923256.7375,226.82373221187504,6.375000000000131e-4,-0.08054374999999997,0.050687499999999885,0.002937499999999982,-4.937499999999595e-4,0.14962500000000034,37.86887735460651,-121.15444654032905,38.44138736584689,-122.14525909807983,37.878548655982776,-121.1366921172542,38.44840795100503,-122.13230040225167,160,32,5,107.62758418996356,107.78416900842723
Ponca,Time 1 and 2,2.6666666666666665,3,95843.16666666667,665612.6666666666,1672778.0833333333,1947685.6666666667,655.217976625,846.6090812666666,0.22083333333333335,0.19,0.6259166666666667,0.659,0.29358333333333336,0.40700000000000003,0.32625000000000004,0.43633333333333335,0.6308333333333334,0.6026666666666667,2.5440833333333335,5.285,0.3333333333333335,569769.5,274907.5833333335,191.39110464166663,-0.03083333333333335,0.033083333333333353,0.11341666666666667,0.11008333333333331,-0.028166666666666673,2.7409166666666667,41.793190444610254,-98.92452420771122,38.61532642621966,-97.42172731882992,41.79731002768177,-98.9043727152407,38.61496987996236,-97.40833081877231,36,12,3,376.10629721168857,376.37946214984265
