FIPS,precip
40133,1054.330977
27155,619.7517775
18059,1103.95696
6087,999.579404
5011,1399.95566
19171,901.2648749
51031,1107.249601
55001,842.8741119
37179,1147.693367
18165,1054.325386
38011,387.5484134
6031,211.5219997
21123,1236.67283
40125,998.5599985
27129,718.8145542
20169,771.2971539
40077,1261.118822
19109,814.2773915
42001,1094.027704
18065,1087.089848
46067,640.6363028
55119,815.8077046
13095,1276.220443
21039,1303.428003
13157,1280.985483
18131,990.9054589
46102,457.7122288
20167,665.6847593
48205,436.5867265
8033,596.5733753
24011,1105.008042
19011,913.3941669
17189,1069.221217
37151,1157.552525
48087,629.8169699
20035,971.7480021
38039,524.5187385
5057,1343.090972
51530,1109.27002
26133,853.325454
48153,555.9413646
46079,655.2689799
46027,686.383238
42037,1117.479997
51540,1131.155029
51033,1093.106417
27133,717.4280523
29053,1075.55439
20147,608.0248706
32011,280.8731187
38031,502.2204555
29145,1158.925163
51640,1093.359985
37083,1170.202473
20159,729.6033336
18087,958.7065125
12085,1310.105281
17129,959.6013195
39143,904.3044662
17191,1101.787019
48011,558.6641011
27131,809.0494823
35009,452.1151066
29115,1042.867605
27125,601.7952576
49041,464.8660773
13047,1264.304174
55045,915.7451019
32009,166.1558961
20085,915.4614927
37197,1162.902077
20161,839.0170282
55019,834.8975962
31051,725.3760243
8013,571.6752096
48495,330.5424169
48263,577.2122528
42115,1115.430883
36107,1003.05473
28159,1417.951462
29211,1012.260462
28031,1493.683387
13287,1213.189129
31133,824.7272727
36121,1043.755201
19155,847.7009577
22105,1609.281776
23027,1187.856899
24005,1153.745373
26007,735.7502933
26017,794.0360001
27119,591.6786163
29227,921.3392125
31033,454.8924318
32033,313.9373474
36079,1259.766593
36101,909.7763197
39105,1044.974416
45007,1204.539736
12047,1300.701316
19061,921.087173
1041,1418.50095
48379,1114.842163
48093,803.2254905
13193,1179.517321
48437,531.2184992
13225,1187.188182
29510,1078.884454
20007,724.0308057
19197,860.6204166
51145,1100.301035
28087,1412.343551
38045,536.3220356
16017,923.8147704
26163,853.0276465
48017,457.1301508
20117,840.4099993
22001,1533.176263
30101,310.8706154
20097,642.960002
55111,882.2540838
19151,834.8493181
40087,955.7472846
17101,1145.975348
48375,505.38174
47121,1395.335485
21095,1327.637365
24047,1112.778348
48497,925.8254615
51183,1178.078268
38097,568.3920842
21189,1219.796655
17065,1132.495285
48025,774.7860026
56021,413.1059146
56019,383.8882811
48053,792.4501408
18063,1069.397457
37199,1302.61432
5027,1344.720638
5031,1227.183133
48163,655.2361054
37109,1164.462943
17057,969.8750351
37047,1266.746787
48237,840.6835891
8095,459.7208162
19113,939.7643801
13219,1228.498336
13273,1274.952308
27149,639.4356079
27141,760.4250667
39057,1033.082987
49027,279.9015025
26091,904.9036298
26129,788.0555562
38037,427.3809493
18033,965.4490752
20029,737.4100031
18057,1052.77889
29037,1089.14835
22037,1592.702161
8041,446.1273497
29213,1135.359813
51047,1093.282107
37075,1641.312196
29197,1001.600212
28039,1624.946208
19051,980.1003886
28021,1475.469418
28163,1403.689058
16021,1006.316483
48173,455.7901514
37137,1358.39122
21125,1233.5614
56001,410.9138864
21147,1301.025667
8027,567.373332
13075,1248.557146
12033,1665.781952
21047,1276.663054
41033,1453.376305
46105,419.706787
42101,1183.981989
48203,1263.107674
50013,914.8585295
53023,548.5501618
5095,1269.344283
5039,1366.464304
6085,590.4480094
31125,699.2729998
22061,1426.587921
31111,535.5800023
38073,553.2787649
40069,1049.077165
42021,1134.916579
47105,1316.508657
47087,1371.318087
40075,765.2543941
40093,745.9369038
48177,886.7712091
48133,752.675925
51173,1153.815079
48137,625.7466911
6021,672.3115057
5129,1222.390805
13217,1236.966763
13229,1215.997647
16013,476.8546051
16085,929.003268
35051,324.9077226
20049,1019.801756
35001,339.9248664
21001,1270.431834
22079,1519.462728
23001,1221.13976
28155,1412.496346
21051,1241.824304
30047,670.9383837
29023,1192.216484
35027,396.8123822
37065,1172.077495
38025,411.6568075
42027,1076.502225
47017,1343.064137
47119,1400.499895
49035,591.4323822
51029,1111.262072
53061,2220.785362
48015,1096.814946
54031,1000.067793
54083,1384.970739
48103,342.9165157
51075,1098.011342
47181,1472.82529
48059,691.7448935
26087,824.0992426
18049,1016.822288
27037,804.4911329
27113,592.7571947
19091,851.9648474
27021,686.7057928
41039,1771.565375
28095,1412.799997
37079,1234.51973
21235,1289.601234
13223,1318.543962
31045,453.9776145
24009,1113.644734
4023,487.905536
5003,1403.42386
5089,1181.397155
9013,1228.044927
8083,441.7785505
13213,1417.943681
17131,930.7556207
17085,923.2660958
22017,1303.247202
26121,888.7484173
26131,835.8790949
30081,799.0816378
35039,469.7026214
36055,851.5325478
38009,454.495852
40035,1104.379734
41009,1469.071322
48071,1439.249755
49009,410.2811805
1045,1397.570998
1125,1399.702546
1011,1339.90366
13289,1175.342006
8037,607.2772902
8097,829.0240028
13091,1174.815204
13187,1598.556108
13035,1211.672405
19179,961.0521194
19031,925.2170507
28161,1451.512814
29135,1099.986067
26165,853.8570705
36021,1099.332927
36011,997.2129827
8125,453.1281382
37063,1151.915907
20067,446.1066246
29201,1220.390455
29137,1048.281582
29203,1192.551509
39085,1071.438853
31017,598.3430349
31079,696.5125239
38021,538.6240635
1039,1517.926645
1019,1382.518204
55081,876.4537519
54097,1328.568518
55093,837.2487892
51620,1214.38501
31147,847.6214467
48431,513.5533585
49055,261.5713905
47001,1421.819995
55075,766.724574
17025,1099.787799
18003,947.6019598
26009,833.1413152
19043,904.6900776
20075,442.2510762
12081,1380.965464
28041,1565.88009
39019,1011.323053
29147,918.1370756
22023,1520.541163
30055,316.4037776
31179,721.7036743
16019,521.4211367
5093,1258.886721
8075,426.427336
13055,1396.458122
17127,1228.001242
18115,1082.939323
21171,1303.388545
20209,1021.059503
23009,1232.787823
26013,835.6567882
28151,1361.085885
30001,527.1516865
33019,1154.074094
36013,1171.895844
40129,672.1254225
47157,1344.933986
48077,814.5565859
53003,443.6852102
55089,843.8822433
51121,997.7064962
5061,1383.134725
6107,571.7477197
8025,306.7036881
27033,735.8561085
27015,736.0546236
18041,1081.983421
35047,445.5160747
21131,1247.732672
21203,1234.362284
22007,1604.451234
36099,880.2180931
27143,761.2582331
28131,1624.183335
28129,1472.639891
29095,1067.230875
35061,267.682434
36065,1193.848822
37135,1164.732624
29065,1169.012359
37121,1243.019994
48057,1036.53354
48003,379.9004007
50021,1228.462057
51750,945.144989
55057,857.0861071
37089,1440.057992
48287,941.4032937
37149,1415.842289
56029,581.5472109
4017,292.2921029
1049,1402.448862
51760,1124.417259
12003,1303.076189
47151,1384.925802
17157,1096.14783
6037,427.8382927
6097,1144.345701
6065,201.5687147
12099,1308.396026
18083,1161.046554
18123,1207.950524
20183,648.5476907
21041,1136.11524
18007,964.5558309
26151,822.5934355
26003,840.7203369
28045,1622.286029
22031,1333.05339
23023,1217.373193
30061,1008.040139
30019,336.3182539
34039,1233.641333
34017,1214.80112
34015,1157.895403
37011,1346.525835
39145,1061.64284
39029,984.9152888
13227,1439.069113
28103,1401.591294
29181,1224.6378
30009,459.2668896
31173,746.0535004
35006,341.2021922
40009,692.9435356
42123,1161.48255
39175,946.9546962
1101,1329.386972
50001,1062.903984
56003,318.709446
40143,1061.995222
4021,321.6577617
8079,847.392931
13097,1322.655172
16011,328.8134185
17089,910.8171967
37125,1182.128499
19181,917.7116307
21081,1094.037074
19049,890.2032527
28133,1373.888118
28125,1415.41338
21167,1182.320507
29119,1151.571129
30015,359.712939
31041,607.0654111
31081,724.5206518
39041,978.4611578
38033,366.3856734
42079,1169.36072
42129,1107.000999
46017,522.025066
48041,1043.618864
51135,1146.56216
51023,1096.441689
5147,1256.226385
55005,819.4143542
26127,894.5156055
27073,633.8718118
41059,573.4197725
51141,1294.865502
51035,1189.74859
46037,583.2872818
47129,1412.626853
51119,1144.793806
18075,981.2830331
19053,954.1181828
19105,931.3247465
6041,965.8527028
21169,1259.899744
40043,721.2878456
22043,1503.567706
38029,449.5396065
38075,437.231316
39015,1113.312877
5133,1350.522861
6073,370.6068856
8007,675.1438106
12127,1323.492531
13039,1306.208948
17059,1152.065832
13233,1299.296436
20107,1075.631514
4009,400.4116568
6029,239.6599494
8055,491.557366
12069,1289.457074
12051,1295.310394
13043,1178.732212
17029,1037.598205
17093,924.2152014
37101,1182.288841
37127,1156.720114
41045,311.4652226
48277,1184.802018
1087,1320.738448
1047,1338.894829
20077,807.7131582
12043,1165.441892
9015,1236.89162
13309,1148.793404
30043,463.5308503
35033,541.7660927
18081,1104.444909
19165,846.2168205
20115,861.2398489
21025,1189.206752
22073,1428.297749
23019,1116.470759
28115,1458.100894
28117,1444.646768
31115,628.8662615
36077,1099.770898
39101,956.3203245
38105,378.4580594
42107,1235.329925
42045,1153.50566
47033,1327.438254
47175,1391.702546
48095,645.8933299
48355,778.5847685
42131,1094.575622
48347,1296.631901
53053,1550.618454
47027,1319.891427
1119,1378.404723
53027,2645.743455
55051,832.7976525
55033,833.1991501
48097,980.3453927
49057,685.2071808
51810,1142.652222
47045,1293.907335
47041,1349.94917
6043,849.234612
8103,497.8456733
12131,1599.354331
21005,1183.068216
29217,1147.696402
31095,785.3545435
31003,690.6738875
13105,1180.588396
31119,715.3913598
31089,636.5451043
1067,1364.174874
6081,754.9891187
13281,1603.768252
16009,880.0161575
17023,1087.190518
18141,1009.278026
22103,1595.911696
24019,1118.724296
25013,1224.506998
28093,1423.624703
27071,676.3388968
30029,949.1018876
34041,1223.87552
35055,494.2076478
39013,1053.230598
41041,2180.552894
39061,1061.071091
42059,1075.019663
21015,1065.713
53029,640.3984021
54003,992.9411551
55031,792.0074148
1043,1465.630627
1095,1382.412812
13111,1582.773967
20087,968.5288066
18037,1193.597266
36069,886.6895257
27005,655.0894736
29035,1212.857834
31093,673.2189789
30079,323.9306949
30065,354.7339698
37035,1170.530337
39079,1051.121212
32015,275.6047353
41069,438.2831057
47081,1363.898172
48207,659.2772443
42031,1143.238429
48407,1293.636924
38005,476.8928862
40039,759.8138178
41005,1850.5388
41061,723.8846233
46029,601.6782118
46117,454.8244528
40121,1157.28705
48507,578.3015551
48339,1241.517834
53045,2485.050923
47161,1311.63026
56037,231.40695
46031,426.3891781
48175,856.0963878
54013,1167.441713
56025,324.5489699
5013,1373.79536
51061,1066.740394
55127,895.3252502
53011,1862.073682
55078,779.1821645
48067,1264.81488
51071,1033.267594
18155,1120.642741
51021,1062.475537
51510,1059.75
56009,361.2516374
35031,305.3226159
26027,997.3793501
18175,1165.009605
37007,1149.029381
39011,965.1840289
28139,1440.89713
28001,1534.273286
12101,1344.856831
21141,1279.334885
29109,1149.192505
30041,301.6138349
13255,1247.464062
22009,1526.559101
5055,1194.198361
6025,83.67671279
6017,1132.08978
13083,1454.943698
17197,967.3348543
18029,1097.681434
19119,709.2891193
19167,724.2100715
25017,1218.857677
27091,788.3552485
33007,1228.36181
34023,1210.217063
34003,1233.91872
36063,911.1094197
39051,911.9379072
40013,1109.732388
41015,2757.454723
41057,2960.777776
48427,518.8083881
51735,1183.392517
22087,1625.111336
49023,323.6558644
50027,1187.98994
50017,1074.925705
1009,1412.557205
1085,1341.807939
6059,368.9349997
13123,1561.112541
17173,1022.075726
18149,1002.779303
18027,1178.832704
19121,899.1829267
19077,894.719773
20139,973.525199
21009,1287.648135
21099,1280.586191
17019,1001.411029
19103,926.1841058
19075,897.6566265
29067,1149.142895
29001,1022.421981
31099,652.4342499
29005,860.7247627
31023,743.4139165
31009,596.6501586
35053,315.5316698
26051,798.2472965
36037,914.2011571
37189,1316.712504
19137,903.5157572
8121,416.393155
20127,897.9766671
28081,1437.65541
28111,1545.879014
28029,1499.376304
21193,1187.532504
12055,1209.644226
13027,1304.14422
13093,1180.377819
21173,1159.687004
30025,361.6893037
55037,758.4196581
55091,856.8728565
53069,2398.750805
48223,1149.797125
31165,408.7863291
54089,1022.131524
46075,481.739357
48485,755.1061264
36097,909.8213131
19071,859.7496382
20187,436.2409615
20033,658.1542517
21223,1154.969573
42103,1198.562443
29049,994.0319124
21117,1066.086529
30105,311.2588265
22115,1501.270659
30023,580.2258613
31129,702.8960197
45073,1436.876184
5041,1312.84926
1081,1300.605506
12109,1314.723543
13053,1232.461347
13099,1340.499711
13313,1347.643958
17193,1136.746712
18147,1194.638833
18089,983.0093677
16069,557.7790908
27027,618.5560691
30035,666.5621207
33009,1221.314832
37091,1212.743937
41051,1663.096766
45065,1146.751717
38071,494.7301265
38061,417.3460051
38055,435.2119713
48357,534.9390766
53075,456.2338398
8059,514.0513148
13063,1260.33381
18139,1103.711561
18067,1034.365313
37061,1272.853076
20095,793.650548
21229,1194.244453
21067,1152.911334
22003,1557.989732
30039,633.0966782
27095,744.417567
28145,1443.469127
21021,1183.424337
35028,542.3405014
37117,1230.560713
42091,1187.048348
46041,450.7623656
47127,1483.318756
47189,1316.402617
48023,695.4887409
48401,1225.939836
48065,555.8331954
49017,343.6273813
48027,889.9285822
49049,547.2100889
54047,1114.150116
53063,515.0164896
20181,482.9466251
49037,280.8935909
46011,655.5735278
46071,479.5522922
47117,1400.959117
19131,886.9047825
17121,1085.254313
22085,1369.962825
22069,1435.605616
13249,1233.175524
24015,1141.33478
48201,1298.291333
5105,1326.952281
51730,1176.609985
48217,939.7311419
17083,1038.948524
6053,536.1988254
18129,1155.042221
9003,1215.728099
48229,277.8042714
26075,870.9384921
20197,916.721332
21145,1244.476368
27045,874.6117621
21153,1150.818092
26081,922.1648265
27055,879.1976657
48167,1334.475838
31153,796.2631702
51179,1061.823914
35059,426.4409545
39089,1015.392146
37191,1204.196026
9007,1286.93361
18039,981.6781265
21003,1275.027059
4001,337.0603892
17111,919.6605218
4027,118.7862943
40053,844.4551844
40139,472.0025714
46021,459.4415198
37015,1221.051922
47185,1400.443696
38015,460.3672921
46063,386.251303
19117,950.3639378
18025,1218.380793
47003,1405.391388
35035,385.5904431
17107,973.4441142
40145,1121.185172
38085,428.3890908
34005,1173.031833
21059,1187.030673
22013,1432.78576
21205,1168.858047
48073,1200.65848
22015,1332.431547
6013,500.3195869
35045,259.2629782
17167,958.773913
16045,518.9465621
16075,319.6931781
22081,1386.155453
16079,1206.053447
17117,1002.550071
17119,1058.805908
24017,1084.249853
16035,1176.715389
47143,1455.77151
47069,1398.777639
16087,594.5557673
17147,989.7606659
46023,623.7175691
6099,365.991768
47095,1268.057508
24025,1161.804806
47097,1306.346855
46055,458.2988436
47023,1389.577273
48079,461.8170002
24037,1106.649097
21091,1206.926335
48081,575.7199247
24039,1086.437367
22019,1550.567077
24041,1120.242665
24043,1011.15194
42057,1016.927974
19045,915.4244333
24510,1129.889254
20001,1081.700921
20037,1144.50531
48089,1084.364929
48091,877.0240005
48099,847.8477033
48105,473.7520507
21105,1301.430266
23007,1241.776283
19067,890.3323843
37017,1219.806009
47149,1328.154949
47153,1495.611572
17041,1009.419864
19085,807.223114
21121,1272.455783
26059,932.3328278
21127,1109.839847
47167,1318.258532
48119,1155.505005
21133,1184.722827
21135,1144.640904
22029,1517.68213
13317,1152.525854
5007,1194.95074
19057,946.1607592
24045,1116.582539
32017,272.7174151
46033,468.2362797
51710,1177.172485
18143,1147.594199
22049,1446.43759
31019,639.8225907
44007,1272.419308
54029,997.567143
53059,2484.351254
41013,385.1404927
27031,795.1515166
29041,1054.320774
51111,1122.54646
42047,1141.709551
29131,1113.789186
30075,358.790144
1057,1451.316932
41029,915.0566443
13049,1274.084184
16023,323.4944453
40107,1083.698788
28121,1441.829019
5073,1325.753155
40111,1089.336324
30033,321.2570255
28083,1401.261341
27109,855.4799053
48425,870.0166626
30049,572.2411253
13301,1173.598007
31155,771.5261407
27145,716.9494001
22041,1455.121615
36045,1050.513169
5115,1301.279998
