"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000"
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","417","25","          Furniture and fixtures",8713,7846,10660,22379,34763,42725,44647,57221,65577,87760,77547,112496,128882,128491,145278,178930,179365,183182,209449,221781,245960,244288,208175,227997,225998,234028,257841,275163,316346,436928,428773,420632
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","420","32","          Stone, clay, and glass products",22429,29156,31418,41517,44044,45659,47957,46473,59020,69641,78025,87119,107656,82275,85500,97511,97017,107176,127267,150382,173809,170833,155336,140453,122449,128422,119928,125311,144841,153779,168462,182097
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","423","33","          Primary metal industries",16733,16163,15833,19559,24767,30291,20790,24210,30317,36529,42260,48263,54581,63049,66434,74772,68489,68443,77906,82586,84079,78155,82594,86332,83689,86816,93483,102532,96353,109895,101142,102397
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","426","34","          Fabricated metal products",81638,76568,87226,96840,139674,164283,175677,200928,232902,278869,364081,449136,485983,478223,493633,577784,682956,707996,738260,833172,856905,815865,711167,720085,709053,746253,734793,882603,919862,935480,930927,955695
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","429","35","          Industrial machinery and equipment",121980,123566,123916,140023,181578,233453,277441,308418,362304,469815,597204,737431,888736,904627,886662,986694,1057740,1014026,1058702,1228009,1287045,1379193,1301927,1371477,1456876,1496522,1448967,1478877,1560606,1689352,1666815,1689803
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","432","36","          Electronic and other electric equipment",593108,526199,442446,485519,530372,604582,657636,716842,803285,942639,1084712,1273855,1457913,1612728,1845078,2143417,2401784,2381624,2428921,1415538,1485786,1485866,1357622,1148361,1072305,1096019,1224860,1452754,1829833,2170462,2368089,2918562
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","435","371","          Motor vehicles and equipment",5017,5370,5199,8409,11836,11198,11798,12645,16690,19883,27986,28889,36965,43322,50152,77716,78906,88587,103606,120168,76589,80749,109396,123867,143356,169563,127421,129832,140981,174068,159367,153797
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","438","372-379","          Other transportation equipment",93939,100733,93338,134940,151336,140016,285129,295386,329969,377466,418414,433803,482751,470070,480887,505771,674647,884008,1036787,1001447,1096736,1239457,1033377,928055,1058143,1031526,1118025,1025360,1195544,1304486,1331134,1423715
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","441","38","          Instruments and related products",68426,74553,77643,87953,103542,122841,144110,173209,208656,240271,294753,348979,415735,445354,485708,465475,485588,547545,618522,1873661,1871214,1759859,1954379,2027801,1747551,1732031,1663044,1608667,1599240,1788307,1771911,1935774
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","444","39","          Miscellaneous manufacturing industries",43490,42455,48260,48700,54903,63519,57760,67861,85270,94842,98409,87474,87019,81747,77971,80589,89795,93340,121238,148139,147164,129511,118140,127578,144819,160849,181909,205643,219907,233656,265590,289818
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","447","...","          Ordnance 8/",101635,113506,113681,149725,151712,137528,"(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)"
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","450","...","        Nondurable goods manufacturing",226624,247606,270395,300039,348592,402890,445960,525971,672735,805933,994434,1060895,1197641,1300814,1374117,1561264,1609025,1735616,1936676,2173641,2315440,2488666,2616150,2721588,2774909,2863698,2964685,3122420,3266246,3472256,3586235,3770943
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","453","20","          Food and kindred products",64857,71526,72848,79883,87164,100273,105422,117583,138283,152633,172790,195287,222607,237556,240818,260422,273956,307627,310471,326740,342755,399743,451283,465073,456965,466186,479887,473370,397619,370976,394634,400585
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","456","21","          Tobacco products",247,527,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(D)","(D)"
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","459","22","          Textile mill products",7087,8111,9008,10856,12886,15778,16299,18653,23601,30519,41727,37746,41767,37045,47833,59377,57280,66813,78987,84610,"(D)","(D)",81590,87132,95268,110943,117555,137628,153200,190930,220639,230946
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","462","23","          Apparel and other textile products",7108,7692,9415,11980,14243,13983,15169,19766,24941,31255,41048,45529,51339,50588,52843,60707,63210,76884,89111,99484,113877,150044,162836,166742,184861,195894,222940,266766,272833,285329,306587,333078
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","465","26","          Paper and allied products",23723,25844,27282,29950,38900,44969,48952,56505,67355,77955,92781,99679,105094,111500,109374,121239,136695,142498,159309,156625,163362,169422,185563,187198,189171,199494,194485,205092,209232,302071,303601,325929
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","468","27","          Printing and publishing",41361,45273,51082,56897,66281,73935,79168,96311,127449,170536,221884,213600,241711,265145,298683,350454,364180,434531,489922,567918,610425,648699,682226,706548,722146,740391,749581,784323,817541,874420,870768,921830
