FIPS,amen_region_census,amen_rural_urban,amen_urban_inf,amen_low,amen_sun,amen_high,amen_humid,amen_topo,amen_per_water,amen_log_water,amen_scale,amen_rank
48249,7,4,5,55.7,157,85.6,39,4,0.42,3.739,1.45,4
48251,7,1,1,44.8,162,84.8,43,5,0.69,4.233,0.12,4
48253,7,6,5,43.7,200,83.9,37,4,0.65,4.181,1.55,4
48255,7,6,4,55.3,159,84.9,43,4,0.43,3.77,1.38,4
48257,7,1,1,43.8,162,84.3,43,4,2.57,5.55,0.63,4
48259,7,6,4,48.5,205,81,34,19,0.09,2.203,4.72,6
48261,7,9,9,56.7,157,86.3,39,1,25.12,7.829,3.14,5
48263,7,9,9,41.2,200,82.4,37,5,0.06,1.86,0.45,4
48265,7,7,7,45.6,205,80.7,34,19,0.13,2.599,4.52,5
48267,7,7,8,47.3,205,83,34,5,0.02,0.609,1.02,4
48269,7,9,9,42.1,200,84.3,37,5,0.11,2.432,0.4,4
48271,7,9,9,50.8,205,86.7,34,19,0.14,2.617,3.8,5
48273,7,4,5,56.3,159,84.8,43,1,20.12,7.607,3.15,5
48275,7,9,9,43.8,200,84.6,37,4,0.16,2.759,0.62,4
48277,7,5,7,41.5,162,83,43,4,1.66,5.111,0.36,4
48279,7,6,6,38.3,216,78.9,38,2,0.15,2.704,1.31,4
48281,7,6,5,45.8,205,83.5,34,10,0.27,3.292,2.81,5
48283,7,6,6,51.8,157,85.6,39,4,0.36,3.584,0.71,4
48285,7,6,6,52.9,159,84.4,43,4,0.05,1.534,-0.08,3
48287,7,6,6,49.7,159,84.6,43,4,0.87,4.465,0.88,4
48289,7,8,6,47.7,163,83.7,50,4,0.77,4.346,0.36,4
48291,7,1,1,51.9,146,83.1,64,4,1.4,4.944,0.08,4
48293,7,6,6,45.7,162,83.7,43,4,2.61,5.564,1.12,4
48295,7,9,9,34.2,216,79.5,38,5,0.01,0.165,-0.43,3
48297,7,6,6,54,157,84.4,39,4,3.94,5.977,2.67,5
48299,7,7,8,46.6,205,85.4,34,10,3.25,5.783,3.75,5
48301,7,9,9,44.1,249,84.8,29,4,0.56,4.02,3.31,5
48303,7,3,2,39.1,216,79.7,38,2,0.13,2.538,1.14,4
48305,7,6,6,39.1,216,79.7,38,2,0.18,2.873,1.32,4
48307,7,7,8,45.3,205,82.7,34,5,0.38,3.63,2.36,5
48309,7,3,2,47,162,85.6,43,5,1.73,5.153,0.76,4
48311,7,9,9,51.8,157,85.6,39,4,2.59,5.557,1.76,4
48313,7,6,6,47.7,163,83.7,50,4,0.59,4.082,0.22,4
48315,7,8,6,45.4,163,83.3,50,4,9.31,6.837,1.4,4
48317,7,6,5,44,216,83,38,2,0.09,2.216,0.91,4
48319,7,9,9,47.3,205,83,34,10,0.01,0.165,1.54,4
48321,7,4,3,55,146,84,64,1,30.87,8.035,1.54,4
48323,7,5,7,51.3,157,87.8,39,4,0.9,4.504,0.52,4
48325,7,6,4,50.7,159,84.9,43,4,0.51,3.925,0.68,4
48327,7,8,6,44.6,205,84.6,34,5,0.04,1.327,0.51,4
48329,7,3,2,43.6,216,82.3,38,2,0.19,2.948,1.42,4
48331,7,6,6,49.9,162,84.5,43,4,0.48,3.88,0.72,4
48333,7,9,9,44.6,162,84.6,43,5,0.24,3.167,-0.43,3
48335,7,7,8,45.4,200,84.3,37,9,0.64,4.158,2.47,5
48337,7,7,8,41.4,162,85.6,43,5,0.83,4.418,-0.57,3
48339,7,1,1,49.7,163,83.1,50,4,3.03,5.712,1.58,4
48341,7,6,5,33.8,216,77.4,38,5,1.09,4.695,2.46,5
48343,7,6,6,43.5,163,82.3,50,4,1.6,5.073,0.41,4
48345,7,9,9,39.7,200,83.2,37,5,0.04,1.469,-0.22,3
48347,7,5,7,47.1,163,82.6,50,9,3.52,5.864,2.12,4
48349,7,4,3,45.7,162,84.5,43,4,1.39,4.933,0.57,4
48351,7,8,6,50.8,163,81.5,50,4,0.73,4.285,1.44,4
48353,7,6,5,43,200,82,37,9,0.21,3.06,2.11,4
48355,7,2,2,56.3,159,84.8,43,1,28.35,7.95,3.33,5
48357,7,7,8,34.2,216,79.5,38,5,0.06,1.715,0.39,4
48359,7,8,6,35.6,216,77.3,38,5,0.05,1.66,1.19,4
48361,7,2,2,52,146,83,64,1,6.1,6.413,0.44,4
48363,7,6,3,44.5,162,85,43,9,3.3,5.801,1.45,4
48365,7,6,6,47.5,163,82.2,50,4,2.49,5.516,1.35,4
48367,7,1,1,44.8,162,84.8,43,5,0.72,4.279,0.14,4
48369,7,7,8,36.5,216,77.4,38,2,0.4,3.68,1.93,4
48371,7,7,8,45.5,249,81.5,29,15,0.02,0.809,4.4,5
48373,7,6,4,49,163,82.6,50,4,4.73,6.16,1.84,4
48375,7,3,2,36,216,78.7,38,5,1.37,4.918,2.6,5
48377,7,7,8,50.1,249,87.4,29,12,0.02,0.665,3.06,5
48379,7,8,4,44.1,163,85,50,4,10.36,6.943,0.78,4
48381,7,3,2,36,216,78.7,38,5,0.87,4.465,2.36,5
48383,7,6,6,46.5,205,84.6,34,2,0.06,1.755,0.6,4
48385,7,9,9,45.6,205,80.7,34,19,0.02,0.619,3.48,5
48387,7,6,6,43,163,82.3,50,4,0.7,4.252,-0.11,3
48389,7,7,7,44.1,249,84.8,29,4,0.23,3.136,2.84,5
48391,7,6,6,54.9,159,83.7,43,1,5.91,6.382,2.56,5
48393,7,9,9,34.6,216,79.5,38,5,0.01,0.079,-0.41,3
48395,7,6,6,47.7,163,83.7,50,4,1.28,4.854,0.63,4
48397,7,0,1,45.4,162,85.7,43,4,13.39,7.2,1.39,4
48399,7,6,6,44.3,200,83.8,37,4,0.26,3.244,1.18,4
48401,7,6,5,47.5,163,82.2,50,9,1.6,5.078,1.88,4
48403,7,9,9,47.1,163,82.6,50,4,14.97,7.312,2.13,4
48405,7,9,9,47.1,163,82.6,50,4,10.86,6.991,1.96,4
48407,7,8,4,49,163,82.6,50,4,9.12,6.815,2.18,4
48409,7,2,2,56.3,159,84.8,43,1,2.17,5.38,1.97,4
48411,7,7,8,45.8,205,83.5,34,10,0.33,3.503,2.92,5
48413,7,8,6,46.4,205,84.7,34,5,0,0,0.08,4
48415,7,7,7,41.2,200,82.4,37,4,0.56,4.017,1.44,4
48417,7,8,6,43.2,162,84.1,43,9,0.17,2.854,-0.09,3
48419,7,7,8,47.9,163,82.5,50,9,4.84,6.182,2.45,5
48421,7,9,9,34.1,216,79.3,38,2,0.02,0.55,-0.65,3
48423,7,3,2,46.2,163,83.5,50,4,2.22,5.401,0.72,4
48425,7,8,4,46.7,162,84.6,43,5,2.46,5.507,1.17,4
48427,7,6,6,58.3,157,85.6,39,4,0.51,3.93,1.99,4
48429,7,7,8,44.5,162,85,43,9,2.91,5.674,1.38,4
48431,7,8,6,46.4,205,84.7,34,5,0.01,0.342,0.27,4
48433,7,9,9,42.1,200,84.3,37,5,0.17,2.83,0.61,4
48435,7,7,8,47.3,205,83,34,5,0.04,1.466,1.47,4
48437,7,6,6,38.3,216,78.9,38,2,0.03,1.021,0.42,4
48439,7,0,1,44.8,162,84.8,43,5,3.79,5.938,1.02,4
48441,7,3,2,43.7,200,83.9,37,9,0.4,3.679,2.04,4
48443,7,9,9,50.1,249,87.4,29,15,0,0,3.17,5
48445,7,6,6,39.1,216,79.7,38,2,0.12,2.476,1.11,4
48447,7,9,9,42.7,162,84.9,43,4,0.34,3.532,-0.79,3
48449,7,7,7,43.5,163,82.3,50,4,3.56,5.874,0.84,4
48451,7,3,2,46.4,205,84.7,34,5,1.2,4.785,2.62,5
48453,7,2,2,49.7,159,84.6,43,15,3.21,5.77,3.24,5
48455,7,7,8,48.8,163,83,50,4,2.96,5.691,1.45,4
48457,7,6,6,49,163,82.6,50,4,1.37,4.918,1.18,4
48459,7,3,2,45.2,163,82.6,50,4,0.84,4.435,0.28,4
48461,7,8,6,46.5,205,84.6,34,10,0.01,0.253,1.02,4
48463,7,7,7,50.8,205,84.9,34,19,0.13,2.581,4.26,5
48465,7,5,7,50.8,205,86.7,34,19,1.92,5.257,5.2,6
48467,7,6,4,44.1,163,85,50,9,1.25,4.829,0.42,4
48469,7,3,2,53.5,146,84.4,64,1,0.7,4.25,-0.82,3
48471,7,4,3,49.2,163,83.6,50,4,1.75,5.162,1.07,4
48473,7,1,1,53,163,84,50,4,0.94,4.543,1.28,4
48475,7,6,6,44.1,249,84.8,29,2,0.03,1.096,1.46,4
48477,7,6,5,49.5,159,84,43,4,1.95,5.273,1.43,4
48479,7,3,2,56.5,157,87.9,39,4,0.55,4.015,1.12,4
48481,7,6,3,54,146,84.2,64,1,0.39,3.671,-0.99,3
48483,7,9,9,39.1,200,82.9,37,5,0.12,2.504,0.31,4
48485,7,3,2,41.5,200,85.8,37,4,0.85,4.437,0.8,4
48487,7,6,5,42.3,200,85.7,37,4,0.72,4.275,0.88,4
48489,7,6,6,58.6,149,85.2,63,1,23.92,7.78,1.85,4
48491,7,2,2,47.8,162,84.6,43,5,1.07,4.67,0.91,4
48493,7,1,1,53,159,85.2,43,4,0.18,2.893,0.44,4
48495,7,6,6,44.1,249,84.8,29,2,0.02,0.815,1.31,4
48497,7,6,4,42.7,162,85,43,9,1.97,5.283,0.87,4
48499,7,6,6,45.2,163,82.6,50,4,6.55,6.485,1.37,4
48501,7,7,8,42.2,216,80.1,38,2,0,0,0.21,4
48503,7,7,8,42.2,162,84.5,43,9,0.91,4.515,0.51,4
48505,7,6,6,56.5,157,87.9,39,4,5.8,6.362,2.36,5
48507,7,7,8,49.9,157,84.5,39,4,0.25,3.214,0.49,4
49001,8,9,9,27.7,141,69.3,19,12,0.09,2.192,2.39,5
49003,8,6,3,24.5,140,73.9,19,12,14.95,7.31,3.29,5
49005,8,4,3,24,140,72.9,19,17,0.73,4.288,2.63,5
49007,8,7,8,23.7,140,69.2,19,16,0.41,3.719,3.13,5
49009,8,9,9,18.6,140,68.6,19,21,3.42,5.834,4.3,5
49011,8,0,1,28.7,140,75.7,19,21,51.94,8.555,5.54,6
49013,8,7,8,17.9,176,70.2,21,21,0.55,4.007,3.73,5
49015,8,9,9,24.1,178,78.2,21,12,0.22,3.078,0.83,4
49017,8,9,9,23.5,141,64.6,19,12,0.65,4.178,4,5
49019,8,7,8,30.5,178,81.3,21,17,0.34,3.523,2.08,4
49021,8,7,7,28.7,141,73.2,19,17,0.11,2.392,2.37,5
49023,8,6,6,26,141,73.1,19,12,0.43,3.755,1.91,4
49025,8,7,8,35.2,141,76.4,19,8,2.83,5.647,2.97,5
49027,8,7,8,29,141,76.2,19,12,3.5,5.857,2.69,5
49029,8,8,4,22.9,140,68.5,19,21,0.27,3.302,3.72,5
49031,8,9,9,27.5,141,71.3,19,17,1.04,4.643,3.87,5
49033,8,9,9,14.9,140,62.2,19,17,5.32,6.276,5.03,6
49035,8,0,1,28,140,76.7,19,21,8.72,6.77,4.21,5
49037,8,7,8,27.7,178,73.3,21,11,1.42,4.958,3.6,5
49039,8,6,6,25.8,141,70.1,19,21,0.91,4.508,4.44,5
49041,8,7,8,28.1,141,70.7,19,17,0.42,3.734,3.66,5
49043,8,6,4,23.4,140,65.7,19,21,0.58,4.068,4.96,6
49045,8,6,3,28.9,140,76.1,19,12,4.69,6.151,2.83,5
49047,8,7,8,16.1,176,69.6,21,21,0.49,3.886,3.53,5
49049,8,2,2,26.1,140,72.3,19,21,6.66,6.502,4.93,6
49051,8,6,6,20.7,140,66.9,19,21,2.34,5.456,4.92,6
49053,8,4,5,39.9,210,84.3,20,12,0.12,2.469,2.57,5
49055,8,9,9,26.1,178,79.4,21,12,0.25,3.216,0.92,4
49057,8,0,1,27.8,140,76.9,19,17,12.72,7.149,3.71,5
50001,1,6,6,19.2,125,70.7,64,16,4.75,6.164,-0.28,3
50003,1,6,6,19.8,125,66.9,64,16,0.21,3.028,-0.81,3
50005,1,7,8,16.9,121,69.1,64,16,1.03,4.636,-1.16,3
50007,1,3,2,16.8,125,69.8,64,16,13.02,7.172,0.09,4
50009,1,9,9,13.8,121,67,64,16,1.27,4.842,-1.01,3
50011,1,3,2,16.8,125,70.3,64,16,8.02,6.688,-0.3,3
50013,1,3,2,16.8,125,70.3,64,10,57.55,8.658,-0.16,3
50015,1,8,6,16.9,121,69.1,64,20,0.62,4.129,-0.82,3
50017,1,9,9,14.7,121,66.2,64,20,0.47,3.843,-0.57,3
50019,1,7,8,13.8,121,67,64,20,3.26,5.786,0.09,4
50021,1,7,7,20.6,125,69.3,64,16,1.3,4.865,-0.35,3
50023,1,6,6,16.9,121,69.1,64,20,0.9,4.499,-0.63,3
50025,1,7,8,22,140,70.2,64,16,1.18,4.769,0.04,3
50027,1,7,8,17.9,140,67.8,64,20,0.49,3.889,0.14,4
51001,5,7,8,36.2,174,76.2,72,1,65.3,8.784,1.16,4
51003,5,3,2,36,153,77.1,71,16,0.47,3.858,-0.02,3
51005,5,6,6,31.6,152,70.2,64,20,0.23,3.13,1.77,4
51007,5,8,6,38.3,155,77.4,72,4,0.49,3.882,-1.52,3
51009,5,3,2,36.1,153,74.9,71,16,0.74,4.306,0.83,4
51011,5,8,6,36.6,153,75.8,71,10,0.31,3.446,-0.69,3
51013,5,0,1,35.6,149,78.7,70,5,0.46,3.828,-2.25,2
51015,5,4,5,34,152,73.8,64,16,0.06,1.779,-0.12,3
51017,5,9,9,31.6,152,70.2,64,20,0.51,3.929,2.19,4
51019,5,3,2,37.9,153,75.8,71,16,1.89,5.24,1.39,4
51021,5,9,9,31.5,116,67.4,68,16,0.02,0.514,-0.85,3
51023,5,3,2,37.3,152,75.7,64,16,0.6,4.096,1.15,4
51025,5,8,6,38.3,155,77.4,72,4,0.57,4.038,-1.44,3
51027,5,9,9,34.4,116,73.3,68,20,0,0,-1.61,3
51029,5,8,6,37.4,155,75.6,72,10,0.46,3.834,-0.31,3
51031,5,3,2,36.6,153,75.8,71,10,0.57,4.035,-0.38,3
51033,5,8,4,37.5,155,77.5,72,4,1.17,4.763,-1.22,3
51035,5,7,8,34.4,116,71.3,68,20,0.27,3.287,0.67,4
51036,5,2,2,40.5,174,79.1,72,4,10.51,6.958,0.59,4
51037,5,8,6,38.3,153,77.4,71,4,0.51,3.93,-1.49,3
51041,5,2,2,37.5,155,77.9,72,4,2.92,5.678,-0.84,3
51043,5,1,1,34.1,149,76.6,70,4,0.88,4.479,-1.75,3
51045,5,8,6,35,152,72.7,64,16,0,0,-0.6,3
51047,5,1,1,35.3,149,76.4,70,10,0.3,3.404,-1.15,3
51049,5,8,6,38,155,76.8,72,4,0.41,3.722,-1.5,3
51051,5,9,9,34.4,116,73,68,20,0.57,4.045,0.61,4
51053,5,2,2,38.3,155,77.4,72,4,0.68,4.223,-1.34,3
51057,5,8,4,37.5,174,77.5,72,4,9.84,6.892,0.48,4
51059,5,0,1,35.6,149,78.7,70,5,2.71,5.602,-1.31,3
51061,5,1,1,32.1,149,75.3,70,10,0.23,3.149,-1.53,3
51063,5,8,6,34.2,116,71.1,68,20,0,0,-1.05,3
51065,5,3,2,35.8,155,76.8,72,10,0.96,4.569,-0.51,3
51067,5,6,6,37.4,153,76.5,71,20,2.74,5.612,1.92,4
51069,5,4,3,33.7,149,75.6,70,16,0.25,3.235,-0.38,3
51071,5,9,9,35.7,116,74.3,68,16,0.85,4.443,0.09,4
51073,5,1,1,39.3,174,77.5,72,4,24.8,7.816,1.27,4
51075,5,2,2,35.8,155,76.8,72,4,1.92,5.256,-1.06,3
51077,5,9,8,34.4,116,71.3,68,20,0.73,4.292,1.2,4
51079,5,3,2,36,149,77.1,70,16,0.24,3.16,-0.44,3
51081,5,6,6,39.7,174,77.6,72,4,0.47,3.859,-0.78,3
51083,5,6,6,39.3,153,77.9,71,14,1.24,4.818,0.53,4
51085,5,2,2,37.5,155,77.9,72,4,0.28,3.349,-2.08,3
51087,5,2,2,37.5,155,77.9,72,4,2.48,5.512,-0.93,3
51089,5,4,5,37.1,153,75.6,71,10,0.53,3.968,-0.28,3
51091,5,9,9,28.6,152,67.6,64,20,0,0,0.3,4
51093,5,1,1,39.7,174,77.6,72,1,12.93,7.165,0.51,4
51095,5,0,1,39.3,174,77.5,72,4,19.6,7.581,1.15,4
51097,5,8,4,37.5,174,77.5,72,4,3.09,5.732,-0.13,3
51099,5,1,1,35.4,174,76.9,72,4,4.15,6.028,-0.17,3
51101,5,6,6,37.5,174,77.5,72,4,3.58,5.88,-0.06,3
51103,5,9,9,38.6,174,77.9,72,4,42.45,8.353,1.33,4
51105,5,9,9,34.4,116,73,68,16,0.04,1.469,-1.36,3
51107,5,1,1,34.1,149,76.6,70,16,0.23,3.153,-0.63,3
51109,5,8,6,36.1,155,76.2,72,4,2.61,5.565,-0.68,3
51111,5,9,9,38.3,155,77.4,72,4,0.14,2.663,-2.17,3
51113,5,8,4,35.3,149,76.4,70,16,0.11,2.415,-0.76,3
51115,5,1,1,38.6,174,77.9,72,1,65.99,8.795,1.11,4
51117,5,7,8,38.3,155,77.4,72,4,8.15,6.703,-0.03,3
51119,5,8,4,38.6,174,77.9,72,4,38.18,8.247,1.27,4
51121,5,4,5,34.4,116,71.3,68,16,0.39,3.671,0.27,4
51125,5,8,6,36.6,153,75.8,71,16,0.41,3.716,0.36,4
51127,5,2,2,37.5,174,77.5,72,4,6.23,6.434,0.24,4
51131,5,9,9,40.4,174,78.6,72,1,73.93,8.908,1.29,4
51133,5,9,9,38.6,174,77.9,72,4,32.68,8.092,1.19,4
51135,5,6,6,38.3,155,77.4,72,4,0.44,3.791,-1.57,3
51137,5,6,4,35.3,149,76.4,70,10,0.49,3.902,-0.89,3
51139,5,6,4,33.9,149,73.4,70,16,0.95,4.549,0.94,4
51141,5,9,9,37.1,153,75.6,71,20,0.56,4.025,1.27,4
51143,5,3,2,39.3,153,77.9,71,10,0.81,4.39,-0.3,3
51145,5,2,2,35.8,155,76.8,72,4,0.43,3.754,-1.85,3
51147,5,7,8,38,155,76.8,72,4,0.3,3.4,-1.67,3
51149,5,2,2,40.5,174,79.1,72,4,5.61,6.331,0.26,4
51153,5,0,1,32.1,149,75.3,70,5,2.95,5.687,-0.94,3
51155,5,7,8,34.4,116,71.3,68,16,2.74,5.613,1.29,4
51157,5,8,4,35.3,149,76.4,70,16,0.1,2.277,-0.84,3
51159,5,9,9,38.6,174,77.9,72,4,11.52,7.049,0.64,4
51161,5,3,2,36.4,152,75.2,64,16,0.07,1.967,0.01,3
51163,5,6,6,36.1,152,74.9,64,16,0.22,3.096,0.64,4
51165,5,5,7,33.2,152,73.3,64,20,0.25,3.22,1.25,4
51167,5,6,6,35,116,74.3,68,16,0.44,3.79,-0.38,3
51169,5,2,2,36.4,116,75.2,68,16,0.38,3.634,-0.47,3
51171,5,6,4,34.4,149,74.7,70,16,0.06,1.831,-0.77,3
51173,5,6,6,35,116,74.3,68,16,0.05,1.582,-1.55,3
51175,5,6,4,39.7,174,77.6,72,3,0.47,3.843,-0.94,3
51177,5,0,1,35.4,155,76.9,72,4,2.7,5.598,-0.97,3
51179,5,1,1,35.4,174,76.9,72,5,3.42,5.834,-0.12,3
51181,5,8,4,39.3,174,77.5,72,4,10.06,6.914,0.79,4
51183,5,8,6,40.5,174,79.1,72,4,0.43,3.752,-1.11,3
51185,5,7,8,31.5,116,67.4,68,16,0.03,1.06,-0.56,3
51187,5,1,1,33.9,149,73.4,70,16,1.21,4.797,1.07,4
51191,5,2,2,35,116,74.3,68,16,0.58,4.067,-0.23,3
51193,5,6,4,35.4,174,76.9,72,4,9.29,6.834,0.25,4
51195,5,7,8,34.4,116,73,68,20,0.29,3.364,0.25,4
51197,5,7,8,34.4,116,71.3,68,16,0.29,3.384,0.11,4
51199,5,0,1,40.6,174,78.2,72,1,55.44,8.621,1.27,4
51510,5,0,1,35.6,149,78.7,70,5,0.46,3.828,-2.25,2
51515,5,3,2,37.9,153,75.8,71,16,1.89,5.24,1.39,4
51520,5,2,2,35,116,74.3,68,16,0.58,4.067,-0.23,3
51530,5,6,6,36.1,152,74.9,64,16,0.22,3.096,0.64,4
51540,5,3,2,36,153,77.1,71,16,0.47,3.858,-0.02,3
51550,5,0,1,40.5,174,78.3,72,1,13.42,7.202,0.48,4
51560,5,6,6,31.6,152,70.2,64,20,0.23,3.13,1.77,4
51570,5,2,2,37.5,155,77.9,72,4,2.92,5.678,-0.84,3
51580,5,6,6,31.6,152,70.2,64,20,0.23,3.13,1.77,4
51590,5,3,2,39.3,153,77.9,71,10,0.81,4.39,-0.3,3
51595,5,6,6,39.7,174,77.6,72,4,0.47,3.859,-0.78,3
51600,5,0,1,35.6,149,78.7,70,5,2.71,5.602,-1.31,3
51610,5,0,1,35.6,149,78.7,70,5,2.71,5.602,-1.31,3
51620,5,6,4,39.7,174,77.6,72,3,0.47,3.843,-0.94,3
51630,5,0,1,35.4,155,76.9,72,4,2.7,5.598,-0.97,3
51640,5,7,8,34.4,116,71.3,68,20,0.27,3.287,0.67,4
51650,5,0,1,40.6,174,78.2,72,1,55.44,8.621,1.27,4
51660,5,5,7,33.2,152,73.3,64,20,0.25,3.22,1.25,4
51670,5,2,2,40.5,174,79.1,72,4,5.61,6.331,0.26,4
51678,5,6,6,36.1,152,74.9,64,16,0.22,3.096,0.64,4
51680,5,3,2,36.6,153,75.8,71,10,0.57,4.035,-0.38,3
51683,5,0,1,32.1,149,75.3,70,5,2.95,5.687,-0.94,3
51685,5,0,1,32.1,149,75.3,70,5,2.95,5.687,-0.94,3
51690,5,4,5,37.1,153,75.6,71,10,0.53,3.968,-0.28,3
51700,5,0,1,40.6,174,78.2,72,1,55.44,8.621,1.27,4
51710,5,0,1,40.5,174,78.3,72,1,13.42,7.202,0.48,4
51720,5,7,8,34.4,116,73,68,20,0.29,3.364,0.25,4
51730,5,2,2,38.3,155,77.4,72,4,0.68,4.223,-1.34,3
51735,5,0,1,40.6,174,78.2,72,1,55.44,8.621,1.27,4
51740,5,0,1,40.5,174,78.3,72,1,13.42,7.202,0.48,4
51750,5,4,5,34.4,116,71.3,68,16,0.39,3.671,0.27,4
51760,5,2,2,37.5,155,77.9,72,4,2.48,5.512,-0.93,3
51770,5,3,2,36.4,152,75.2,64,16,0.07,1.967,0.01,3
51775,5,3,2,36.4,152,75.2,64,16,0.07,1.967,0.01,3
51780,5,6,6,39.3,153,77.9,71,14,1.24,4.818,0.53,4
51790,5,4,5,34,152,73.8,64,16,0.06,1.779,-0.12,3
51800,5,0,1,39.7,174,77.6,72,1,6.76,6.516,0.17,4
51810,5,0,1,40.5,174,78.3,72,1,50.07,8.519,1.18,4
51820,5,4,5,34,152,73.8,64,16,0.06,1.779,-0.12,3
51830,5,0,1,39.3,174,77.5,72,4,19.6,7.581,1.15,4
51840,5,4,3,33.7,149,75.6,70,16,0.25,3.235,-0.38,3
53001,9,6,6,27.8,66,71.6,24,5,0.25,3.199,-1.34,3
53003,9,7,8,31.2,73,73.4,24,16,0.75,4.312,1.22,4
53005,9,3,2,32.2,66,74.8,24,16,3.24,5.781,1.58,4
53007,9,5,7,26.6,66,73.6,24,21,2.41,5.486,1.56,4
53009,9,5,7,38.5,48,55.9,63,21,34.79,8.154,6.52,6
53011,9,1,1,38.4,66,66.8,45,21,4.32,6.069,4.25,5
53013,9,9,9,31.6,73,70.7,24,16,0.54,3.987,1.84,4
53015,9,4,3,38.2,66,64.4,45,21,2.37,5.47,4.54,5
53017,9,7,7,22,72,66.8,24,7,1.52,5.026,0.42,4
53019,9,9,9,22.5,72,68.3,24,20,2.37,5.468,2.31,4
53021,9,3,2,32.2,66,74.8,24,5,1.83,5.211,-0.39,3
53023,9,9,9,31.3,73,70.1,24,16,1.06,4.667,2.31,4
53025,9,5,7,27.4,66,75.8,24,16,4.12,6.021,0.62,4
53027,9,4,5,39.7,48,60.5,63,14,13.82,7.231,3.94,5
53029,9,1,1,38.2,48,61.1,56,5,59.68,8.694,3.41,5
53031,9,6,6,39.5,48,61.4,56,21,16.95,7.436,5.31,6
53033,9,0,1,41.2,52,66.1,49,21,7.83,6.663,4.53,5
53035,9,3,2,39.7,52,65.9,49,5,30.03,8.008,2.61,5
53037,9,6,3,26,71,66.3,24,21,1.54,5.037,3.33,5
53039,9,7,8,32.8,66,72.4,24,16,1.67,5.118,1.97,4
53041,9,6,5,38.9,52,65.1,49,21,1.18,4.767,3.4,5
53043,9,8,6,24.3,72,67.3,24,7,1.22,4.802,0.56,4
53045,9,6,6,38.1,66,64.4,45,21,8.56,6.752,5.2,6
53047,9,7,8,18,71,67.5,24,21,0.89,4.484,1.36,4
53049,9,7,8,40.4,48,61.7,63,20,20.35,7.618,4.85,6
53051,9,8,6,24.3,72,65.6,24,21,1.74,5.161,3.33,5
53053,9,2,2,39.9,52,64.8,49,21,7.26,6.587,4.62,6
53055,9,8,4,39.2,48,62,56,11,71.83,8.88,4.35,5
53057,9,4,3,37.6,52,62.7,49,21,9.64,6.871,4.94,6
53059,9,8,4,32.8,54,72.4,59,21,1.63,5.093,-0.04,3
53061,9,0,1,38.2,52,62.7,49,21,4.84,6.182,4.68,6
53063,9,2,2,25.4,72,69.7,24,16,0.96,4.559,1.33,4
53065,9,6,6,23.7,72,68.1,24,20,2.45,5.503,2.58,5
53067,9,3,2,37.2,52,63.6,49,14,6.03,6.401,3.32,5
53069,9,9,9,38.2,48,64.4,63,20,7.83,6.663,3.25,5
53071,9,4,5,33.4,66,75.6,24,14,2.21,5.399,1.06,4
53073,9,3,2,36.6,52,61.8,49,21,15.32,7.334,5.26,6
53075,9,5,7,29.1,73,67.4,24,14,0.84,4.427,2.23,4
53077,9,3,2,27.5,66,70.7,24,21,0.36,3.592,1.48,4
54001,5,7,8,32,99,71.3,67,20,0.57,4.046,0.22,4
54003,5,3,2,31.2,152,75,65,16,0.13,2.593,-0.55,3
54005,5,6,6,33.8,97,75.1,66,20,0.04,1.38,-1.9,3
54007,5,9,9,33.4,99,74.3,67,19,0.52,3.953,-0.55,3
54009,5,3,2,30.2,99,72.7,67,19,3.7,5.912,0.38,4
54011,5,2,2,34.3,97,75.3,66,19,2.23,5.408,0.11,4
54013,5,9,9,33.6,99,73.4,67,19,0.01,0,-2.37,2
54015,5,8,6,34.5,97,75,66,20,0.41,3.721,-0.51,3
54017,5,9,9,30.8,99,73.1,67,19,0.02,0.445,-2.52,2
54019,5,6,6,31.5,97,71.1,72,20,0.66,4.194,-0.13,3
54021,5,9,9,33.4,99,74.3,67,19,0.01,0,-2.64,2
54023,5,8,6,33.4,152,74.2,65,20,0.62,4.131,1.46,4
54025,5,7,8,30.6,97,69.3,72,20,0.31,3.432,-0.2,3
54027,5,8,6,30.6,152,72.4,65,16,0.45,3.806,0.69,4
54029,5,3,2,30.5,99,73.8,67,19,6.02,6.4,0.39,4
54031,5,9,9,30.6,152,72.4,65,20,0.18,2.917,0.82,4
54033,5,5,7,30.9,99,73,67,19,0.13,2.562,-1.36,3
54035,5,6,6,33.9,97,74.6,66,19,1.23,4.814,-0.08,3
54037,5,1,1,32.1,152,74.8,65,4,0.96,4.564,-1.12,3
54039,5,2,2,34.5,97,75,66,20,0.87,4.463,-0.12,3
54041,5,7,8,32.6,99,73.9,67,19,0.24,3.193,-0.98,3
54043,5,8,6,32.7,97,74.4,66,19,0.26,3.275,-1.05,3
54045,5,7,8,35.4,97,76.9,66,20,0.31,3.425,-1.03,3
54047,5,7,8,34.4,97,73.3,73,20,0.03,1.213,-1.88,3
54049,5,5,7,31.6,99,73.3,67,19,0.59,4.073,-0.52,3
54051,5,3,2,30.4,99,73.9,67,19,1.66,5.11,-0.34,3
54053,5,6,6,33.7,97,75.5,66,18,2.91,5.674,-0.05,3
54055,5,7,7,34.4,97,73.3,73,20,0.05,1.608,-1.67,3
54057,5,3,2,32.5,152,73.5,65,16,0.43,3.75,0.68,4
