FIPS,amen_region_census,amen_rural_urban,amen_urban_inf,amen_low,amen_sun,amen_high,amen_humid,amen_topo,amen_per_water,amen_log_water,amen_scale,amen_rank
54059,5,7,8,35.9,97,77.1,66,20,0.24,3.191,-1.12,3
54061,5,5,7,31.5,99,73.1,67,19,1.29,4.86,-0.07,3
54063,5,9,9,31.1,97,70.6,73,20,0.06,1.846,-1.38,3
54065,5,8,6,31.6,152,73.2,65,16,0.29,3.373,0.41,4
54067,5,7,8,31.5,97,71.1,72,20,0.88,4.479,0.02,3
54069,5,3,2,30.4,99,73.9,67,19,2.46,5.506,-0.13,3
54071,5,9,9,28.6,152,67.6,65,20,0.03,1.101,0.82,4
54073,5,8,6,32.9,99,75.2,67,18,2.87,5.659,-0.12,3
54075,5,9,9,28.6,97,67.6,72,20,0.17,2.807,-0.42,3
54077,5,7,8,31.2,97,72.3,72,19,0.47,3.85,-0.84,3
54079,5,2,2,33.4,97,75.5,66,19,1.19,4.779,-0.43,3
54081,5,5,7,31.4,97,70,72,20,0.4,3.678,-0.13,3
54083,5,7,8,30,97,68.7,72,20,0.02,0.654,-1.61,3
54085,5,8,6,32.4,99,73.7,67,19,0.02,0.434,-2.42,2
54087,5,8,6,33.6,97,73.4,66,19,0.04,1.314,-1.66,3
54089,5,7,8,31.4,97,70,72,20,1.78,5.181,0.67,4
54091,5,7,8,30.9,99,73,67,19,1.66,5.11,-0.01,3
54093,5,9,9,27.2,97,66.3,72,16,0.53,3.974,-0.29,3
54095,5,9,8,30.8,99,73.1,67,19,1.2,4.791,-0.22,3
54097,5,7,8,32,99,71.3,67,19,0.03,1.036,-1.52,3
54099,5,2,2,34.3,97,75.3,66,19,1.26,4.833,-0.19,3
54101,5,9,9,34.4,97,72.9,72,20,0.01,0,-2.35,2
54103,5,6,6,32.3,99,75.2,67,19,0.59,4.081,-0.91,3
54105,5,8,6,32.4,99,73.7,67,19,0.78,4.361,-0.34,3
54107,5,3,2,32.9,99,75.2,67,18,2.55,5.542,-0.19,3
54109,5,9,9,33.5,97,74.2,73,20,0.19,2.93,-1.37,3
55001,3,9,9,14.6,137,70.4,59,1,5.92,6.384,-2.43,2
55003,3,7,8,11.7,118,66.5,62,10,54.5,8.603,-0.63,3
55005,3,7,8,11.2,139,70.5,59,4,3.05,5.722,-2.86,2
55007,3,8,6,12.1,139,66.9,59,6,27.69,7.926,-0.56,3
55009,3,3,2,15.4,129,69.2,60,4,14.1,7.251,-1.36,3
55011,3,8,6,15.7,143,73.4,59,14,3.54,5.869,-1.17,3
55013,3,8,4,9.4,139,68.6,59,4,6.69,6.506,-2.24,2
55015,3,2,2,17,129,71.3,60,4,19.44,7.573,-1.49,3
55017,3,3,2,11.9,139,69,59,4,2.97,5.692,-2.36,2
55019,3,6,6,12.8,118,69.2,62,4,0.28,3.34,-4.34,2
55021,3,6,6,18.4,144,72.3,59,14,2.75,5.618,-0.52,3
55023,3,7,8,19,152,74.1,61,14,4.43,6.093,-0.55,3
55025,3,2,2,16.8,144,70.1,59,14,2.93,5.679,-0.17,3
55027,3,4,3,19.5,144,72.2,59,4,2.72,5.606,-1.83,3
55029,3,7,8,18.2,129,68.3,60,4,75,8.923,-0.15,3
55031,3,3,2,11.3,139,66.1,59,6,11.54,7.051,-0.66,3
55033,3,6,5,13.9,143,71.8,59,14,1.38,4.925,-1.54,3
55035,3,3,2,11.7,143,70.5,59,4,1.18,4.774,-3.16,2
55037,3,9,9,11.9,112,65,63,4,1.9,5.245,-2.61,2
55039,3,4,5,17.7,129,70.9,60,4,5.6,6.328,-1.92,3
55041,3,9,9,11.3,112,65.4,63,4,3.09,5.734,-2.56,2
55043,3,6,6,18.2,152,72.5,61,14,3,5.705,-0.46,3
55045,3,6,5,18.3,144,72.4,59,14,0.1,2.295,-2.32,2
55047,3,6,6,16.3,137,70.3,59,4,6.88,6.533,-1.58,3
55049,3,6,6,17.6,152,71.2,61,14,0.7,4.255,-0.98,3
55051,3,9,9,11.7,118,66.5,62,10,17.62,7.474,-0.7,3
55053,3,6,6,13.8,143,69.1,59,14,1.28,4.851,-0.87,3
55055,3,4,3,19.3,144,72.3,59,4,4.42,6.091,-1.63,3
55057,3,7,8,16.4,137,70.9,59,14,4.54,6.119,-0.43,3
55059,3,1,1,22.3,129,71.8,63,4,63.83,8.761,-0.45,3
55061,3,6,6,19.3,129,68.1,60,4,68.41,8.831,0.17,4
55063,3,3,2,16.1,143,72.8,59,14,5.66,6.339,-0.69,3
55065,3,9,9,18.5,152,70.9,61,14,0.16,2.767,-1.53,3
55067,3,6,6,13.9,112,68,63,4,1.71,5.143,-3.13,2
55069,3,6,6,13.2,118,68.8,62,4,2.64,5.575,-2.98,2
55071,3,4,5,20.2,129,70,60,4,60.4,8.706,-0.37,3
55073,3,3,2,12.4,118,68.9,62,4,1.98,5.287,-3.3,2
55075,3,7,7,19.2,112,71.1,63,4,9.57,6.863,-2.16,3
55077,3,9,9,16.3,137,70.3,59,4,1.92,5.258,-2.25,2
55078,4,9,9,16.2,112,70.6,63,4,1.93,5.261,-3.38,2
55079,3,0,1,19.4,129,69.9,63,4,75,8.923,-0.4,3
55081,3,6,6,15.9,143,71.4,59,14,0.83,4.419,-1.36,3
55083,3,6,6,17.5,112,69.9,63,4,13.15,7.181,-1.95,3
55085,3,7,8,12.3,118,67.7,62,4,9.01,6.804,-2.19,3
55087,3,2,2,16.9,129,71.4,60,4,0.63,4.146,-3.35,2
55089,3,0,1,19.4,129,69.9,63,4,75,8.923,-0.39,3
55091,3,8,4,13.9,143,71.8,59,14,6.59,6.49,-0.71,3
55093,3,1,1,12.8,143,71.1,59,14,2.55,5.542,-1.21,3
55095,3,6,4,11.4,139,70.7,59,4,4.08,6.011,-2.73,2
55097,3,4,5,14.8,137,70.5,59,4,2,5.298,-2.54,2
55099,3,7,8,10.7,118,65.5,62,4,2.02,5.31,-2.66,2
55101,3,3,2,22.3,129,71.8,63,4,57.94,8.665,-0.51,3
55103,3,7,8,18,152,72.1,61,14,0.54,3.988,-1.29,3
55105,3,3,2,21.1,144,73.7,59,4,0.79,4.366,-2.62,2
55107,3,7,8,11.3,139,67.6,59,4,1.91,5.252,-2.32,2
55109,3,1,1,12.8,143,71.1,59,14,1.89,5.24,-1.37,3
55111,3,6,6,17.3,152,72.3,61,14,1.27,4.846,-1.01,3
55113,3,9,9,8.4,139,65,59,4,6.95,6.544,-1.42,3
55115,4,6,6,16.2,112,70.6,63,4,1.85,5.22,-3.4,2
55117,3,3,2,20.5,129,70.4,60,4,59.59,8.693,-0.37,3
55119,3,6,6,12,118,67.6,62,4,0.98,4.582,-3.39,2
55121,3,8,6,14.3,143,71.1,59,14,1.06,4.668,-1.42,3
55123,3,6,6,15.2,152,71.1,61,14,2.64,5.576,-0.66,3
55125,3,9,9,10.8,118,65.4,62,4,14.26,7.262,-1.58,3
55127,3,4,3,19.3,129,72.3,63,4,3.67,5.905,-2.46,2
55129,3,9,9,10.8,139,69,59,4,5.08,6.231,-2.26,2
55131,3,1,1,19,129,70.5,63,4,1.16,4.756,-2.63,2
55133,3,0,1,19.3,129,71.3,63,4,4.29,6.062,-2.11,3
55135,3,6,6,16.2,137,71,59,4,1.86,5.226,-2.48,2
55137,3,8,6,14.6,137,70.4,59,4,1.78,5.183,-2.61,2
55139,3,2,2,17,129,71.3,60,4,24.21,7.792,-1.37,3
55141,3,4,5,14.2,137,69.8,59,4,2.06,5.326,-2.44,2
56001,8,5,7,20.7,190,64.3,32,16,0.82,4.403,4.91,6
56003,8,9,9,17.3,167,71.6,30,21,0.7,4.242,2.49,5
56005,8,7,7,21.7,158,70.7,37,15,0.1,2.302,0.79,4
56007,8,7,8,21.7,190,66,32,21,0.85,4.445,5.41,6
56009,8,6,6,25.8,184,72.1,32,16,0.24,3.195,2.86,5
56011,8,9,9,20.1,158,68.7,37,20,0.42,3.727,2.57,5
56013,8,7,8,15,197,70,28,21,0.9,4.501,3.71,5
56015,8,7,8,26.8,184,72.4,32,9,0.31,3.422,2,4
56017,8,7,8,15.3,167,71.5,30,20,0.12,2.448,1.08,4
56019,8,7,8,21.6,161,69.1,34,21,0.2,3.004,2.78,5
56021,8,3,2,26.6,184,69.1,32,16,0.06,1.771,3.05,5
56023,8,7,8,17,169,62.7,24,21,0.49,3.886,5.12,6
56025,8,3,2,23.2,184,71,32,11,0.67,4.2,2.49,5
56027,8,9,9,23.9,156,70,41,9,0.08,2.074,-0.01,3
56029,8,7,8,24.4,167,69.4,30,21,0.37,3.623,3.96,5
56031,8,7,8,28.9,184,72.6,32,16,1.23,4.812,4.1,5
56033,8,7,7,21,161,70.4,34,21,0.15,2.689,2.17,4
56035,8,9,9,11.5,169,60.2,24,21,1.1,4.701,5.29,6
56037,8,5,7,19.2,169,68.2,24,11,0.63,4.14,2.63,5
56039,8,7,8,11.4,137,58.2,28,21,5.07,6.228,5.39,6
56041,8,7,7,17.9,169,62.7,24,10,0.28,3.343,3.32,5
56043,8,7,8,15.3,167,71.5,30,20,0.12,2.484,1.1,4
56045,8,7,8,22.9,156,73,41,9,0.09,2.22,-0.91,3
