FIPS,AREA,Mean Annual Precipitation (in.)
49009,0.190972222,410.2811805
01045,0.121527778,1397.570998
01125,0.340277778,1399.702546
01011,0.142361111,1339.90366
13289,0.095486111,1175.342006
08037,0.473958333,607.2772902
08097,0.251736111,829.0240028
13091,0.126736111,1174.815204
13187,0.071180556,1598.556108
13035,0.050347222,1211.672405
19179,0.114583333,961.0521194
19031,0.152777778,925.2170507
28161,0.123263889,1451.512814
29135,0.114583333,1099.986067
26165,0.171875,853.8570705
36021,0.184027778,1099.332927
36011,0.215277778,997.2129827
08125,0.652777778,453.1281382
37063,0.076388889,1151.915907
20067,0.138888889,446.1066246
29201,0.114583333,1220.390455
29137,0.164930556,1048.281582
29203,0.253472222,1192.551509
39085,0.060763889,1071.438853
31017,0.348958333,598.3430349
31079,0.171875,696.5125239
38021,0.333333333,538.6240635
01039,0.258680556,1517.926645
01019,0.154513889,1382.518204
55081,0.25,876.4537519
54097,0.09375,1328.568518
55093,0.171875,837.2487892
51620,0.003472222,1214.38501
31147,0.144097222,847.6214467
48431,0.243055556,513.5533585
49055,0.649305556,261.5713905
47001,0.083333333,1421.819995
55075,0.428819444,766.724574
17025,0.118055556,1099.787799
18003,0.177083333,947.6019598
26009,0.157986111,833.1413152
19043,0.217013889,904.6900776
20075,0.274305556,442.2510762
12081,0.184027778,1380.965464
28041,0.190972222,1565.88009
39019,0.102430556,1011.323053
29147,0.225694444,918.1370756
22023,0.402777778,1520.541163
30055,0.859375,316.4037776
31179,0.118055556,721.7036743
16019,0.550347222,521.4211367
05093,0.222222222,1258.886721
08075,0.527777778,426.427336
13055,0.083333333,1396.458122
17127,0.069444444,1228.001242
18115,0.026041667,1082.939323
21171,0.095486111,1303.388545
20209,0.034722222,1021.059503
23009,0.621527778,1232.787823
26013,0.286458333,835.6567882
28151,0.185763889,1361.085885
30001,1.647569444,527.1516865
33019,0.152777778,1154.074094
36013,0.321180556,1171.895844
40129,0.288194444,672.1254225
47157,0.213541667,1344.933986
48077,0.284722222,814.5565859
53003,0.206597222,443.6852102
55089,0.069444444,843.8822433
51121,0.104166667,997.7064962
05061,0.157986111,1383.134725
06107,1.263888889,571.7477197
08025,0.211805556,306.7036881
27033,0.1875,735.8561085
27015,0.184027778,736.0546236
18041,0.065972222,1081.983421
35047,1.203125,445.5160747
21131,0.104166667,1247.732672
21203,0.083333333,1234.362284
22007,0.085069444,1604.451234
36099,0.109375,880.2180931
27143,0.206597222,761.2582331
28131,0.098958333,1624.183335
28129,0.159722222,1472.639891
29095,0.157986111,1067.230875
35061,0.256944444,267.682434
36065,0.368055556,1193.848822
37135,0.105902778,1164.732624
29065,0.184027778,1169.012359
37121,0.057291667,1243.019994
48057,0.220486111,1036.53354
48003,0.347222222,379.9004007
50021,0.277777778,1228.462057
51750,0.003472222,945.144989
55057,0.227430556,857.0861071
37089,0.095486111,1440.057992
48287,0.147569444,941.4032937
37149,0.060763889,1415.842289
56029,2.085069444,581.5472109
04017,2.567708333,292.2921029
01049,0.197916667,1402.448862
51760,0.019097222,1124.417259
12003,0.145833333,1303.076189
47151,0.140625,1384.925802
17157,0.159722222,1096.14783
06037,1.057291667,427.8382927
06097,0.420138889,1144.345701
06065,1.782986111,201.5687147
12099,0.515625,1308.396026
18083,0.145833333,1161.046554
18123,0.100694444,1207.950524
20183,0.248263889,648.5476907
21041,0.036458333,1136.11524
18007,0.104166667,964.5558309
26151,0.282986111,822.5934355
26003,0.307291667,840.7203369
28045,0.118055556,1622.286029
22031,0.220486111,1333.05339
23023,0.086805556,1217.373193
30061,0.371527778,1008.040139
30019,0.4375,336.3182539
34039,0.026041667,1233.641333
34017,0.015625,1214.80112
34015,0.086805556,1157.895403
37011,0.0625,1346.525835
39145,0.164930556,1061.64284
39029,0.151041667,984.9152888
13227,0.059027778,1439.069113
28103,0.161458333,1401.591294
29181,0.173611111,1224.6378
30009,0.625,459.2668896
31173,0.104166667,746.0535004
35006,1.227430556,341.2021922
40009,0.260416667,692.9435356
42123,0.251736111,1161.48255
39175,0.114583333,946.9546962
01101,0.194444444,1329.386972
50001,0.222222222,1062.903984
56003,0.907986111,318.709446
40143,0.15625,1061.995222
04021,1.310763889,321.6577617
08079,0.230902778,847.392931
13097,0.050347222,1322.655172
16011,0.609375,328.8134185
17089,0.142361111,910.8171967
37125,0.184027778,1182.128499
19181,0.170138889,917.7116307
21081,0.071180556,1094.037074
19049,0.149305556,890.2032527
28133,0.184027778,1373.888118
28125,0.118055556,1415.41338
21167,0.067708333,1182.320507
29119,0.154513889,1151.571129
30015,1.276041667,359.712939
31041,0.696180556,607.0654111
31081,0.159722222,724.5206518
39041,0.119791667,978.4611578
38033,0.309027778,366.3856734
42079,0.263888889,1169.36072
42129,0.279513889,1107.000999
46017,0.133680556,522.025066
48041,0.137152778,1043.618864
51135,0.079861111,1146.56216
51023,0.144097222,1096.441689
05147,0.144097222,1256.226385
55005,0.267361111,819.4143542
26127,0.157986111,894.5156055
27073,0.220486111,633.8718118
41059,0.994791667,573.4197725
51141,0.119791667,1294.865502
51035,0.123263889,1189.74859
46037,0.338541667,583.2872818
47129,0.126736111,1412.626853
51119,0.050347222,1144.793806
18075,0.097222222,981.2830331
19053,0.152777778,954.1181828
19105,0.171875,931.3247465
06041,0.147569444,965.8527028
21169,0.069444444,1259.899744
40043,0.25,721.2878456
22043,0.173611111,1503.567706
38029,0.486111111,449.5396065
38075,0.263888889,437.231316
39015,0.138888889,1113.312877
05133,0.145833333,1350.522861
06073,1.086805556,370.6068856
08007,0.350694444,675.1438106
12127,0.309027778,1323.492531
13039,0.164930556,1306.208948
17059,0.083333333,1152.065832
13233,0.078125,1299.296436
20107,0.171875,1075.631514
04009,1.142361111,400.4116568
06029,2.057291667,239.6599494
08055,0.421875,491.557366
12069,0.279513889,1289.457074
12051,0.263888889,1295.310394
13043,0.0625,1178.732212
17029,0.125,1037.598205
17093,0.086805556,924.2152014
37101,0.210069444,1182.288841
37127,0.138888889,1156.720114
41045,2.881944444,311.4652226
48277,0.232638889,1184.802018
01087,0.15625,1320.738448
01047,0.248263889,1338.894829
20077,0.225694444,807.7131582
12043,0.229166667,1165.441892
09015,0.138888889,1236.89162
13309,0.076388889,1148.793404
30043,0.510416667,463.5308503
35033,0.524305556,541.7660927
18081,0.095486111,1104.444909
19165,0.152777778,846.2168205
20115,0.230902778,861.2398489
21025,0.128472222,1189.206752
22073,0.154513889,1428.297749
23019,1.052083333,1116.470759
28115,0.135416667,1458.100894
28117,0.112847222,1444.646768
31115,0.171875,628.8662615
36077,0.289930556,1099.770898
39101,0.105902778,956.3203245
38105,0.697916667,378.4580594
42107,0.215277778,1235.329925
42045,0.052083333,1153.50566
47033,0.069444444,1327.438254
47175,0.074652778,1391.702546
48095,0.223958333,645.8933299
48355,0.262152778,778.5847685
42131,0.111111111,1094.575622
48347,0.246527778,1296.631901
53053,0.552083333,1550.618454
47027,0.060763889,1319.891427
01119,0.220486111,1378.404723
53027,0.604166667,2645.743455
55051,0.251736111,832.7976525
55033,0.265625,833.1991501
48097,0.222222222,980.3453927
49057,0.190972222,685.2071808
51810,0.078125,1142.652222
47045,0.137152778,1293.907335
47041,0.083333333,1349.94917
06043,0.383680556,849.234612
08103,0.914930556,497.8456733
12131,0.284722222,1599.354331
21005,0.048611111,1183.068216
29217,0.217013889,1147.696402
31095,0.152777778,785.3545435
31003,0.25,690.6738875
13105,0.097222222,1180.588396
31119,0.178819444,715.3913598
31089,0.659722222,636.5451043
01067,0.135416667,1364.174874
06081,0.118055556,754.9891187
13281,0.039930556,1603.768252
16009,0.239583333,880.0161575
17023,0.133680556,1087.190518
18141,0.131944444,1009.278026
22103,0.265625,1595.911696
24019,0.185763889,1118.724296
25013,0.196180556,1224.506998
28093,0.173611111,1423.624703
27071,0.991319444,676.3388968
30029,1.647569444,949.1018876
34041,0.100694444,1223.87552
35055,0.560763889,494.2076478
39013,0.144097222,1053.230598
41041,0.300347222,2180.552894
39061,0.111111111,1061.071091
42059,0.15625,1075.019663
21015,0.069444444,1065.713
53029,0.119791667,640.3984021
54003,0.090277778,992.9411551
55031,0.416666667,792.0074148
01043,0.194444444,1465.630627
01095,0.154513889,1382.412812
13111,0.092013889,1582.773967
20087,0.159722222,968.5288066
18037,0.114583333,1193.597266
36069,0.184027778,886.6895257
27005,0.428819444,655.0894736
29035,0.144097222,1212.857834
31093,0.152777778,673.2189789
30079,0.550347222,323.9306949
30065,0.572916667,354.7339698
37035,0.104166667,1170.530337
39079,0.114583333,1051.121212
32015,1.510416667,275.6047353
41069,0.508680556,438.2831057
47081,0.161458333,1363.898172
48207,0.220486111,659.2772443
42031,0.166666667,1143.238429
48407,0.157986111,1293.636924
38005,0.427083333,476.8928862
40039,0.25,759.8138178
41005,0.564236111,1850.5388
41061,0.600694444,723.8846233
46029,0.194444444,601.6782118
46117,0.428819444,454.8244528
40121,0.347222222,1157.28705
48507,0.324652778,578.3015551
48339,0.263888889,1241.517834
53045,0.319444444,2485.050923
47161,0.133680556,1311.63026
56037,2.942708333,231.40695
46031,0.739583333,426.3891781
48175,0.206597222,856.0963878
54013,0.071180556,1167.441713
56025,1.550347222,324.5489699
05013,0.168402778,1373.79536
51061,0.175347222,1066.740394
55127,0.171875,895.3252502
53011,0.203125,1862.073682
55078,0.104166667,779.1821645
48067,0.217013889,1264.81488
51071,0.09375,1033.267594
18155,0.057291667,1120.642741
51021,0.097222222,1062.475537
51510,0.003472222,1059.75
56009,1.1875,361.2516374
35031,1.420138889,305.3226159
26027,0.133680556,997.3793501
18175,0.131944444,1165.009605
37007,0.138888889,1149.029381
39011,0.107638889,965.1840289
28139,0.114583333,1440.89713
28001,0.121527778,1534.273286
12101,0.175347222,1344.856831
21141,0.145833333,1279.334885
29109,0.152777778,1149.192505
30041,0.901041667,301.6138349
13255,0.055555556,1247.464062
22009,0.211805556,1526.559101
05055,0.147569444,1194.198361
06025,1.130208333,83.67671279
06017,0.473958333,1132.08978
13083,0.046875,1454.943698
17197,0.239583333,967.3348543
18029,0.085069444,1097.681434
19119,0.177083333,709.2891193
19167,0.239583333,724.2100715
25017,0.246527778,1218.857677
27091,0.208333333,788.3552485
33007,0.546875,1228.36181
34023,0.088541667,1210.217063
34003,0.067708333,1233.91872
36063,0.149305556,911.1094197
39051,0.116319444,911.9379072
40013,0.225694444,1109.732388
41015,0.473958333,2757.454723
41057,0.319444444,2960.777776
48427,0.279513889,518.8083881
51735,0.006944444,1183.392517
22087,0.182291667,1625.111336
49023,0.894097222,323.6558644
50027,0.284722222,1187.98994
50017,0.197916667,1074.925705
01009,0.161458333,1412.557205
01085,0.177083333,1341.807939
06059,0.194444444,368.9349997
13123,0.109375,1561.112541
17173,0.190972222,1022.075726
18149,0.074652778,1002.779303
18027,0.109375,1178.832704
19121,0.171875,899.1829267
19077,0.152777778,894.719773
20139,0.173611111,973.525199
21009,0.130208333,1287.648135
21099,0.109375,1280.586191
17019,0.270833333,1001.411029
19103,0.164930556,926.1841058
19075,0.144097222,897.6566265
29067,0.197916667,1149.142895
29001,0.166666667,1022.421981
31099,0.138888889,652.4342499
29005,0.145833333,860.7247627
31023,0.159722222,743.4139165
31009,0.21875,596.6501586
35053,1.684027778,315.5316698
26051,0.147569444,798.2472965
36037,0.164930556,914.2011571
37189,0.083333333,1316.712504
19137,0.114583333,903.5157572
08121,0.682291667,416.393155
20127,0.182291667,897.9766671
28081,0.105902778,1437.65541
28111,0.157986111,1545.879014
28029,0.206597222,1499.376304
21193,0.090277778,1187.532504
12055,0.258680556,1209.644226
13027,0.111111111,1304.14422
13093,0.095486111,1180.377819
21173,0.052083333,1159.687004
30025,0.473958333,361.6893037
55037,0.151041667,758.4196581
55091,0.072916667,856.8728565
53069,0.085069444,2398.750805
48223,0.1875,1149.797125
31165,0.600694444,408.7863291
54089,0.102430556,1022.131524
46075,0.296875,481.739357
48485,0.138888889,755.1061264
36097,0.105902778,909.8213131
19071,0.144097222,859.7496382
20187,0.180555556,436.2409615
20033,0.220486111,658.1542517
21223,0.039930556,1154.969573
42103,0.15625,1198.562443
29049,0.118055556,994.0319124
21117,0.045138889,1066.086529
30105,1.567708333,311.2588265
22115,0.317708333,1501.270659
30023,0.222222222,580.2258613
31129,0.152777778,702.8960197
45073,0.168402778,1436.876184
05041,0.210069444,1312.84926
01081,0.154513889,1300.605506
12109,0.166666667,1314.723543
13053,0.064236111,1232.461347
13099,0.118055556,1340.499711
13313,0.074652778,1347.643958
17193,0.137152778,1136.746712
18147,0.104166667,1194.638833
18089,0.137152778,983.0093677
16069,0.267361111,557.7790908
27027,0.300347222,618.5560691
30035,0.925347222,666.5621207
33009,0.513888889,1221.314832
37091,0.105902778,1212.743937
41051,0.123263889,1663.096766
45065,0.100694444,1146.751717
38071,0.411458333,494.7301265
38061,0.612847222,417.3460051
38055,0.730902778,435.2119713
48357,0.225694444,534.9390766
53075,0.696180556,456.2338398
08059,0.197916667,514.0513148
13063,0.036458333,1260.33381
18139,0.111111111,1103.711561
18067,0.085069444,1034.365313
37061,0.203125,1272.853076
20095,0.222222222,793.650548
21229,0.078125,1194.244453
21067,0.078125,1152.911334
22003,0.192708333,1557.989732
30039,0.532986111,633.0966782
27095,0.199652778,744.417567
28145,0.098958333,1443.469127
21021,0.052083333,1183.424337
35028,0.034722222,542.3405014
37117,0.121527778,1230.560713
42091,0.137152778,1187.048348
46041,0.741319444,450.7623656
47127,0.027777778,1483.318756
47189,0.145833333,1316.402617
48023,0.248263889,695.4887409
48401,0.215277778,1225.939836
48065,0.211805556,555.8331954
49017,1.392361111,343.6273813
48027,0.269097222,889.9285822
49049,0.581597222,547.2100889
54047,0.151041667,1114.150116
53063,0.559027778,515.0164896
20181,0.277777778,482.9466251
49037,2.064236111,280.8935909
46011,0.265625,655.5735278
46071,0.522569444,479.5522922
47117,0.098958333,1400.959117
19131,0.119791667,886.9047825
17121,0.152777778,1085.254313
22085,0.251736111,1369.962825
22069,0.324652778,1435.605616
13249,0.050347222,1233.175524
24015,0.119791667,1141.33478
48201,0.430555556,1298.291333
05105,0.137152778,1326.952281
51730,0.003472222,1176.609985
48217,0.243055556,939.7311419
17083,0.105902778,1038.948524
06053,0.871527778,536.1988254
18129,0.109375,1155.042221
09003,0.201388889,1215.728099
48229,1.154513889,277.8042714
26075,0.21875,870.9384921
20197,0.234375,916.721332
21145,0.076388889,1244.476368
27045,0.236111111,874.6117621
21153,0.081597222,1150.818092
26081,0.248263889,922.1648265
27055,0.15625,879.1976657
48167,0.166666667,1334.475838
31153,0.071180556,796.2631702
51179,0.079861111,1061.823914
35059,0.982638889,426.4409545
39089,0.185763889,1015.392146
37191,0.152777778,1204.196026
09007,0.105902778,1286.93361
18039,0.138888889,981.6781265
21003,0.088541667,1275.027059
04001,2.854166667,337.0603892
17111,0.166666667,919.6605218
04027,1.368055556,118.7862943
40053,0.234375,844.4551844
40139,0.539930556,472.0025714
46021,0.217013889,459.4415198
37015,0.180555556,1221.051922
47185,0.09375,1400.443696
38015,0.5,460.3672921
46063,0.786458333,386.251303
19117,0.114583333,950.3639378
18025,0.086805556,1218.380793
47003,0.125,1405.391388
35035,1.645833333,385.5904431
17107,0.15625,973.4441142
40145,0.147569444,1121.185172
38085,0.34375,428.3890908
34005,0.227430556,1173.031833
21059,0.128472222,1187.030673
22013,0.204861111,1432.78576
21205,0.071180556,1168.858047
48073,0.262152778,1200.65848
22015,0.223958333,1332.431547
06013,0.210069444,500.3195869
35045,1.434027778,259.2629782
17167,0.239583333,958.773913
16045,0.166666667,518.9465621
16075,0.114583333,319.6931781
22081,0.095486111,1386.155453
16079,0.795138889,1206.053447
17117,0.248263889,1002.550071
17119,0.190972222,1058.805908
24017,0.119791667,1084.249853
16035,0.756944444,1176.715389
47143,0.092013889,1455.77151
47069,0.184027778,1398.777639
16087,0.442708333,594.5557673
17147,0.104166667,989.7606659
46023,0.314236111,623.7175691
06099,0.402777778,365.991768
47095,0.048611111,1268.057508
24025,0.133680556,1161.804806
47097,0.126736111,1306.346855
46055,0.555555556,458.2988436
47023,0.076388889,1389.577273
48079,0.190972222,461.8170002
24037,0.116319444,1106.649097
21091,0.052083333,1206.926335
48081,0.232638889,575.7199247
24039,0.098958333,1086.437367
22019,0.255208333,1550.567077
24041,0.097222222,1120.242665
24043,0.125,1011.15194
42057,0.119791667,1016.927974
19045,0.184027778,915.4244333
24510,0.022569444,1129.889254
20001,0.131944444,1081.700921
20037,0.166666667,1144.50531
48089,0.236111111,1084.364929
48091,0.138888889,877.0240005
48099,0.256944444,847.8477033
48105,0.677083333,473.7520507
21105,0.065972222,1301.430266
23007,0.513888889,1241.776283
19067,0.152777778,890.3323843
37017,0.222222222,1219.806009
47149,0.161458333,1328.154949
47153,0.065972222,1495.611572
17041,0.126736111,1009.419864
19085,0.184027778,807.223114
21121,0.098958333,1272.455783
26059,0.171875,932.3328278
21127,0.114583333,1109.839847
47167,0.118055556,1318.258532
48119,0.069444444,1155.505005
21133,0.092013889,1184.722827
21135,0.135416667,1144.640904
22029,0.1875,1517.68213
13317,0.121527778,1152.525854
05007,0.211805556,1194.95074
19057,0.114583333,946.1607592
24045,0.109375,1116.582539
32017,2.814236111,272.7174151
46033,0.447916667,468.2362797
51710,0.020833333,1177.172485
18143,0.053819444,1147.594199
22049,0.137152778,1446.43759
31019,0.288194444,639.8225907
44007,0.125,1272.419308
54029,0.024305556,997.567143
53059,0.5,2484.351254
41013,0.881944444,385.1404927
27031,0.503472222,795.1515166
29041,0.203125,1054.320774
51111,0.112847222,1122.54646
42047,0.232638889,1141.709551
29131,0.168402778,1113.789186
30075,0.967013889,358.790144
01057,0.152777778,1451.316932
41029,0.791666667,915.0566443
13049,0.203125,1274.084184
16023,0.671875,323.4944453
40107,0.171875,1083.698788
28121,0.194444444,1441.829019
05073,0.137152778,1325.753155
40111,0.170138889,1089.336324
30033,1.470486111,321.2570255
28083,0.142361111,1401.261341
27109,0.1875,855.4799053
48425,0.046875,870.0166626
30049,1.079861111,572.2411253
13301,0.069444444,1173.598007
31155,0.197916667,771.5261407
27145,0.432291667,716.9494001
22041,0.161458333,1455.121615
36045,0.421875,1050.513169
05115,0.215277778,1301.279998
22035,0.123263889,1427.197035
48215,0.375,558.8051385
19005,0.201388889,883.7793963
29015,0.208333333,1120.253661
22045,0.175347222,1570.932769
37041,0.059027778,1236.363536
13261,0.125,1227.650406
36075,0.289930556,1195.169042
48265,0.263888889,766.985725
37143,0.085069444,1240.135107
32001,1.362847222,181.6018343
48233,0.225694444,520.1522322
37055,0.310763889,1321.737933
37053,0.121527778,1211.512429
18061,0.138888889,1157.381627
20063,0.305555556,528.9477836
29121,0.211805556,1051.672294
23003,2.102430556,1056.790505
13137,0.076388889,1533.658636
25001,0.15625,1182.375324
36025,0.407986111,1155.240511
47183,0.154513889,1338.372249
30053,1.184027778,823.0726102
48157,0.213541667,1231.629595
21069,0.09375,1137.648697
30099,0.730902778,445.8161289
50025,0.227430556,1326.800079
25005,0.168402778,1261.286702
28049,0.213541667,1431.55813
29071,0.251736111,1118.278829
17077,0.152777778,1146.635685
24003,0.123263889,1086.820001
12001,0.229166667,1291.816901
06023,0.982638889,1845.113903
29089,0.125,1061.118749
13303,0.171875,1168.036765
48345,0.229166667,595.37409
13305,0.159722222,1217.723807
13311,0.055555556,1650.952187
13125,0.036458333,1149.002848
13209,0.059027778,1154.378231
13135,0.105902778,1322.318029
41055,0.246527778,307.1154933
13163,0.131944444,1149.862626
48299,0.255208333,733.8783665
51700,0.03125,1205.410556
09001,0.185763889,1263.843086
36089,0.828125,1025.534864
05005,0.145833333,1184.595117
35025,1.083333333,381.188413
26141,0.217013889,754.1125586
22065,0.159722222,1425.444351
08001,0.362847222,383.5449283
34027,0.137152778,1283.835312
48033,0.229166667,508.1750012
29157,0.119791667,1122.549999
51175,0.154513889,1198.130787
13001,0.123263889,1181.154364
17179,0.184027778,955.4446233
20149,0.236111111,869.2803677
39069,0.107638889,909.8479024
48455,0.178819444,1251.719904
51053,0.135416667,1157.950641
37077,0.137152778,1137.462792
51067,0.189236111,1152.177246
20191,0.333333333,871.7596375
13277,0.071180556,1199.201708
42061,0.244791667,1019.649503
41037,2.401041667,369.6864425
29077,0.178819444,1135.459031
41047,0.364583333,1616.281762
16067,0.223958333,254.0858133
42067,0.100694444,1083.186211
17097,0.126736111,917.1901371
18161,0.043402778,1067.838398
42071,0.270833333,1117.363265
29221,0.201388889,1126.365167
29103,0.15625,1002.64878
29117,0.163194444,1024.866702
42087,0.114583333,1059.282723
27161,0.125,824.5436096
05123,0.177083333,1293.789619
55079,0.060763889,863.6360038
55085,0.362847222,793.7755001
36119,0.131944444,1239.050529
22071,0.085069444,1576.120209
08019,0.112847222,716.1487676
40065,0.208333333,710.3666682
40067,0.1875,877.3821264
08005,0.213541667,428.4670728
48389,0.65625,310.1751588
40141,0.232638889,756.7485798
22075,0.342013889,1624.492235
22077,0.151041667,1533.986553
08047,0.043402778,667.3435986
29187,0.121527778,1144.93629
01003,0.414930556,1664.220711
09009,0.177083333,1276.264313
22011,0.288194444,1523.710062
32510,0.039930556,424.4291302
36105,0.28125,1225.540927
50007,0.1875,1068.897594
08011,0.416666667,356.0251668
19153,0.154513889,904.7316867
21239,0.053819444,1170.765487
30107,0.418402778,395.0825731
42019,0.217013889,1041.529758
47075,0.142361111,1342.243052
53049,0.333333333,2374.315102
51147,0.095486111,1114.629996
22053,0.157986111,1541.565823
51149,0.074652778,1175.043724
26137,0.15625,857.2324476
01111,0.144097222,1358.177706
51153,0.095486111,1059.820177
05001,0.265625,1282.424051
24033,0.131944444,1080.793823
22111,0.227430556,1425.929386
31085,0.194444444,531.4913363
48039,0.362847222,1307.959664
39021,0.121527778,1016.216718
08061,0.458333333,382.7963266
08065,0.104166667,638.5540003
08071,1.295138889,424.334169
26097,0.329861111,809.2259477
41011,0.467013889,1801.960707
08109,0.880208333,460.5126616
55023,0.175347222,874.6334664
48061,0.265625,662.6860774
48417,0.208333333,694.5484996
22089,0.09375,1618.507408
40083,0.189236111,913.2991736
13241,0.092013889,1762.96264
05143,0.241319444,1256.920074
48261,0.411458333,673.5161184
37169,0.121527778,1189.230568
48405,0.147569444,1373.026232
48005,0.211805556,1308.561062
05117,0.178819444,1256.742038
01127,0.201388889,1473.290516
53037,0.737847222,937.6246827
55061,0.111111111,789.1934385
27165,0.125,750.3040305
08051,0.873263889,648.2082115
12027,0.166666667,1278.317388
21209,0.076388889,1124.394545
05131,0.140625,1245.600123
18153,0.131944444,1124.358423
29069,0.144097222,1201.712652
36019,0.336805556,962.2068
51163,0.163194444,1100.135314
42043,0.15625,1144.718334
05021,0.147569444,1191.356233
31135,0.277777778,494.9471247
34021,0.064236111,1220.15919
31139,0.166666667,704.9359379
05023,0.151041667,1284.35012
38051,0.291666667,497.9317282
39045,0.142361111,992.0195104
39065,0.130208333,940.2715991
29141,0.164930556,1121.25505
05029,0.152777778,1273.428411
56017,0.564236111,350.4467696
36061,0.006944444,1213.027496
27089,0.560763889,576.8299984
46035,0.125,625.1013879
47025,0.119791667,1279.808703
45029,0.256944444,1207.166624
12041,0.086805556,1345.244397
39115,0.114583333,1035.910759
28007,0.175347222,1426.878816
44009,0.114583333,1213.962724
48183,0.074652778,1199.074647
05033,0.166666667,1303.540415
42127,0.213541667,1164.615855
05047,0.152777778,1310.408286
40049,0.201388889,972.4925006
05071,0.171875,1314.063133
36095,0.171875,1051.559189
05087,0.21875,1271.24619
48467,0.210069444,1095.160661
36091,0.239583333,1145.025794
40109,0.180555556,924.3265381
22095,0.107638889,1612.189038
40113,0.574652778,1022.863839
36071,0.237847222,1194.844527
41017,0.907986111,596.2407842
21185,0.053819444,1174.206767
04003,1.526041667,395.516098
18019,0.100694444,1156.707757
30051,0.425347222,296.1690204
37185,0.121527778,1144.572993
51191,0.142361111,1138.928665
12083,0.385416667,1310.032569
34035,0.083333333,1227.65771
20047,0.175347222,637.5092085
21137,0.088541667,1209.726273
31141,0.170138889,727.0643896
38095,0.322916667,481.8331174
29143,0.177083333,1231.53794
37021,0.170138889,1124.680406
27085,0.135416667,750.4635925
35005,1.484375,367.7738594
39075,0.138888889,1006.625877
31167,0.125,739.318751
37023,0.130208333,1259.513472
42109,0.09375,1132.592405
33013,0.276041667,1174.984086
29149,0.227430556,1192.461758
34025,0.130208333,1185.277603
42007,0.125,974.2398614
29047,0.100694444,1010.172413
42039,0.302083333,1156.934593
29079,0.121527778,997.3518555
46137,0.588541667,449.8961952
29165,0.109375,988.0493639
48337,0.236111111,906.7283837
49003,1.871527778,318.077449
48135,0.248263889,350.2617486
49015,1.241319444,253.9702656
48187,0.178819444,848.8955339
48209,0.166666667,885.388127
48293,0.232638889,1007.907389
40117,0.164930556,1022.460105
22107,0.159722222,1462.664457
47103,0.152777778,1453.681702
36007,0.206597222,1059.630088
51113,0.088541667,1160.629799
40005,0.265625,1141.712483
36115,0.246527778,1068.014295
51137,0.088541667,1100.021374
01073,0.289930556,1429.838625
51157,0.072916667,1152.440491
40023,0.196180556,1205.506017
40063,0.1875,1081.231486
40091,0.189236111,1146.113487
48185,0.203125,1123.726754
48179,0.243055556,602.7340009
26153,0.378472222,820.7195866
37071,0.086805556,1111.046189
31057,0.25,494.3071543
29207,0.217013889,1218.617837
34011,0.130208333,1106.490133
05059,0.164930556,1366.08684
36085,0.015625,1218.094442
51193,0.069444444,1093.957251
36111,0.324652778,1287.956205
05063,0.206597222,1236.808573
29029,0.180555556,1127.779998
29175,0.126736111,1079.777946
48199,0.213541667,1471.728538
38091,0.230902778,543.3268419
34001,0.161458333,1125.576558
37115,0.112847222,1136.489849
42009,0.274305556,995.9151897
36009,0.385416667,1127.640903
30067,0.829861111,664.6105235
13185,0.118055556,1268.909417
13107,0.170138889,1158.140513
36103,0.348958333,1207.735377
30109,0.255208333,363.9145574
49045,2.017361111,285.5201641
48323,0.331597222,534.8743457
51101,0.079861111,1118.342824
53009,0.578125,2235.471616
53019,0.736111111,525.7673584
53051,0.465277778,897.7922378
53055,0.118055556,680.282056
53065,0.798611111,610.9837397
53073,0.725694444,2036.047561
55009,0.159722222,776.3751075
49029,0.170138889,708.7062232
48225,0.303819444,1186.138401
48395,0.213541667,984.9567504
40061,0.152777778,1194.493862
51079,0.039930556,1201.276505
40079,0.40625,1324.042054
54053,0.121527778,1053.382863
54069,0.03125,1007.219449
37039,0.128472222,1577.986076
01025,0.295138889,1445.88776
01091,0.25,1366.38264
54011,0.074652778,1084.192797
01065,0.168402778,1369.756501
54099,0.135416667,1126.745513
42133,0.234375,1094.545635
29215,0.315972222,1160.206708
05075,0.149305556,1226.857907
05081,0.142361111,1283.227926
51590,0.012152778,1119.392857
06027,2.640625,189.1021038
37097,0.157986111,1144.233849
37183,0.210069444,1164.186447
26105,0.157986111,873.521536
37193,0.192708333,1249.082161
37123,0.131944444,1156.751974
06093,1.805555556,1029.207481
42033,0.314236111,1107.376191
47141,0.107638889,1404.115969
12019,0.159722222,1312.76239
12029,0.173611111,1451.340406
13155,0.085069444,1191.000212
28015,0.168402778,1419.063706
47051,0.15625,1459.368445
38081,0.251736111,568.7670355
47115,0.133680556,1461.99429
20005,0.104166667,936.563501
53017,0.571180556,283.3600904
55071,0.173611111,789.7139014
13101,0.109375,1279.145558
50005,0.197916667,1114.825085
50019,0.21875,1203.92532
28069,0.197916667,1409.952194
54037,0.060763889,998.6245728
31107,0.331597222,673.7263347
32027,1.6875,250.2351545
51820,0.006944444,1093.63501
13069,0.147569444,1213.343886
55029,0.151041667,788.8751705
32019,0.552083333,213.0527677
22125,0.090277778,1565.765003
54057,0.09375,976.6698145
51069,0.116319444,981.0125404
54061,0.104166667,1147.922003
51165,0.225694444,1017.879695
51171,0.133680556,968.9941549
