FIPS,AREA,Mean Annual Precipitation (in.)
13177,0.085069444,1243.382461
48303,0.211805556,506.6950003
48285,0.236111111,1020.751766
48321,0.329861111,1148.569206
05025,0.15625,1359.976775
27093,0.182291667,734.8787615
39071,0.151041667,1068.642182
08091,0.135416667,669.045774
48397,0.034722222,1034.262006
39005,0.112847222,996.0030752
16027,0.177083333,250.7952936
48429,0.225694444,737.8729215
31005,0.194444444,490.6027677
28147,0.097222222,1593.099991
29159,0.184027778,1090.375941
27121,0.230902778,669.4253407
48363,0.239583333,813.6271747
13307,0.048611111,1260.82928
40115,0.111111111,1131.45203
13189,0.067708333,1160.56358
13175,0.206597222,1172.272019
55083,0.305555556,785.3028401
55125,0.307291667,793.6149716
55129,0.234375,804.0914067
12031,0.208333333,1291.47575
39129,0.138888889,988.4027496
39131,0.125,1044.620691
46095,0.373263889,501.6733951
46119,0.289930556,477.5055091
39049,0.151041667,979.5248266
29199,0.121527778,975.6839992
37103,0.125,1334.139301
48029,0.303819444,805.1039997
48281,0.182291667,791.1023798
12121,0.159722222,1315.160652
53031,0.581597222,2718.10206
13019,0.109375,1227.35555
56041,0.583333333,338.8434826
13065,0.203125,1263.029061
01093,0.180555556,1496.620771
54093,0.105902778,1352.712943
51580,0.001736111,933.5800171
47035,0.178819444,1449.008252
17171,0.071180556,997.190251
26011,0.104166667,780.5705017
26119,0.152777778,756.735113
48113,0.208333333,985.7068354
47047,0.190972222,1370.865541
20163,0.225694444,611.6791556
26115,0.164930556,868.652841
38019,0.477430556,506.7013065
18069,0.109375,999.0568237
20053,0.180555556,724.0215401
20045,0.137152778,985.9939251
46101,0.152777778,673.1497726
54109,0.125,1203.676948
01007,0.151041667,1404.120918
21221,0.121527778,1299.684567
38083,0.342013889,441.969644
19001,0.171875,894.6165642
28105,0.121527778,1404.952713
48051,0.163194444,996.2118128
40001,0.149305556,1248.075357
28109,0.1875,1587.020738
51550,0.086805556,1239.255796
19183,0.170138889,935.0555109
28065,0.097222222,1499.337856
19087,0.125,948.8068076
22091,0.098958333,1626.673682
18097,0.109375,1076.76397
18107,0.15625,1059.062894
39091,0.126736111,993.183424
51770,0.010416667,1094.014994
19115,0.126736111,932.9041088
55077,0.133680556,854.8929879
20065,0.225694444,569.2506916
16061,0.140625,581.2256752
20101,0.190972222,523.0770902
20123,0.180555556,695.8324045
22021,0.126736111,1464.578357
22027,0.184027778,1417.544155
55043,0.328125,897.9259789
51131,0.095486111,1094.851638
37029,0.081597222,1236.892337
29017,0.168402778,1202.881859
51830,0.001736111,1208.319946
29091,0.251736111,1173.614416
29093,0.135416667,1179.769353
22067,0.208333333,1432.766995
51800,0.107638889,1242.43016
29223,0.194444444,1195.340176
48383,0.291666667,452.4403581
48411,0.274305556,729.5674052
08043,0.395833333,429.8375429
48475,0.194444444,323.5150013
48253,0.241319444,651.5248914
48319,0.229166667,707.1195475
48335,0.225694444,532.6977699
08035,0.223958333,522.2884521
48433,0.225694444,617.3881554
40051,0.277777778,887.9406246
40017,0.225694444,865.9377709
40027,0.149305556,967.1876746
36041,0.527777778,1260.278786
36023,0.147569444,1094.920114
31071,0.171875,647.3553528
36057,0.119791667,1023.239569
36053,0.189236111,1095.762845
48313,0.119791667,1115.314351
36017,0.258680556,1088.920875
48477,0.154513889,1053.142473
48291,0.279513889,1431.934529
01103,0.151041667,1428.851718
54009,0.026041667,1008.478011
39053,0.126736111,1048.977667
01133,0.173611111,1500.806003
01131,0.241319444,1387.249639
01107,0.213541667,1385.240568
54059,0.111111111,1160.866251
54065,0.060763889,969.9840018
05043,0.217013889,1357.211203
28119,0.105902778,1392.489014
29063,0.121527778,970.8844256
29171,0.135416667,1000.165897
30091,0.505208333,339.2169412
54091,0.048611111,1194.214634
12005,0.206597222,1558.345708
54005,0.138888889,1196.227873
28091,0.133680556,1557.855843
31063,0.253472222,548.8860302
01083,0.15625,1433.250997
12013,0.151041667,1531.101029
12117,0.083333333,1294.73395
13205,0.130208333,1314.201598
28023,0.164930556,1440.458102
46045,0.368055556,520.5466513
28085,0.147569444,1543.776001
13131,0.119791667,1338.582613
18135,0.121527778,1004.757569
27111,0.696180556,651.0880536
51073,0.065972222,1169.234211
10001,0.168402778,1115.03464
51127,0.057291667,1147.024233
20195,0.248263889,564.08888
05137,0.15625,1249.823775
37043,0.0625,1636.571391
37133,0.206597222,1394.649163
13143,0.071180556,1329.459994
28005,0.1875,1603.114441
20041,0.229166667,824.5778785
31151,0.152777778,761.1561376
47037,0.133680556,1273.964546
01017,0.15625,1325.47278
41023,1.289930556,536.9069175
21093,0.166666667,1211.180939
13181,0.064236111,1140.982165
40151,0.326388889,707.8954757
13235,0.065972222,1178.423677
21113,0.045138889,1162.4873
48235,0.258680556,525.0406711
26095,0.295138889,828.3208823
19003,0.114583333,889.5884853
04011,0.430555556,486.9413306
28157,0.180555556,1587.457308
01055,0.133680556,1391.06753
13207,0.098958333,1192.979302
20151,0.180555556,703.3825959
31185,0.171875,724.0739401
40047,0.286458333,861.2719397
54051,0.083333333,1098.642082
18177,0.112847222,1050.535999
31123,0.409722222,436.2184333
28003,0.092013889,1437.924526
39171,0.111111111,925.8559418
48195,0.208333333,504.9284996
26049,0.196180556,815.4449571
26079,0.159722222,836.167714
47067,0.060763889,1168.867997
38069,0.357638889,466.1509225
42125,0.230902778,1008.057144
05141,0.189236111,1309.406511
18045,0.111111111,1029.633283
28019,0.100694444,1404.608969
51690,0.003472222,1140.755005
13191,0.116319444,1262.553738
48255,0.178819444,759.4110676
39097,0.125,993.0316662
29013,0.225694444,1103.525691
48301,0.189236111,300.1095416
18055,0.152777778,1160.759316
20141,0.243055556,667.6499289
29075,0.140625,940.4217311
29051,0.100694444,1102.33897
48131,0.4375,587.4321437
46019,0.680555556,408.5050512
27099,0.223958333,867.7562015
13245,0.085069444,1151.701635
17033,0.119791667,1111.945801
33017,0.109375,1202.977936
40105,0.140625,1068.37827
01031,0.170138889,1430.567758
13221,0.114583333,1202.213185
18133,0.128472222,1105.803915
27013,0.211805556,792.5843446
32029,0.072916667,328.4133352
47133,0.111111111,1370.774843
01075,0.164930556,1444.977899
26019,0.100694444,860.6891385
48045,0.225694444,567.6446176
19017,0.125,910.4986115
37025,0.102430556,1137.537627
42113,0.128472222,1151.237983
54095,0.072916667,1155.778812
13023,0.052083333,1179.550338
17145,0.133680556,1119.709875
17049,0.147569444,1066.839406
01059,0.157986111,1484.747029
20105,0.203125,712.1651293
18151,0.09375,965.4288907
37059,0.065972222,1110.638939
19033,0.171875,880.1176764
46111,0.152777778,610.1017047
39173,0.164930556,875.1913716
13197,0.085069444,1255.837146
54015,0.090277778,1193.043642
51185,0.135416667,1167.286671
19135,0.114583333,953.8346946
19191,0.210069444,889.6171078
38103,0.402777778,467.9776294
37165,0.078125,1155.242893
48047,0.239583333,596.3057229
48139,0.248263889,977.1241972
37111,0.114583333,1281.823631
20189,0.208333333,468.1687503
29151,0.170138889,1118.771735
48219,0.222222222,494.4393735
55121,0.225694444,861.8909997
29153,0.222222222,1135.42984
31067,0.208333333,800.0495855
39141,0.190972222,1014.781637
19141,0.171875,764.8106042
46007,0.362847222,498.069617
54087,0.131944444,1154.731322
40011,0.236111111,789.8155886
20025,0.253472222,589.7287
01121,0.192708333,1365.773785
21115,0.071180556,1123.891703
46121,0.420138889,520.5667776
48007,0.111111111,897.3031244
13085,0.046875,1523.232223
19157,0.152777778,921.0348858
48159,0.069444444,1177.441254
18047,0.105902778,1094.139184
21027,0.15625,1213.611447
13159,0.097222222,1187.055902
48165,0.399305556,438.7182603
48211,0.229166667,605.6888654
19037,0.166666667,915.154583
45083,0.211805556,1239.858364
19095,0.166666667,924.900315
40133,0.161458333,1054.330977
27155,0.15625,619.7517775
18059,0.079861111,1103.95696
06087,0.116319444,999.579404
05011,0.15625,1399.95566
19171,0.210069444,901.2648749
51031,0.128472222,1107.249601
55001,0.185763889,842.8741119
37179,0.170138889,1147.693367
18165,0.067708333,1054.325386
38011,0.361111111,387.5484134
06031,0.381944444,211.5219997
21123,0.067708333,1236.67283
40125,0.21875,998.5599985
27129,0.293402778,718.8145542
20169,0.189236111,771.2971539
40077,0.190972222,1261.118822
19109,0.279513889,814.2773915
42001,0.144097222,1094.027704
18065,0.111111111,1087.089848
46067,0.206597222,640.6363028
55119,0.317708333,815.8077046
13095,0.078125,1276.220443
21039,0.052083333,1303.428003
13157,0.088541667,1280.985483
18131,0.133680556,990.9054589
46102,0.623263889,457.7122288
20167,0.251736111,665.6847593
48205,0.381944444,436.5867265
08033,0.282986111,596.5733753
24011,0.088541667,1105.008042
19011,0.229166667,913.3941669
17189,0.142361111,1069.221217
37151,0.192708333,1157.552525
48087,0.229166667,629.8169699
20035,0.3125,971.7480021
38039,0.234375,524.5187385
05057,0.178819444,1343.090972
51530,0.001736111,1109.27002
26133,0.152777778,853.325454
48153,0.267361111,555.9413646
46079,0.152777778,655.2689799
46027,0.118055556,686.383238
42037,0.138888889,1117.479997
51540,0.003472222,1131.155029
51033,0.135416667,1093.106417
27133,0.125,717.4280523
29053,0.157986111,1075.55439
20147,0.267361111,608.0248706
32011,1.185763889,280.8731187
38031,0.229166667,502.2204555
29145,0.161458333,1158.925163
51640,0.001736111,1093.359985
37083,0.189236111,1170.202473
20159,0.1875,729.6033336
18087,0.114583333,958.7065125
12085,0.157986111,1310.105281
17129,0.092013889,959.6013195
39143,0.097222222,904.3044662
17191,0.180555556,1101.787019
48011,0.241319444,558.6641011
27131,0.166666667,809.0494823
35009,0.326388889,452.1151066
29115,0.166666667,1042.867605
27125,0.135416667,601.7952576
49041,0.491319444,464.8660773
13047,0.041666667,1264.304174
55045,0.166666667,915.7451019
32009,0.96875,166.1558961
20085,0.163194444,915.4614927
37197,0.083333333,1162.902077
20161,0.175347222,839.0170282
55019,0.354166667,834.8975962
31051,0.135416667,725.3760243
08013,0.206597222,571.6752096
48495,0.208333333,330.5424169
48263,0.208333333,577.2122528
42115,0.217013889,1115.430883
36107,0.161458333,1003.05473
28159,0.142361111,1417.951462
29211,0.1875,1012.260462
28031,0.107638889,1493.683387
13287,0.079861111,1213.189129
31133,0.114583333,824.7272727
36121,0.170138889,1043.755201
19155,0.289930556,847.7009577
22105,0.204861111,1609.281776
23027,0.251736111,1187.856899
24005,0.184027778,1153.745373
26007,0.178819444,735.7502933
26017,0.138888889,794.0360001
27119,0.664930556,591.6786163
29227,0.065972222,921.3392125
31033,0.328125,454.8924318
32033,2.362847222,313.9373474
36079,0.071180556,1259.766593
36101,0.381944444,909.7763197
39105,0.102430556,1044.974416
45007,0.196180556,1204.539736
12047,0.131944444,1300.701316
19061,0.171875,921.087173
01041,0.145833333,1418.50095
48379,0.064236111,1114.842163
48093,0.230902778,803.2254905
13193,0.097222222,1179.517321
48437,0.208333333,531.2184992
13225,0.038194444,1187.188182
29510,0.015625,1078.884454
20007,0.322916667,724.0308057
19197,0.166666667,860.6204166
51145,0.067708333,1100.301035
28087,0.137152778,1412.343551
38045,0.375,536.3220356
16017,0.604166667,923.8147704
26163,0.177083333,853.0276465
48017,0.229166667,457.1301508
20117,0.267361111,840.4099993
22001,0.157986111,1533.176263
30101,0.592013889,310.8706154
20097,0.180555556,642.960002
55111,0.246527778,882.2540838
19151,0.152777778,834.8493181
40087,0.159722222,955.7472846
17101,0.097222222,1145.975348
48375,0.229166667,505.38174
47121,0.053819444,1395.335485
21095,0.125,1327.637365
24047,0.147569444,1112.778348
48497,0.244791667,925.8254615
51183,0.130208333,1178.078268
38097,0.282986111,568.3920842
21189,0.052083333,1219.796655
17065,0.125,1132.495285
48025,0.208333333,774.7860026
56021,0.730902778,413.1059146
56019,1.222222222,383.8882811
48053,0.243055556,792.4501408
18063,0.123263889,1069.397457
37199,0.088541667,1302.61432
05027,0.190972222,1344.720638
05031,0.204861111,1227.183133
48163,0.267361111,655.2361054
37109,0.088541667,1164.462943
17057,0.244791667,969.8750351
37047,0.243055556,1266.746787
48237,0.227430556,840.6835891
08095,0.170138889,459.7208162
19113,0.210069444,939.7643801
13219,0.052083333,1228.498336
13273,0.090277778,1274.952308
27149,0.185763889,639.4356079
27141,0.130208333,760.4250667
39057,0.116319444,1033.082987
49027,1.883680556,279.9015025
26091,0.196180556,904.9036298
26129,0.171875,788.0555562
38037,0.512152778,427.3809493
18033,0.09375,965.4490752
20029,0.194444444,737.4100031
18057,0.109375,1052.77889
29037,0.199652778,1089.14835
22037,0.104166667,1592.702161
08041,0.576388889,446.1273497
29213,0.180555556,1135.359813
51047,0.098958333,1093.282107
37075,0.071180556,1641.312196
29197,0.083333333,1001.600212
28039,0.114583333,1624.946208
19051,0.133680556,980.1003886
28021,0.121527778,1475.469418
28163,0.239583333,1403.689058
16021,0.380208333,1006.316483
48173,0.229166667,455.7901514
37137,0.142361111,1358.39122
21125,0.123263889,1233.5614
56001,1.223958333,410.9138864
21147,0.104166667,1301.025667
08027,0.197916667,567.373332
13075,0.060763889,1248.557146
12033,0.168402778,1665.781952
21047,0.1875,1276.663054
41033,0.465277778,1453.376305
46105,0.864583333,419.706787
42101,0.034722222,1183.981989
48203,0.217013889,1263.107674
50013,0.059027778,914.8585295
53023,0.215277778,548.5501618
05095,0.145833333,1269.344283
05039,0.161458333,1366.464304
06085,0.340277778,590.4480094
31125,0.121527778,699.2729998
22061,0.133680556,1426.587921
31111,0.722222222,535.5800023
38073,0.28125,553.2787649
40069,0.184027778,1049.077165
42021,0.203125,1134.916579
47105,0.064236111,1316.508657
47087,0.081597222,1371.318087
40075,0.256944444,765.2543941
40093,0.269097222,745.9369038
48177,0.258680556,886.7712091
48133,0.234375,752.675925
51173,0.109375,1153.815079
48137,0.503472222,625.7466911
06021,0.368055556,672.3115057
05129,0.171875,1222.390805
13217,0.069444444,1236.966763
13229,0.088541667,1215.997647
16013,0.769097222,476.8546051
16085,1.098958333,929.003268
35051,1.074652778,324.9077226
20049,0.157986111,1019.801756
35001,0.324652778,339.9248664
21001,0.104166667,1270.431834
22079,0.324652778,1519.462728
23001,0.147569444,1221.13976
28155,0.109375,1412.496346
21051,0.125,1241.824304
30047,0.515625,670.9383837
29023,0.1875,1192.216484
35027,1.210069444,396.8123822
37065,0.131944444,1172.077495
38025,0.657986111,411.6568075
42027,0.319444444,1076.502225
47017,0.151041667,1343.064137
47119,0.161458333,1400.499895
49035,0.225694444,591.4323822
51029,0.151041667,1111.262072
53061,0.725694444,2220.785362
48015,0.154513889,1096.814946
54031,0.164930556,1000.067793
54083,0.282986111,1384.970739
48103,0.189236111,342.9165157
51075,0.078125,1098.011342
47181,0.180555556,1472.82529
48059,0.248263889,691.7448935
26087,0.184027778,824.0992426
18049,0.121527778,1016.822288
27037,0.168402778,804.4911329
27113,0.197916667,592.7571947
19091,0.114583333,851.9648474
27021,0.722222222,686.7057928
41039,1.336805556,1771.565375
28095,0.208333333,1412.799997
37079,0.065972222,1234.51973
21235,0.112847222,1289.601234
13223,0.074652778,1318.543962
31045,0.414930556,453.9776145
24009,0.065972222,1113.644734
04023,0.307291667,487.905536
05003,0.229166667,1403.42386
05089,0.164930556,1181.397155
09013,0.116319444,1228.044927
08083,0.574652778,441.7785505
13213,0.085069444,1417.943681
17131,0.154513889,930.7556207
17085,0.182291667,923.2660958
22017,0.248263889,1303.247202
26121,0.175347222,888.7484173
26131,0.402777778,835.8790949
30081,0.710069444,799.0816378
35039,1.503472222,469.7026214
36055,0.190972222,851.5325478
38009,0.489583333,454.495852
40035,0.192708333,1104.379734
41009,0.210069444,1469.071322
48071,0.213541667,1439.249755
